,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
6,2017106404,3,5,2022/05/21,7957,7,5,11.0,16,5,7.0,3.0,0,1,1115,57.0,2,1900,4,117.8,36.4,506,14,0,0,0,0,0,0,1,958.1
7,2017106404,3,5,2022/03/27,7901,6,5,11.0,16,12,5.8,2.0,1,1,1115,57.0,2,1800,2,110.2,36.5,492,-16,0,0,0,0,0,0,1,3857.4
8,2017106404,3,4,2021/12/05,7786,7,5,11.0,16,15,24.8,10.0,0,0,1115,57.0,2,1800,4,111.1,36.6,508,-2,0,0,0,0,1,0,0,0.0
9,2017106404,3,4,2021/11/07,7757,9,6,11.0,16,3,13.0,5.0,1,1,1115,56.0,2,1800,4,110.8,36.1,510,2,0,0,0,0,0,0,1,3856.0
10,2017106404,3,4,2021/10/16,7735,9,5,11.0,16,6,11.7,8.0,0,1,5203,56.0,2,1800,4,111.3,37.4,508,8,0,0,0,0,0,0,0,889.8
11,2017106404,3,4,2021/07/17,7643,3,6,11.0,15,2,5.6,2.0,0,1,1075,56.0,2,1700,4,104.8,37.1,500,-6,0,0,0,0,0,0,0,929.4
12,2017106404,3,4,2021/05/30,7594,5,6,9.0,16,12,15.9,5.0,1,1,1140,57.0,2,1600,4,96.8,36.2,506,2,0,0,0,0,0,0,0,1857.1
1,2015104879,3,7,2022/02/02,7845,45,6,11.0,13,3,1.2,1.0,1,1,1088,57.0,2,2100,4,134.9,38.3,488,0,0,0,0,0,1,0,0,6000.0
2,2015104879,3,6,2021/12/05,7786,7,5,11.0,16,13,4.6,3.0,0,1,5386,57.0,2,1800,4,110.7,36.2,488,4,0,0,0,0,1,0,0,4097.2
3,2015104879,3,6,2021/11/03,7753,46,6,10.0,12,1,5.6,3.0,0,1,5386,57.0,2,2100,4,133.4,35.9,484,-3,0,0,0,0,1,0,0,1600.0
4,2015104879,3,6,2021/06/30,7625,44,5,11.0,13,7,4.1,2.0,0,0,5386,57.0,2,2000,2,124.0,38.0,487,0,1,0,0,0,1,0,0,0.0
