,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
3,2015104189,3,3,2018/10/08,6611,35,6,11.0,14,12,2.1,2.0,1,1,5212,55.0,2,1600,4,95.3,35.3,488,-2,0,0,0,0,1,0,0,4500.0
4,2015104189,3,3,2018/07/11,6521,44,6,11.0,14,1,2.2,1.0,1,1,5212,56.0,2,2000,4,125.8,36.5,490,2,1,1,0,0,0,0,0,4500.0
5,2015104189,3,3,2018/06/17,6496,5,5,11.0,16,14,2.3,1.0,1,1,5212,56.0,2,1600,2,95.0,35.2,488,-8,0,0,0,1,0,0,0,3559.5
6,2015104189,3,3,2018/04/01,6418,6,6,10.0,9,7,1.6,1.0,0,1,422,57.0,2,1800,4,114.9,36.6,496,10,0,0,0,0,0,0,0,725.8
7,2015104189,3,2,2017/12/13,6306,45,6,11.0,13,9,1.8,1.0,1,1,5212,55.0,2,1600,4,101.6,38.2,486,0,0,0,0,0,1,0,0,3500.0
15,2012104882,2,6,2018/11/10,6644,5,6,11.0,16,15,4.1,3.0,0,0,5470,56.0,2,1600,3,95.6,36.0,482,-2,0,0,0,0,0,0,1,0.0
16,2012104882,2,6,2018/09/29,6601,9,5,11.0,16,16,16.1,7.0,0,1,1102,55.0,2,2000,1,121.5,35.1,484,2,0,0,0,0,0,0,1,1416.2
17,2012104882,2,6,2018/07/28,6538,10,6,11.0,10,4,2.0,1.0,1,1,1102,57.0,2,1700,4,103.6,36.1,482,-6,0,0,0,0,0,0,0,1841.7
18,2012104882,2,6,2018/06/24,6503,2,6,12.0,14,14,24.7,6.0,1,1,1093,57.0,2,1700,4,105.0,35.9,488,6,0,0,0,0,0,0,0,1530.1
19,2012104882,3,5,2017/02/04,5987,8,6,9.0,10,9,6.5,4.0,0,0,1157,57.0,1,2000,4,121.1,35.5,482,0,0,0,0,0,0,0,0,0.0
5,2014103385,3,4,2018/11/04,6638,8,6,11.0,16,4,3.2,1.0,0,1,5339,57.0,2,1900,4,117.0,38.4,514,6,0,0,0,0,1,0,0,2348.6
6,2014103385,3,4,2018/09/29,6601,9,5,11.0,16,14,5.4,3.0,0,1,5339,57.5,2,2000,1,121.8,36.8,508,2,0,0,0,0,0,0,1,908.1
7,2014103385,3,4,2018/05/19,6467,8,6,11.0,16,9,18.7,7.0,1,1,5212,57.0,2,1900,3,117.3,37.0,506,4,0,0,0,0,0,0,1,3656.7
8,2014103385,3,4,2018/05/06,6454,5,6,10.0,16,11,2.8,1.0,0,0,5212,57.0,2,2100,4,133.1,39.4,502,-9,0,0,0,0,0,0,0,0.0
9,2014103385,3,4,2018/03/29,6415,48,6,11.0,10,5,2.0,1.0,1,1,5212,54.0,2,1900,4,122.4,36.7,511,-7,0,0,0,0,0,0,1,2100.0
2,2014103365,1,4,2018/11/04,6638,8,6,12.0,16,16,13.1,6.0,1,1,660,55.0,2,1800,4,110.4,37.3,480,3,0,0,0,0,1,0,0,5340.2
3,2014103365,1,4,2018/10/11,6614,44,5,11.0,14,6,4.8,3.0,0,0,660,56.0,2,1800,4,114.7,38.1,477,3,1,0,0,0,0,1,0,310.0
4,2014103365,1,4,2018/08/12,6553,1,5,11.0,14,4,17.7,7.0,0,0,660,55.0,2,1700,2,102.8,37.2,474,7,0,0,0,0,0,0,1,360.0
5,2014103365,1,4,2018/04/11,6428,43,5,11.0,12,7,3.7,2.0,1,1,660,57.0,2,1600,4,101.2,37.4,467,-2,0,0,0,0,0,0,1,2500.0
6,2014103365,1,4,2018/02/28,6383,45,5,11.0,11,1,4.9,4.0,1,1,660,54.0,2,2100,4,136.3,39.4,469,-4,0,0,0,0,0,1,0,3500.0
19,2015104273,3,3,2018/11/04,6638,8,6,11.0,16,14,3.7,2.0,0,1,1018,55.0,2,1900,4,116.8,36.7,454,4,0,0,0,0,1,0,0,3697.2
20,2015104273,3,3,2018/09/29,6601,9,5,11.0,16,3,4.8,2.0,1,1,1018,53.0,2,2000,1,121.5,35.9,450,-3,0,0,0,0,0,0,1,3656.7
