,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
1,2010110102,3,6,2016/09/22,5850,44,5,11.0,14,2,1.8,1.0,0,0,5212,57.0,2,1200,1,72.7,38.6,456,3,1,0,0,0,0,1,0,175.0
2,2010110102,3,6,2016/08/16,5813,35,5,10.0,14,5,2.5,2.0,1,1,5212,60.0,2,1200,3,69.1,34.1,453,-1,0,0,0,0,0,0,1,2300.0
3,2010110102,3,6,2016/06/09,5744,30,3,11.0,13,11,1.6,1.0,1,1,5212,58.0,2,1200,1,69.9,35.8,454,3,0,0,0,0,0,0,1,2200.0
4,2010110102,3,6,2016/04/06,5679,44,5,11.0,15,4,1.4,1.0,0,1,5212,57.0,2,1200,3,72.3,35.4,451,-2,1,0,0,0,0,0,1,540.0
5,2010110102,3,6,2016/03/15,5657,54,6,5.0,12,6,1.8,1.0,1,1,5212,58.0,2,1400,1,87.0,38.0,453,3,0,0,0,0,0,0,1,2100.0
6,2010110102,3,5,2015/11/03,5521,44,6,9.0,16,6,1.6,1.0,0,1,5212,57.0,2,1200,1,71.0,36.0,450,1,1,0,0,0,1,0,0,2100.0
7,2010110102,3,5,2015/09/30,5486,44,6,11.0,15,15,1.8,1.0,1,1,5212,56.0,2,1200,3,70.9,36.2,449,1,1,0,0,0,0,1,0,3500.0
11,2010110127,3,6,2016/10/10,5869,35,5,11.0,13,13,2.9,2.0,0,1,5386,57.0,2,1600,3,93.8,35.3,515,5,0,0,0,0,1,0,0,1035.0
12,2010110127,3,6,2016/06/01,5736,42,6,11.0,12,7,2.4,1.0,0,1,5386,58.0,2,1400,4,86.2,36.3,510,2,0,0,0,0,0,1,0,1085.0
13,2010110127,3,6,2016/05/05,5709,43,6,11.0,12,4,7.0,5.0,0,1,5386,57.0,2,1600,3,100.2,38.0,508,-6,0,0,0,0,1,0,0,1200.0
14,2010110127,3,6,2016/02/21,5632,5,6,11.0,16,5,7.2,3.0,0,0,5386,57.0,2,1600,2,94.2,35.0,514,0,0,0,0,0,1,0,0,1500.0
15,2010110127,3,5,2015/11/03,5521,44,6,9.0,16,10,3.1,2.0,0,1,1088,57.0,2,1200,1,71.4,36.2,514,-3,1,0,0,0,1,0,0,1200.0
16,2010110127,3,5,2015/10/12,5499,35,5,11.0,15,12,1.3,1.0,1,1,1014,57.0,2,1600,3,96.8,38.7,517,5,0,0,0,0,1,0,0,4500.0
17,2010110127,3,5,2015/07/12,5406,7,6,11.0,16,2,6.7,4.0,1,1,1014,59.0,2,1400,4,82.5,35.6,512,2,0,0,0,0,0,0,1,3557.4
8,2011100069,1,5,2016/09/22,5850,44,5,11.0,14,3,5.0,3.0,0,1,1126,56.0,2,1200,1,72.3,38.2,510,17,1,0,0,0,0,1,0,1225.0
9,2011100069,1,5,2016/06/01,5736,42,6,11.0,12,11,3.6,3.0,0,0,1126,56.0,2,1400,4,87.5,37.8,493,-3,0,0,0,0,0,1,0,0.0
10,2011100069,1,5,2016/04/06,5679,44,5,11.0,15,12,6.8,3.0,1,1,1126,56.0,2,1200,3,71.4,35.7,496,-4,1,0,0,0,0,0,1,2700.0
11,2011100069,1,5,2016/02/21,5632,5,6,11.0,16,8,62.0,12.0,0,0,1126,55.0,2,1600,2,96.8,38.4,500,2,0,0,0,0,1,0,0,0.0
12,2011100069,1,4,2015/12/06,5555,7,5,11.0,16,11,71.9,13.0,0,0,1126,55.0,2,1800,4,111.9,39.0,498,-2,0,0,0,0,1,0,0,0.0
13,2011100069,1,4,2015/11/03,5521,44,6,9.0,16,2,10.5,3.0,1,1,1126,55.0,2,1200,1,70.9,36.2,500,10,1,0,0,0,1,0,0,6000.0
14,2011100069,1,4,2015/09/30,5486,44,6,11.0,15,10,3.1,2.0,0,1,1126,54.0,2,1200,3,71.6,36.7,490,6,1,0,0,0,0,1,0,700.0
8,2008104812,3,8,2016/10/10,5869,35,5,11.0,13,5,46.5,5.0,0,0,5299,57.0,2,1600,3,94.6,35.9,474,-7,0,0,0,0,1,0,0,225.0
9,2008104812,3,8,2016/09/15,5843,42,5,11.0,12,5,9.6,5.0,1,1,5386,55.0,2,1400,2,85.8,37.5,481,-3,0,0,0,0,0,0,1,2100.0
10,2008104812,3,8,2016/08/21,5818,4,6,11.0,15,15,20.0,9.0,0,0,1150,57.5,2,1200,4,71.0,36.1,484,-10,0,0,0,0,0,0,0,0.0
11,2008104812,3,8,2016/06/09,5744,30,3,11.0,13,2,11.2,4.0,0,0,5386,57.0,2,1200,1,71.1,36.2,494,13,0,0,0,0,0,0,1,110.0
12,2008104812,3,8,2016/05/03,5707,48,5,11.0,10,7,8.0,4.0,0,1,5386,55.0,2,1400,4,87.6,38.3,481,-2,0,0,0,0,0,0,1,273.0
13,2008104812,3,8,2016/04/06,5679,44,5,11.0,15,7,21.4,5.0,0,0,5386,56.0,2,1200,3,72.5,35.5,483,-5,1,0,0,0,0,0,1,0.0
14,2008104812,3,8,2016/01/31,5611,5,6,11.0,16,16,21.3,8.0,0,0,5528,57.0,2,1400,3,83.0,35.5,488,10,0,0,0,0,0,0,1,0.0
27,2008102951,3,8,2016/09/22,5850,44,5,11.0,14,15,168.7,8.0,0,0,5380,56.0,2,1200,1,73.2,37.9,471,1,1,0,0,0,0,1,0,0.0
28,2008102951,3,8,2016/08/31,5828,44,6,11.0,16,1,7.2,5.0,0,0,5299,58.0,2,1200,2,73.0,36.8,470,2,1,0,0,0,0,0,0,0.0
29,2008102951,3,8,2016/08/03,5800,44,5,11.0,15,11,16.4,6.0,0,0,5299,57.0,2,1600,2,101.8,39.0,468,-7,1,0,0,0,0,0,0,130.0
30,2008102951,3,8,2016/07/20,5786,43,6,11.0,14,9,14.8,5.0,0,1,5524,58.0,2,1000,2,59.8,35.6,475,4,0,0,0,0,0,0,0,200.0
31,2008102951,3,8,2016/06/22,5757,43,5,11.0,14,9,9.1,4.0,0,0,5074,56.0,2,1600,2,102.6,41.1,471,-12,0,0,0,0,0,0,0,0.0
32,2008102951,3,8,2016/06/01,5736,42,6,11.0,12,2,151.0,6.0,0,0,5524,56.0,2,1400,4,86.8,36.7,483,6,0,0,0,0,0,1,0,310.0
33,2008102951,3,8,2016/02/24,5635,44,5,11.0,16,8,9.8,2.0,0,0,5074,58.0,2,1400,2,86.9,38.9,477,3,1,0,0,0,0,0,0,130.0
3,2010102802,3,6,2016/09/15,5843,42,5,11.0,12,10,2.1,1.0,0,1,5299,57.0,2,1400,2,85.9,38.2,508,7,0,0,0,0,0,0,1,735.0
4,2010102802,3,6,2016/06/01,5736,42,6,11.0,12,4,2.6,2.0,1,1,5299,56.0,2,1400,4,85.9,36.4,501,0,0,0,0,0,0,1,0,3100.0
5,2010102802,3,6,2016/05/05,5709,43,6,11.0,12,6,30.0,6.0,0,1,5299,57.0,2,1600,3,99.9,38.0,501,-9,0,0,0,0,1,0,0,2100.0
6,2010102802,3,6,2016/02/24,5635,44,5,11.0,16,6,1.2,1.0,1,1,5299,58.0,2,1400,2,85.5,37.8,510,6,1,0,0,0,0,0,0,1300.0
7,2010102802,3,5,2015/12/22,5571,42,6,11.0,12,9,1.5,1.0,1,1,5299,58.0,2,1500,4,93.2,38.3,504,4,0,0,0,0,0,0,0,1200.0
8,2010102802,3,5,2015/11/04,5522,44,6,11.0,14,6,1.4,1.0,1,1,5299,57.0,2,1600,2,99.4,38.3,500,-3,1,0,0,0,0,0,0,2500.0
9,2010102802,3,5,2015/07/29,5423,44,5,11.0,15,4,1.5,1.0,1,1,5299,57.5,2,1600,4,98.8,38.3,503,1,1,0,0,0,0,0,0,1300.0
8,2010103131,3,6,2016/10/10,5869,35,5,11.0,13,1,653.0,11.0,0,0,5542,57.0,2,1600,3,96.4,36.9,459,-17,0,0,0,0,1,0,0,0.0
9,2010103131,3,6,2016/09/29,5857,30,5,12.0,14,11,12.8,6.0,0,1,5492,57.0,2,1200,2,73.9,37.9,476,0,0,0,0,0,0,0,0,45.0
10,2010103131,3,6,2016/09/08,5836,30,3,11.0,7,2,5.9,3.0,1,1,5492,55.0,2,1200,2,72.4,36.3,476,7,0,0,0,0,0,0,0,80.0
11,2010103131,3,6,2016/08/16,5813,35,5,10.0,14,13,460.3,11.0,0,0,5542,54.0,2,1200,3,70.8,35.6,469,-7,0,0,0,0,0,0,1,0.0
12,2010103131,3,6,2016/07/21,5787,30,5,11.0,9,1,3.2,2.0,0,0,5534,54.0,2,1700,2,107.7,41.1,476,0,0,0,0,0,0,0,0,8.0
13,2010103131,3,6,2016/07/06,5772,30,5,12.0,7,4,29.3,6.0,0,1,5534,54.0,2,1800,3,114.8,38.8,476,-8,0,0,0,0,0,0,0,16.0
14,2010103131,3,6,2016/06/23,5758,30,5,11.0,8,5,17.1,5.0,0,1,5534,54.0,2,1800,4,116.0,40.6,484,6,0,0,0,0,0,0,0,12.0
5,2010102645,2,6,2016/09/22,5850,44,5,11.0,14,7,62.4,7.0,0,1,5420,56.0,2,1200,1,72.3,37.8,491,2,1,0,0,0,0,1,0,700.0
6,2010102645,2,6,2016/08/31,5828,44,6,11.0,16,16,5.3,3.0,0,1,5420,55.0,2,1200,2,72.4,37.0,489,3,1,0,0,0,0,0,0,455.0
7,2010102645,2,6,2016/08/02,5799,44,5,11.0,13,5,3.3,1.0,1,1,5420,55.0,2,1200,1,72.3,37.6,486,0,1,0,0,0,0,0,0,600.0
8,2010102645,2,6,2016/07/01,5767,44,6,11.0,13,11,9.5,5.0,1,1,5420,57.0,2,1200,1,72.7,37.3,486,0,1,0,0,0,0,0,0,350.0
9,2010102645,2,6,2016/02/22,5633,44,5,11.0,16,15,10.7,4.0,0,0,655943,57.0,2,1200,2,75.7,39.5,486,-3,1,0,0,0,0,0,0,0.0
10,2010102645,2,6,2016/01/14,5594,44,6,11.0,13,9,7.7,4.0,0,0,5365,53.0,2,1200,4,73.1,37.7,489,3,1,0,0,0,0,0,0,0.0
11,2010102645,2,5,2015/12/25,5574,44,6,9.0,14,14,6.1,3.0,0,1,5420,55.0,2,1200,3,73.4,37.6,486,1,1,0,0,0,0,0,0,138.0
22,2011103142,3,5,2016/10/06,5865,45,6,10.0,13,8,12.0,2.0,0,0,5524,57.0,2,1500,4,95.2,39.6,465,8,0,0,0,0,0,0,0,0.0
23,2011103142,3,5,2016/08/24,5821,45,6,11.0,13,7,31.9,7.0,0,1,5524,56.0,2,1600,2,102.3,38.8,457,-2,0,0,0,0,0,0,0,420.0
24,2011103142,3,5,2016/07/05,5771,45,5,11.0,11,11,9.1,4.0,0,0,5342,57.0,2,1400,3,90.1,39.5,459,-8,0,0,0,0,0,0,0,35.0
25,2011103142,3,5,2016/06/14,5749,45,6,11.0,14,5,2.9,1.0,0,0,5342,57.0,2,1600,2,104.7,41.4,467,4,0,0,0,0,0,0,0,0.0
26,2011103142,3,5,2016/05/25,5729,45,5,11.0,11,5,13.6,4.0,0,1,5342,55.0,2,1600,4,102.2,38.8,463,-3,0,0,0,0,0,0,0,240.0
27,2011103142,3,5,2016/04/22,5695,44,5,11.0,15,5,4.0,3.0,0,0,5342,57.0,2,1600,3,103.9,40.2,466,5,1,0,0,0,0,0,0,51.0
