,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
9,2010110078,3,6,2016/09/28,5856,43,5,11.0,13,10,1.8,1.0,1,1,666,56.0,2,1800,2,112.0,37.0,510,4,0,0,0,0,0,1,0,3200.0
10,2010110078,3,6,2016/04/16,5689,9,6,11.0,16,9,1.8,1.0,1,1,666,57.0,2,1800,4,109.9,36.8,506,4,0,0,0,0,0,0,1,3656.7
11,2010110078,3,6,2016/03/17,5659,48,6,10.0,12,2,1.4,1.0,1,1,666,55.0,2,1900,4,121.2,38.2,502,-6,0,0,0,0,0,0,1,2100.0
12,2010110078,3,5,2015/10/03,5490,9,6,11.0,12,2,5.5,3.0,1,1,666,55.0,2,2000,3,124.6,36.6,508,8,0,0,0,0,0,0,1,3546.2
13,2010110078,3,5,2015/09/19,5475,9,6,11.0,11,6,9.9,7.0,1,1,666,57.0,2,1800,4,112.0,36.3,500,-8,0,0,0,0,0,0,0,1843.1
14,2010110078,3,5,2015/06/20,5383,5,6,11.0,14,3,11.8,6.0,0,1,1077,57.0,1,2000,4,120.4,34.6,508,0,0,0,0,0,0,0,0,464.2
15,2010110078,3,5,2015/05/31,5363,8,6,8.0,13,8,6.1,4.0,1,1,1093,57.0,1,2000,4,118.5,33.9,508,2,0,0,0,0,0,0,0,1050.0
1,2009100921,3,7,2016/10/10,5869,35,5,11.0,13,10,7.4,4.0,0,1,732,57.0,2,1600,3,94.3,36.2,502,-1,0,0,0,0,1,0,0,585.0
2,2009100921,3,7,2016/06/29,5764,44,5,11.0,12,10,4.9,4.0,0,0,732,57.0,2,2000,1,125.9,38.4,503,0,0,0,0,0,1,0,0,600.0
3,2009100921,3,7,2016/01/27,5607,45,6,11.0,13,12,2.1,1.0,1,1,732,57.0,2,2100,4,134.1,37.2,507,5,0,0,0,0,1,0,0,6000.0
4,2009100921,3,6,2015/12/29,5578,44,6,10.0,14,13,2.3,1.0,0,1,732,57.0,2,2000,4,123.3,38.1,502,-8,0,0,0,0,1,0,0,2800.0
5,2009100921,3,6,2015/12/06,5555,7,5,11.0,16,13,3.7,2.0,0,0,732,57.0,2,1800,4,110.7,38.1,510,8,0,0,0,0,1,0,0,940.0
6,2009100921,3,6,2015/11/03,5521,44,6,10.0,16,10,1.4,1.0,0,1,732,57.0,2,2000,1,125.0,37.4,502,0,0,0,0,0,1,0,0,1600.0
7,2009100921,3,6,2015/06/24,5387,44,6,11.0,12,1,1.5,1.0,1,1,732,57.0,2,2000,4,122.7,38.6,502,0,0,0,0,0,1,0,0,6000.0
32,2010102446,2,6,2016/09/28,5856,43,5,11.0,13,9,3.0,2.0,0,1,1096,58.0,2,1800,2,113.0,37.3,477,2,0,0,0,0,0,1,0,640.0
33,2010102446,2,6,2016/06/29,5764,44,5,11.0,12,7,4.1,2.0,0,1,1096,57.0,2,2000,1,125.2,37.6,475,14,0,0,0,0,1,0,0,1200.0
34,2010102446,2,6,2016/05/05,5709,43,6,11.0,12,3,6.8,4.0,0,0,1096,57.0,2,1600,3,100.3,37.8,461,-11,0,0,0,0,1,0,0,300.0
35,2010102446,2,6,2016/01/27,5607,45,6,11.0,13,1,2.1,2.0,0,1,1096,57.0,2,2100,4,134.1,37.2,472,-1,0,0,0,0,1,0,0,2100.0
