,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
7,2005100097,3,5,2010/11/24,3682,42,6,10.0,10,6,1.1,1.0,1,1,666,58.0,2,2000,3,125.8,36.7,500,1,0,0,0,0,0,1,0,4000.0
8,2005100097,3,5,2010/11/03,3661,43,6,10.0,13,13,16.1,4.0,1,1,666,57.0,2,1800,4,109.9,39.3,499,-2,0,0,0,0,1,0,0,10000.0
9,2005100097,3,5,2010/09/23,3619,43,3,11.0,14,2,3.9,3.0,0,1,666,56.0,2,1800,3,109.3,36.5,501,1,0,0,0,0,0,1,0,800.0
10,2005100097,3,5,2010/06/30,3533,44,5,11.0,15,10,4.5,3.0,0,0,5203,57.0,2,2000,3,124.8,39.2,500,6,1,0,0,0,1,0,0,0.0
11,2005100097,3,5,2010/05/26,3498,42,5,11.0,12,9,1.3,1.0,1,1,5203,58.0,2,1400,3,86.2,38.0,494,-13,0,0,0,0,0,0,1,3000.0
8,2004106867,3,6,2010/11/03,3661,43,6,10.0,13,3,1.7,1.0,0,1,5386,57.0,2,1800,4,111.2,40.2,507,-3,0,0,0,0,1,0,0,3500.0
9,2004106867,3,6,2010/09/23,3619,43,3,11.0,14,10,2.5,1.0,1,1,5386,58.0,2,1800,3,108.8,36.2,510,5,0,0,0,0,0,1,0,4000.0
10,2004106867,3,6,2010/06/30,3533,44,5,11.0,15,4,6.3,5.0,1,1,5386,57.0,2,2000,3,123.4,37.8,505,2,1,0,0,0,1,0,0,7000.0
11,2004106867,3,6,2010/05/05,3477,43,6,10.0,14,7,37.6,5.0,0,1,5386,57.0,2,1600,4,97.0,36.6,503,-7,0,0,0,0,1,0,0,2100.0
12,2004106867,3,6,2010/03/10,3420,43,6,10.0,14,4,1.7,1.0,0,0,5386,56.0,2,2400,1,152.5,39.1,510,7,0,0,0,0,0,1,0,200.0
22,2007100567,3,3,2010/12/05,3694,9,6,11.0,16,8,25.8,10.0,0,0,1032,56.0,2,1800,3,109.1,36.7,482,6,0,0,0,0,1,0,0,2000.0
23,2007100567,3,3,2010/11/14,3672,5,5,11.0,16,14,10.2,5.0,0,0,1085,57.0,2,1600,4,97.1,35.8,476,11,0,0,0,0,0,0,1,0.0
24,2007100567,3,3,2010/10/11,3638,35,6,10.0,12,7,15.0,3.0,0,0,1085,55.0,2,1600,3,96.3,36.1,465,-8,0,0,0,0,1,0,0,225.0
