,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
5,2005100097,3,6,2011/05/02,3846,43,6,10.0,14,5,1.0,1.0,1,1,666,56.0,2,2400,4,153.2,39.8,500,-2,0,0,0,0,0,1,0,4000.0
6,2005100097,3,5,2010/12/29,3718,44,6,10.0,14,13,2.5,1.0,1,1,666,57.0,2,2000,4,120.4,37.3,502,2,1,0,0,0,1,0,0,8000.0
7,2005100097,3,5,2010/11/24,3682,42,6,10.0,10,6,1.1,1.0,1,1,666,58.0,2,2000,3,125.8,36.7,500,1,0,0,0,0,0,1,0,4000.0
8,2005100097,3,5,2010/11/03,3661,43,6,10.0,13,13,16.1,4.0,1,1,666,57.0,2,1800,4,109.9,39.3,499,-2,0,0,0,0,1,0,0,10000.0
9,2005100097,3,5,2010/09/23,3619,43,3,11.0,14,2,3.9,3.0,0,1,666,56.0,2,1800,3,109.3,36.5,501,1,0,0,0,0,0,1,0,800.0
17,2005102837,3,6,2011/05/05,3849,43,5,10.0,13,10,1.4,1.0,0,1,682,57.0,2,1600,3,98.6,37.7,498,4,0,0,0,0,1,0,0,1200.0
18,2005102837,3,6,2011/03/21,3803,48,5,10.0,12,4,1.1,1.0,1,1,682,59.0,2,1900,1,118.4,38.0,494,0,0,0,0,0,0,0,1,2100.0
19,2005102837,3,5,2010/10/11,3638,35,6,10.0,12,3,1.0,1.0,0,1,682,57.0,2,1600,3,95.3,35.1,511,15,0,0,0,0,1,0,0,1035.0
20,2005102837,3,5,2010/05/05,3477,43,6,10.0,14,12,1.1,1.0,1,1,682,57.0,2,1600,4,96.8,36.1,496,-2,0,0,0,0,1,0,0,6000.0
21,2005102837,3,5,2010/02/21,3400,5,6,11.0,15,4,1.7,1.0,1,1,682,57.0,2,1600,4,94.9,35.6,498,-4,0,0,0,0,1,0,0,9744.4
17,2007100567,3,4,2011/06/11,3886,5,5,11.0,15,8,2.5,1.0,0,1,1085,58.0,2,1600,2,95.1,36.3,484,-6,0,0,0,0,0,0,0,535.3
18,2007100567,3,4,2011/05/22,3866,8,5,11.0,14,6,5.9,3.0,0,0,732,57.0,2,1900,1,114.7,35.9,490,4,0,0,0,0,0,1,0,0.0
19,2007100567,3,4,2011/04/24,3837,8,6,11.0,13,11,3.5,2.0,0,1,732,58.0,2,1800,2,108.8,36.4,486,-2,0,0,0,0,0,0,1,958.5
