,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
16,2009100921,3,4,2013/11/04,4778,46,5,10.0,12,1,1.4,1.0,1,1,732,57.0,2,2100,1,132.6,37.0,508,9,0,0,0,0,1,0,0,8000.0
14,2006106794,3,7,2013/11/04,4778,46,5,10.0,12,12,4.1,2.0,0,1,666,57.0,2,2100,1,133.0,37.0,519,17,0,0,0,0,1,0,0,1840.0
16,2007103215,3,6,2013/11/04,4778,46,5,10.0,12,2,14.9,5.0,0,1,1014,57.0,2,2100,1,133.0,36.8,465,7,0,0,0,0,1,0,0,960.0
31,2006102942,3,7,2013/11/04,4778,46,5,10.0,12,4,628.8,9.0,0,0,5332,57.0,2,2100,1,135.7,38.4,482,1,0,0,0,0,1,0,0,720.0
27,2010104098,3,3,2013/11/04,4778,46,5,10.0,12,11,6.4,3.0,0,0,422,55.0,2,2100,1,135.7,39.2,500,7,0,0,0,0,1,0,0,480.0
90,2006104442,3,7,2013/11/04,4778,46,5,10.0,12,5,905.8,12.0,0,0,5503,57.0,2,2100,1,136.6,39.6,489,15,0,0,0,0,1,0,0,0.0
26,2008106609,3,5,2013/11/04,4778,46,5,10.0,12,6,448.0,6.0,0,0,5053,57.0,2,2100,1,137.2,41.0,516,-8,0,0,0,0,1,0,0,0.0
3,2005101102,3,8,2013/11/04,4778,46,5,10.0,12,3,853.8,11.0,0,0,5333,57.0,2,2100,1,137.4,39.7,515,3,0,0,0,0,1,0,0,0.0
11,2005104916,3,8,2013/11/04,4778,46,5,10.0,12,10,497.0,7.0,0,0,5299,57.0,2,2100,1,137.4,39.6,500,7,0,0,0,0,1,0,0,0.0
7,2007104922,3,6,2013/11/04,4778,46,5,10.0,12,8,666.0,10.0,0,0,5383,57.0,2,2100,1,137.4,40.5,490,-10,0,0,0,0,1,0,0,0.0
0,2009102350,3,4,2013/11/04,4778,46,5,10.0,12,9,7.0,4.0,0,0,700,57.0,2,2100,1,139.8,43.2,500,1,0,0,0,0,1,0,0,0.0
14,2007104608,3,6,2013/11/04,4778,46,5,10.0,12,7,541.9,8.0,0,0,5127,57.0,2,2100,1,139.9,42.0,473,-3,0,0,0,0,1,0,0,0.0
