,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
1,2007103389,3,5,2012/04/14,4199,9,6,11.0,16,11,1.7,1.0,1,1,1088,57.0,2,1800,3,109.9,36.7,514,-6,0,0,0,0,0,0,1,3558.8
2,2007103389,3,5,2012/03/04,4158,9,4,11.0,16,4,2.9,1.0,1,1,1088,56.0,2,2000,3,122.3,35.4,520,6,0,0,0,0,0,0,0,2035.7
3,2007103389,3,4,2011/11/06,4036,8,5,11.0,15,7,6.8,3.0,0,0,1088,57.0,2,1800,3,115.7,43.5,514,6,0,0,0,0,0,0,1,0.0
4,2007103389,3,4,2011/07/18,3924,35,6,10.0,8,6,1.3,1.0,1,1,1088,55.0,2,2000,4,124.2,35.8,508,-4,0,0,0,0,0,0,1,2300.0
5,2007103389,3,4,2011/05/22,3866,8,5,11.0,14,13,2.1,1.0,0,0,1075,57.0,2,1900,1,114.4,35.8,512,-2,0,0,0,0,0,1,0,530.0
10,2005102837,3,7,2012/05/02,4218,43,3,10.0,13,7,3.6,3.0,1,1,682,57.0,2,1600,2,96.5,36.8,495,-5,0,0,0,0,1,0,0,6000.0
11,2005102837,3,7,2012/02/19,4142,5,6,11.0,16,9,7.8,3.0,0,0,666,57.0,2,1600,4,96.0,36.8,500,-6,0,0,0,0,1,0,0,940.0
12,2005102837,3,7,2012/01/22,4114,8,6,11.0,16,15,1.3,1.0,0,1,682,58.0,2,1800,1,108.3,36.1,506,6,0,0,0,0,0,0,1,1416.8
13,2005102837,3,6,2011/12/04,4065,9,6,11.0,16,6,2.8,2.0,0,1,682,57.0,2,1800,4,110.9,37.6,500,2,0,0,0,0,1,0,0,3349.8
14,2005102837,3,6,2011/11/06,4036,8,5,11.0,15,6,1.6,1.0,1,1,682,58.0,2,1800,3,108.4,36.7,498,2,0,0,0,0,0,0,1,3861.6
12,2006110130,3,6,2012/05/02,4218,43,3,10.0,13,4,3.5,2.0,0,1,5203,57.0,2,1600,2,97.4,36.9,504,0,0,0,0,0,1,0,0,1200.0
13,2006110130,3,6,2012/02/19,4142,5,6,11.0,16,16,24.3,7.0,1,1,5203,57.0,2,1600,4,95.4,35.7,504,2,0,0,0,0,1,0,0,9748.6
14,2006110130,3,6,2012/01/29,4121,5,6,11.0,16,11,9.7,5.0,0,1,5203,58.0,2,1400,4,83.7,35.3,502,6,0,0,0,0,0,0,1,888.1
