,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
17,2012110098,3,4,2016/12/29,44,6,10.0,14,11,16.3,5.0,1,422,57.0,2,2000,2,125.8,36.1,565,-1,1,0,0,0,1,0,0,8000.0
18,2012110098,3,4,2016/12/04,7,5,11.0,15,14,21.0,7.0,0,1154,57.0,2,1800,4,110.5,36.9,566,4,0,0,0,0,1,0,0,970.0
19,2012110098,3,4,2016/11/06,8,5,11.0,16,9,7.6,4.0,1,1154,56.0,2,1800,4,110.1,36.2,562,2,0,0,0,0,0,0,0,3856.7
20,2012110098,3,4,2016/10/23,5,5,11.0,16,8,1.7,1.0,0,5386,57.5,2,2100,4,130.3,37.9,560,-2,0,0,0,0,0,0,0,0.0
21,2012110098,3,4,2016/10/01,9,6,11.0,11,9,5.1,4.0,0,1018,57.5,2,2000,3,121.7,36.1,562,2,0,0,0,0,0,0,0,905.7
6,2010110078,3,6,2016/12/29,44,6,10.0,14,8,1.6,1.0,0,666,57.0,2,2000,2,126.1,36.5,511,-3,1,0,0,0,1,0,0,2800.0
7,2010110078,3,6,2016/12/04,7,5,11.0,15,2,2.2,1.0,0,666,57.0,2,1800,4,110.1,37.0,514,10,0,0,0,0,1,0,0,3992.4
8,2010110078,3,6,2016/11/03,45,6,11.0,14,9,2.4,2.0,1,666,57.0,2,2100,2,135.3,38.6,504,-6,0,0,0,0,1,0,0,8000.0
9,2010110078,3,6,2016/09/28,43,5,11.0,13,10,1.8,1.0,1,666,56.0,2,1800,2,112.0,37.0,510,4,0,0,0,0,0,1,1,3200.0
10,2010110078,3,6,2016/04/16,9,6,11.0,16,9,1.8,1.0,1,666,57.0,2,1800,4,109.9,36.8,506,4,0,0,0,0,0,0,0,3656.7
29,2010102446,2,6,2016/12/29,44,6,10.0,14,14,4.0,2.0,0,1096,57.0,2,2000,2,126.1,36.4,475,1,1,0,0,0,1,0,0,1600.0
30,2010102446,2,6,2016/12/04,7,5,11.0,15,8,15.9,6.0,1,1096,57.0,2,1800,4,110.1,35.8,474,0,0,0,0,0,1,0,0,10023.4
31,2010102446,2,6,2016/11/03,45,6,11.0,14,6,14.6,5.0,0,1096,57.0,2,2100,2,135.6,38.7,474,-3,0,0,0,0,1,0,0,1600.0
32,2010102446,2,6,2016/09/28,43,5,11.0,13,9,3.0,2.0,0,1096,58.0,2,1800,2,113.0,37.3,477,2,0,0,0,0,0,1,1,640.0
33,2010102446,2,6,2016/06/29,44,5,11.0,12,7,4.1,2.0,0,1096,57.0,2,2000,1,125.2,37.6,475,14,1,0,0,0,1,0,0,1200.0
29,2012104314,2,4,2016/12/29,44,6,10.0,14,5,8.8,4.0,0,5339,57.0,2,2000,2,126.9,37.0,444,-2,1,0,0,0,1,0,0,800.0
30,2012104314,2,4,2016/12/04,7,5,11.0,15,9,7.5,4.0,0,5366,57.0,2,1800,4,110.5,36.6,446,8,0,0,0,0,1,0,0,0.0
31,2012104314,2,4,2016/11/03,45,6,11.0,14,13,8.2,4.0,0,5339,57.0,2,2100,2,135.8,38.9,438,-15,0,0,0,0,1,0,0,800.0
32,2012104314,3,4,2016/06/29,44,5,11.0,12,2,3.1,1.0,0,5339,57.0,2,2000,1,124.2,36.5,453,6,1,0,0,0,1,0,0,2100.0
33,2012104314,3,4,2016/05/05,43,6,11.0,12,9,2.8,2.0,0,5339,57.0,2,1600,3,100.2,37.5,447,-7,0,0,0,0,1,0,0,600.0
6,2010106548,3,6,2016/12/29,44,6,10.0,14,2,5.4,3,0,5386,57,2,2000,2,127.5,38.0,545,1,1,0,0,0,1,0,0,400.0
7,2010106548,3,6,2016/12/04,7,5,11.0,15,11,6.3,3,0,5339,57,2,1800,4,111.6,38.8,544,9,0,0,0,0,1,0,0,0.0
8,2010106548,3,6,2016/11/03,45,6,11.0,14,7,2.1,1,0,1075,57,2,2100,2,136.0,39.3,535,-4,0,0,0,0,1,0,0,400.0
9,2010106548,3,6,2016/10/10,35,5,11.0,13,12,1.8,1.0,1,1075,57,2,1600,3,93.5,35.2,539,-8,0,0,0,0,1,0,0,4500.0
10,2010106548,3,6,2016/06/29,44,5,11.0,12,3,6.6,5,1,666,57,2,2000,1,123.5,36.1,547,15,1,0,0,0,1,0,0,6000.0
14,2012101974,3,4,2016/12/29,44,6,10.0,14,4,95.1,7.0,0,1075,57.0,2,2000,2,127.7,37.3,480,-8,1,0,0,0,1,0,0,0.0
15,2012101974,3,4,2016/12/15,48,6,11.0,12,8,7.0,3.0,0,5212,56.0,2,2500,2,164.0,39.4,488,2,0,0,0,0,0,1,1,186.0
16,2012101974,3,4,2016/11/20,3,6,11.0,15,9,3.6,1.0,0,1117,56.0,2,1700,3,104.9,37.9,486,6,0,0,0,0,0,0,0,555.0
17,2012101974,3,4,2016/11/06,5,6,10.0,15,5,1.7,1.0,1,5339,57.0,2,2100,4,130.9,37.0,480,2,0,0,0,0,0,0,0,1851.5
18,2012101974,3,4,2016/10/08,8,5,11.0,12,11,2.4,1.0,0,1038,57.0,2,1800,4,110.4,36.0,478,-6,0,0,0,0,0,0,0,738.0
16,2011102128,3,5,2016/12/29,44,6,10.0,14,9,94.3,6,0,1088,57,2,2000,2,127.9,37.8,459,1,1,0,0,0,1,0,0,0.0
17,2011102128,3,5,2016/11/06,8,5,11.0,16,4,12.3,6,0,1102,58,2,1800,4,111.2,36.4,458,0,0,0,0,0,0,0,0,0.0
18,2011102128,3,5,2016/10/01,9,6,11.0,11,7,20.2,6,0,1102,58.0,2,2000,3,122.6,36.2,458,2,0,0,0,0,0,0,0,360.0
19,2011102128,3,5,2016/01/27,45,6,11.0,13,4,12.7,4,0,1019,57,2,2100,4,135.9,38.3,456,-6,0,0,0,0,1,0,0,300.0
20,2011102128,3,4,2015/12/23,48,3,10.0,12,5,2.4,1,0,1019,58,2,2500,3,166.2,37.7,462,0,0,0,0,0,0,1,1,403.0
10,2011102947,3,5,2016/12/29,44,6,10.0,14,6,189.2,8,0,5299,57,2,2000,2,128.1,38.0,537,0,1,0,0,0,1,0,0,0.0
11,2011102947,3,5,2016/11/22,42,6,10.0,11,4,20.9,5,0,5299,57,2,2000,2,128.4,39.6,537,2,0,0,0,0,0,1,1,700.0
12,2011102947,3,5,2016/10/26,44,6,11.0,16,7,4.6,3,0,5488,59,2,1600,4,101.4,40.4,535,9,1,0,0,0,0,0,0,0.0
13,2011102947,3,5,2016/09/28,43,5,11.0,13,2,45.5,4,0,5089,57,2,1800,2,115.1,39.6,526,-3,0,0,0,0,0,1,1,0.0
14,2011102947,3,5,2016/05/05,43,6,11.0,12,2,128.3,7,0,5089,57,2,1600,3,101.2,39.0,529,-3,0,0,0,0,1,0,0,0.0
