,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
1,2017103843,3,6,2023/02/01,45,6,11.0,10,5,2.6,2.0,1,1140,57.0,2,2100,4,136.0,39.5,523,0,0,0,0,0,1,0,0,8000.0
2,2017103843,3,5,2022/12/29,44,6,9.0,14,6,4.3,2.0,1,1140,57.0,2,2000,4,125.0,37.2,523,-1,1,0,0,0,1,0,0,10000.0
3,2017103843,3,5,2022/11/27,9,6,11.0,16,3,3.0,1.0,1,1140,56.5,2,2000,3,123.7,37.3,524,6,0,0,0,0,0,0,0,2235.0
4,2017103843,3,5,2022/10/23,5,6,11.0,15,11,2.8,1.0,1,1162,55.0,2,2100,4,130.0,35.5,518,-2,0,0,0,0,0,0,0,2337.8
5,2017103843,3,5,2022/09/18,6,3,11.0,16,13,8.2,4.0,0,1162,56.0,2,1800,1,110.7,36.2,520,-2,0,0,0,0,0,0,0,554.8
1,2017101010,3,6,2023/02/01,45,6,11.0,10,3,2.0,1.0,0,1126,57.0,2,2100,4,136.1,39.9,493,-1,0,0,0,0,1,0,0,2800.0
2,2017101010,3,5,2022/12/04,7,6,11.0,16,12,1.5,1.0,0,1126,57.0,2,1800,4,112.2,36.8,494,-7,0,0,0,0,1,0,0,1800.0
3,2017101010,3,5,2022/11/03,35,4,12.0,15,13,1.8,1.0,1,1126,57.0,2,2000,4,122.1,36.1,501,6,0,0,0,0,1,0,0,10000.0
4,2017101010,3,5,2022/06/29,44,6,11.0,9,8,1.5,1.0,0,1126,57.0,2,2000,4,124.4,38.4,495,-5,1,0,0,0,1,0,0,800.0
5,2017101010,3,5,2022/05/21,7,5,11.0,16,4,1.8,1.0,1,1126,59.0,2,1900,4,117.0,35.9,500,0,0,0,0,0,0,0,0,3856.7
4,2016105885,3,7,2023/02/01,45,6,11.0,10,1,14.0,5.0,0,1152,57.0,2,2100,4,136.9,40.2,490,-2,0,0,0,0,1,0,0,1600.0
5,2016105885,3,7,2023/01/08,6,6,11.0,14,9,3.8,2.0,1,1152,58.0,2,1800,4,111.9,36.6,492,-4,0,0,0,0,0,0,0,2231.5
6,2016105885,3,6,2022/12/10,6,6,11.0,16,4,3.7,2.0,0,1152,56.0,2,1800,4,111.9,37.1,496,10,0,0,0,0,0,0,0,930.2
7,2016105885,3,6,2022/07/24,3,5,11.0,15,2,4.4,2.0,1,1152,56.0,2,1700,4,103.7,36.9,486,-4,0,0,0,0,0,0,0,2336.4
8,2016105885,3,6,2022/06/12,7,6,11.0,15,2,5.7,3.0,0,1152,55.0,2,1800,4,111.0,37.2,490,-2,0,0,0,0,0,0,0,890.2
6,2017103942,1,6,2023/02/01,45,6,11.0,10,7,50.2,7.0,0,689,55.0,2,2100,4,137.1,41.2,455,1,0,0,0,0,1,0,0,800.0
7,2017103942,1,6,2023/01/25,44,6,11.0,7,3,4.5,4.0,0,689,56.0,2,1800,4,115.0,38.5,454,3,1,0,0,0,0,0,0,220.0
8,2017103942,1,5,2022/11/30,43,5,11.0,14,14,5.1,3.0,1,689,55.0,2,1800,3,114.4,40.8,451,6,0,0,0,0,0,0,0,2500.0
9,2017103942,1,5,2022/11/03,35,5,10.0,11,4,13.7,5.0,0,689,55.0,2,1800,4,110.5,36.9,445,-2,0,0,0,0,1,0,0,0.0
10,2017103942,1,5,2022/10/06,44,5,11.0,12,5,9.1,4.0,0,689,55.0,2,1800,2,111.9,37.6,447,-5,1,0,0,0,0,1,1,1085.0
3,2017105395,3,6,2023/02/01,45,6,11.0,10,10,39.8,6.0,0,5380,57.0,2,2100,4,138.0,41.9,490,-1,0,0,0,0,1,0,0,400.0
4,2017105395,3,5,2022/12/29,44,6,9.0,14,3,17.4,6.0,0,5380,57.0,2,2000,4,126.1,38.3,491,1,1,0,0,0,1,0,0,500.0
5,2017105395,3,5,2022/12/08,44,6,11.0,16,16,14.0,8.0,1,5380,57.0,2,1800,1,111.6,38.0,490,-6,1,0,0,0,0,0,0,2200.0
6,2017105395,3,5,2022/10/19,42,6,11.0,12,3,31.6,6.0,1,5380,58.0,2,2000,2,128.9,40.4,496,-8,0,0,0,0,0,0,0,1200.0
7,2017105395,3,5,2022/08/25,45,5,11.0,14,5,15.5,4.0,0,5524,57.0,2,1600,4,103.7,41.3,504,0,0,0,0,0,0,0,0,0.0
5,2015104526,3,8,2023/02/01,45,6,11.0,10,2,170.4,9.0,0,5230,57.0,2,2100,4,138.9,42.1,503,4,0,0,0,0,1,0,0,0.0
6,2015104526,3,8,2023/01/03,45,6,11.0,9,3,4.1,2.0,0,5230,58.0,2,2100,4,139.0,40.5,499,-3,0,0,0,0,0,0,0,700.0
7,2015104526,3,7,2022/12/08,44,6,11.0,16,9,28.6,10.0,0,5420,59.0,2,1800,1,112.5,38.2,502,0,1,0,0,0,0,0,0,110.0
8,2015104526,3,7,2022/11/23,42,3,10.0,11,7,8.6,5.0,0,5420,57.0,2,2000,1,129.8,41.3,502,9,0,0,0,0,0,1,1,0.0
9,2015104526,3,7,2022/10/11,45,5,11.0,13,13,1.5,1.0,1,5420,57.0,2,2100,2,138.2,38.6,493,7,0,0,0,0,0,0,0,600.0
3,2019104245,3,4,2023/02/01,45,6,11.0,10,4,6.3,3.0,0,1179,56.0,2,2100,4,139.0,42.3,502,6,0,0,0,0,1,0,0,0.0
4,2019104245,3,3,2022/12/08,48,6,10.0,12,9,2.3,1.0,1,1179,55.0,2,2100,4,135.1,38.3,496,0,0,0,0,0,0,1,1,3500.0
5,2019104245,3,3,2022/11/03,35,4,12.0,15,8,12.8,4.0,0,1179,55.0,2,2000,4,122.7,36.9,496,5,0,0,0,0,1,0,0,2000.0
6,2019104245,3,3,2022/09/28,43,6,11.0,13,12,2.2,1.0,0,1179,53.0,2,1800,4,113.7,39.1,491,3,0,0,0,0,0,1,1,350.0
7,2019104245,3,3,2022/07/13,44,5,11.0,14,7,4.9,3.0,0,1179,56.0,2,2000,1,124.7,38.2,488,6,1,1,0,0,0,0,0,2100.0
3,2019101623,3,4,2023/02/01,45,6,11.0,10,6,11.7,4.0,0,666,56.0,2,2100,4,139.3,42.7,522,6,0,0,0,0,1,0,0,0.0
4,2019101623,3,3,2022/12/29,44,6,9.0,14,2,7.1,4.0,0,666,55.0,2,2000,4,125.3,37.7,516,0,1,0,0,0,1,0,0,3500.0
5,2019101623,3,3,2022/12/04,7,6,11.0,16,9,14.3,5.0,0,666,56.0,2,1800,4,112.6,37.1,516,-13,0,0,0,0,1,0,0,0.0
6,2019101623,3,3,2022/09/28,43,6,11.0,13,3,5.3,4.0,0,1126,55.0,2,1800,4,114.6,41.2,529,3,0,0,0,0,0,1,1,0.0
7,2019101623,3,3,2022/07/13,44,5,11.0,14,14,5.6,4.0,1,666,56.0,2,2000,1,124.6,38.3,526,9,1,1,0,0,0,0,0,6000.0
3,2014105850,2,9,2023/02/01,45,6,11.0,10,8,88.4,8.0,0,5443,57.0,2,2100,4,139.5,43.1,513,3,0,0,0,0,1,0,0,0.0
4,2014105850,2,9,2023/01/03,45,6,11.0,9,6,3.1,1.0,1,5380,58.0,2,2100,4,138.4,40.1,510,-2,0,0,0,0,0,0,0,2000.0
5,2014105850,2,8,2022/11/23,42,3,10.0,11,8,38.0,9.0,0,5443,56.0,2,2000,1,128.5,40.5,512,0,0,0,0,0,0,1,1,0.0
6,2014105850,2,8,2022/10/19,42,6,11.0,12,1,13.2,3.0,0,5443,58.0,2,2000,2,129.6,40.6,512,10,0,0,0,0,0,0,0,240.0
7,2014105850,2,8,2022/07/18,35,5,12.0,14,12,37.5,8.0,0,5443,54.0,2,2000,3,124.0,38.9,502,-1,0,0,0,0,0,0,0,0.0
12,2018103756,3,5,2023/02/01,45,6,11.0,10,9,374.1,10.0,0,5455,57.0,2,2100,4,140.5,42.7,546,7,0,0,0,0,1,0,0,0.0
13,2018103756,3,5,2023/01/03,45,6,11.0,9,8,80.8,8.0,0,5399,55.0,2,2100,4,139.7,40.9,539,-1,0,0,0,0,0,0,0,200.0
14,2018103756,3,4,2022/12/13,45,6,11.0,7,1,5.5,3.0,1,5230,55.0,2,2100,2,140.8,41.4,540,4,0,0,0,0,0,0,0,600.0
15,2018103756,3,4,2022/11/28,43,5,11.0,10,1,126.5,9.0,0,5272,57.0,2,1600,4,104.2,39.0,536,-9,0,0,0,0,0,0,0,30.0
16,2018103756,3,4,2022/11/10,45,6,11.0,14,9,47.8,9.0,0,5455,53.0,2,2000,4,133.6,40.1,545,5,0,0,0,0,0,0,0,0.0
