,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
2,2020100273,3,3,2023/05/03,50,6,11.0,12,6,1.4,1.0,1,666,57.0,2,1870,4,120.7,38.9,493,1,0,0,0,0,0,1,1,3500.0
3,2020100273,3,3,2023/03/25,6,5,10.0,14,7,2.5,1.0,1,1162,56.0,2,1800,1,111.9,38.8,492,-6,0,0,0,0,0,0,0,1830.1
4,2020100273,3,3,2023/01/07,6,6,9.0,16,12,3.6,1.0,1,1162,56.0,2,1800,4,113.3,39.5,498,2,0,0,0,0,0,0,0,1106.4
5,2020100273,3,2,2022/11/12,5,6,9.0,16,10,19.2,5.0,0,1162,55.0,2,1400,4,86.6,38.3,496,16,0,0,0,0,0,0,0,0.0
0,2020102891,3,3,2023/07/12,44,5,11.0,11,5,3.1,2.0,0,1088,57.0,2,2000,4,125.9,40.1,525,5,1,1,0,0,0,0,0,600.0
1,2020102891,3,3,2023/05/14,5,5,10.0,9,6,1.9,1.0,1,1088,56.0,2,1600,3,95.8,35.3,520,0,0,0,0,0,0,0,0,1823.1
2,2020102891,3,2,2022/12/28,9,6,6.0,11,7,1.5,1.0,1,1088,55.0,2,1800,4,113.9,37.4,520,-2,0,0,0,0,0,0,0,750.0
3,2020102891,3,2,2022/12/03,9,6,1.0,13,1,1.1,1.0,1,1088,55.0,2,1800,3,114.0,38.0,522,20,0,0,0,0,0,0,0,520.0
4,2020102891,3,2,2022/08/27,1,5,5.0,7,3,1.7,1.0,0,5339,54.0,2,1700,4,106.3,37.6,502,0,0,0,0,0,0,0,0,280.0
1,2020103308,3,3,2023/07/12,44,5,11.0,11,4,11.3,4.0,0,1180,57.0,2,2000,4,126.2,38.9,544,12,1,1,0,0,0,0,0,300.0
2,2020103308,3,3,2023/06/24,9,5,9.0,16,8,3.7,2.0,1,1180,55.0,2,2000,3,125.0,37.4,532,0,0,0,0,0,0,0,0,1585.7
3,2020103308,3,3,2023/05/21,8,6,10.0,11,3,13.0,6.0,0,1180,56.0,2,1800,4,114.3,37.1,532,-2,0,0,0,0,0,0,0,190.0
4,2020103308,3,3,2023/03/25,6,5,10.0,14,12,20.3,8.0,0,1077,56.0,2,1800,1,112.8,38.0,534,8,0,0,0,0,0,0,0,180.0
5,2020103308,3,3,2023/02/18,9,5,8.0,16,2,15.7,6.0,1,1157,56.0,2,1800,4,114.2,37.1,526,-6,0,0,0,0,0,0,0,780.0
2,2020104190,3,3,2023/07/12,44,5,11.0,11,8,81.3,8.0,0,732,57.0,2,2000,4,126.7,40.5,517,0,1,1,0,0,0,0,0,0.0
3,2020104190,3,3,2023/02/19,5,6,9.0,14,8,15.4,4.0,0,1088,57.0,2,1600,4,98.0,37.0,516,10,0,0,0,0,0,0,0,190.0
4,2020104190,3,2,2022/11/03,30,5,9.0,13,6,22.0,9.0,1,5534,55.0,2,1800,2,113.5,38.8,506,6,0,0,0,0,0,0,0,3500.0
5,2020104190,3,2,2022/09/17,7,5,2.0,8,3,3.7,2.0,1,732,54.0,2,1800,4,115.6,37.8,500,6,0,0,0,0,0,0,0,520.0
6,2020104190,3,2,2022/09/03,10,4,2.0,16,16,4.5,3.0,0,1193,50.0,2,1700,3,109.0,41.0,494,-6,0,0,0,0,0,0,0,0.0
2,2020100696,3,3,2023/07/12,44,5,11.0,11,10,307.0,9.0,0,5612,57.0,2,2000,4,127.0,40.4,474,3,1,1,0,0,0,0,0,0.0
3,2020100696,3,3,2023/06/08,44,3,11.0,14,5,2.4,2.0,1,5612,56.0,2,1800,3,115.0,37.2,471,4,1,0,0,0,0,0,0,340.0
4,2020100696,3,3,2023/05/10,44,6,11.0,16,4,112.2,12.0,0,5612,56.0,2,1800,3,112.9,37.5,467,-7,1,0,0,0,0,0,0,0.0
5,2020100696,3,3,2023/03/07,44,6,11.0,15,6,9.8,5.0,0,5612,55.0,2,1800,4,115.4,37.2,474,-1,1,0,0,0,0,0,0,136.0
6,2020100696,3,3,2023/02/24,44,5,10.0,11,2,6.8,3.0,1,5612,55.0,2,1600,4,102.8,38.8,475,0,1,0,0,0,0,0,0,270.0
0,2020105394,3,3,2023/07/12,44,5,11.0,11,1,518.0,10.0,0,5455,57.0,2,2000,4,127.5,40.6,477,0,1,1,0,0,0,0,0,0.0
1,2020105394,3,3,2023/06/07,44,6,11.0,15,16,191.8,11.0,0,5455,56.0,2,2000,2,126.7,37.5,477,-10,1,0,0,0,0,0,0,0.0
2,2020105394,3,3,2023/05/10,44,6,11.0,16,2,60.4,10.0,0,5455,56.0,2,1800,3,113.0,37.9,487,6,1,0,0,0,0,0,0,0.0
3,2020105394,3,3,2023/03/07,44,6,11.0,15,4,13.0,6.0,1,5455,55.0,2,1800,4,115.3,36.9,481,-11,1,0,0,0,0,0,0,340.0
4,2020105394,3,3,2023/02/24,44,5,10.0,11,6,7.6,4.0,0,5455,56.0,2,1600,4,103.1,38.8,492,20,1,0,0,0,0,0,0,40.5
2,2020104144,3,3,2023/07/12,44,5,11.0,11,9,29.6,5.0,0,1170,57.0,2,2000,4,127.6,41.7,482,4,1,1,0,0,0,0,0,0.0
3,2020104144,3,3,2023/06/18,5,6,11.0,15,1,15.2,4.0,0,5212,56.0,2,1600,4,95.7,36.0,478,-4,0,0,0,1,0,0,0,0.0
4,2020104144,3,3,2023/04/08,6,5,11.0,16,9,71.3,12.0,0,1188,56.0,1,1600,3,95.1,36.5,482,-2,0,0,0,0,0,1,1,0.0
5,2020104144,3,3,2023/02/19,5,6,9.0,14,7,4.4,3.0,0,1170,58.0,2,1600,4,100.1,39.1,484,0,0,0,0,0,0,0,0,0.0
6,2020104144,3,2,2022/12/14,45,6,11.0,14,12,3.4,2.0,0,1170,55.0,2,1600,3,103.3,40.7,484,-2,0,0,0,0,1,0,0,1470.0
3,2020100825,3,3,2023/07/12,44,5,11.0,11,2,533.2,11.0,0,5230,57.0,2,2000,4,127.9,41.3,449,0,1,1,0,0,0,0,0,0.0
4,2020100825,3,3,2023/06/07,44,6,11.0,15,10,121.2,9.0,0,5230,56.0,2,2000,2,128.0,37.9,449,6,1,0,0,0,0,0,0,0.0
5,2020100825,3,3,2023/05/03,43,6,11.0,14,14,27.1,9.0,1,5230,55.0,2,1700,4,110.3,40.9,443,-9,0,0,0,0,0,0,0,1800.0
6,2020100825,3,3,2023/04/05,45,5,11.0,13,6,75.8,10.0,0,5365,55.0,2,1600,4,105.0,41.2,452,2,0,0,0,0,0,0,0,150.0
7,2020100825,3,3,2023/02/28,45,6,11.0,13,7,46.7,9.0,0,5365,55.0,2,1600,4,107.3,41.9,450,3,0,0,0,0,0,0,0,75.0
1,2020106884,3,3,2023/07/12,44,5,11.0,11,3,50.4,7.0,0,1174,57.0,2,2000,4,129.4,43.8,486,8,1,1,0,0,0,0,0,0.0
2,2020106884,3,3,2023/06/18,9,5,12.0,16,9,9.6,5.0,1,1174,55.0,2,1800,4,112.3,37.4,478,-8,0,0,0,0,0,0,0,1140.0
3,2020106884,3,3,2023/05/14,8,4,5.0,14,14,7.0,3.0,1,1174,56.0,2,1800,2,113.7,38.7,486,8,0,0,0,0,0,0,0,780.0
4,2020106884,3,3,2023/03/18,9,5,6.0,15,6,4.3,3.0,0,1193,53.0,2,1800,1,116.8,40.1,478,0,0,0,0,0,0,0,0,0.0
5,2020106884,3,3,2023/02/18,9,5,8.0,16,14,12.4,5.0,0,1018,56.0,2,1800,4,114.4,38.9,478,-2,0,0,0,0,0,0,0,310.0
