,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
4,2016104458,3,3,2019/12/01,7038,7,6,11.0,16,5,4.4,2.0,1,1088,55.0,2,1800,4,108.5,35.4,550,11,0,0,0,0,1,0,0,10340.2
5,2016104458,3,3,2019/09/23,6967,43,6,11.0,8,11,1.1,1.0,1,1088,55.0,2,1800,3,112.1,36.9,539,1,0,0,0,0,0,1,1,3200.0
6,2016104458,3,3,2019/07/10,6892,44,5,11.0,14,12,1.2,1.0,1,1088,56.0,2,2000,3,126.1,37.4,538,-6,1,1,0,0,0,0,0,4500.0
7,2016104458,3,3,2019/05/02,6822,50,6,10.0,12,9,1.1,1.0,1,5339,56.0,2,1870,2,117.3,36.6,544,4,0,0,0,0,0,1,1,3000.0
8,2016104458,3,3,2019/03/02,6760,9,6,6.0,11,1,1.6,1.0,1,1088,56.0,2,1800,3,112.2,37.0,540,16,0,0,0,0,0,0,0,720.0
10,2015104273,3,5,2020/05/23,7215,8,6,11.0,14,5,5.3,3.0,1,1102,59.0,2,1900,4,116.0,35.5,460,9,0,0,0,0,0,0,0,3649.7
11,2015104273,3,4,2019/12/29,7066,44,6,10.0,13,9,2.8,2.0,1,5212,57.0,2,2000,3,124.9,38.1,451,-1,1,0,0,0,1,0,0,8000.0
12,2015104273,3,4,2019/12/01,7038,7,6,11.0,16,6,6.1,4.0,0,875,57.0,2,1800,4,109.2,35.9,452,-6,0,0,0,0,1,0,0,0.0
13,2015104273,3,4,2019/11/04,7010,42,6,10.0,11,3,3.0,2.0,0,5212,57.0,2,2000,2,126.1,36.7,458,10,0,0,0,0,1,0,0,2800.0
14,2015104273,3,4,2019/06/26,6877,44,6,11.0,14,5,3.4,3.0,1,5585,57.0,2,2000,2,124.4,36.7,448,-14,1,0,0,0,1,0,0,6000.0
8,2015104879,3,5,2020/01/29,7097,45,6,11.0,12,12,1.6,1.0,1,1088,57.0,2,2100,1,134.1,39.0,478,-4,0,0,0,0,1,0,0,6000.0
9,2015104879,3,4,2019/12/01,7038,7,6,11.0,16,3,6.7,5.0,0,1014,57.0,2,1800,4,108.8,35.5,482,1,0,0,0,0,1,0,0,1500.0
10,2015104879,3,4,2019/11/04,7010,42,6,10.0,11,8,1.6,1.0,1,1088,57.0,2,2000,2,126.1,37.0,481,11,0,0,0,0,1,0,0,8000.0
11,2015104879,3,4,2019/06/26,6877,44,6,11.0,14,1,3.1,2.0,0,1088,57.0,2,2000,2,124.6,37.7,470,-12,1,0,0,0,1,0,0,2100.0
12,2015104879,3,4,2019/05/18,6838,8,5,11.0,16,7,2.5,1.0,1,1088,58.0,2,1900,4,118.1,36.5,482,7,0,0,0,0,0,0,0,3657.4
16,2016106260,3,4,2020/05/05,7197,43,5,11.0,7,1,26.9,6.0,1,1014,57.0,2,1600,4,98.6,36.3,506,6,0,0,0,0,1,0,0,6000.0
17,2016106260,3,4,2020/02/23,7122,5,6,11.0,16,3,24.1,6.0,0,1014,57.0,2,1600,4,97.3,38.5,500,-8,0,0,0,0,1,0,0,0.0
18,2016106260,3,4,2020/02/02,7101,5,6,11.0,16,6,10.1,4.0,0,1014,58.0,2,1400,4,83.2,35.5,508,6,0,0,0,0,0,0,0,380.0
19,2016106260,3,3,2019/12/01,7038,7,6,11.0,16,13,45.9,9.0,0,5212,55.0,2,1800,4,110.3,37.2,502,-2,0,0,0,0,1,0,0,0.0
20,2016106260,3,3,2019/11/03,7009,8,5,11.0,16,8,8.6,3.0,0,5212,56.0,2,1800,4,110.3,38.5,504,5,0,0,0,0,0,0,0,380.0
11,2012104314,2,8,2020/04/07,7168,44,6,11.0,15,14,2.5,1.0,0,5420,58.0,2,1800,4,114.1,36.6,452,6,1,0,0,0,0,0,0,455.0
12,2012104314,2,8,2020/02/23,7122,5,6,11.0,16,10,29.1,9.0,0,5420,57.0,2,1600,4,96.6,36.3,446,3,0,0,0,0,1,0,0,0.0
13,2012104314,2,7,2019/12/29,7066,44,6,10.0,13,10,29.8,5.0,0,5420,57.0,2,2000,3,125.1,38.1,443,-2,1,0,0,0,1,0,0,2800.0
14,2012104314,2,7,2019/12/04,7041,44,6,11.0,16,13,2.5,2.0,0,5420,57.0,2,1800,2,113.9,37.6,445,3,1,0,0,0,0,0,0,770.0
15,2012104314,2,7,2019/10/16,6991,44,5,11.0,16,5,1.6,1.0,0,5404,57.0,2,1600,2,100.0,37.3,442,-4,1,0,0,0,0,0,0,500.0
7,2013104055,3,7,2020/05/05,7197,43,5,11.0,7,4,12.1,5.0,0,1142,57.0,2,1600,4,99.0,36.0,521,-3,0,0,0,0,1,0,0,2100.0
8,2013104055,3,7,2020/02/23,7122,5,6,11.0,16,15,142.6,16.0,0,1142,57.0,2,1600,4,95.6,35.6,524,4,0,0,0,0,1,0,0,4097.2
9,2013104055,3,7,2020/01/29,7097,45,6,11.0,12,1,3.2,2.0,0,5342,57.0,2,2100,1,135.9,40.8,520,0,0,0,0,0,1,0,0,0.0
10,2013104055,3,6,2019/12/29,7066,44,6,10.0,13,2,3.4,3.0,0,5404,57.0,2,2000,3,128.1,41.9,520,3,1,0,0,0,1,0,0,0.0
11,2013104055,3,6,2019/11/28,7034,42,5,10.0,12,1,4.6,2.0,1,5404,58.0,2,2000,2,125.4,37.6,517,4,0,0,0,0,0,1,1,3500.0
3,2012101502,3,8,2020/05/23,7215,8,6,11.0,14,9,176.4,13.0,0,1154,58.0,2,1900,4,117.7,36.6,484,10,0,0,0,0,0,0,0,0.0
4,2012101502,3,8,2020/01/29,7097,45,6,11.0,12,2,23.3,5.0,0,1018,57.0,2,2100,1,137.4,41.8,474,-6,0,0,0,0,1,0,0,0.0
5,2012101502,3,7,2019/12/01,7038,7,6,11.0,16,10,332.9,15.0,0,1018,57.0,2,1800,4,110.3,36.4,480,9,0,0,0,0,1,0,0,0.0
6,2012101502,3,7,2019/10/14,6989,35,5,11.0,16,1,28.6,5.0,0,1018,57.0,2,1600,4,95.7,36.4,471,-7,0,0,0,0,1,0,0,0.0
7,2012101502,3,7,2019/06/26,6877,44,6,11.0,14,10,30.7,5.0,0,1018,57.0,2,2000,2,125.2,38.2,478,2,1,0,0,0,1,0,0,600.0
13,2013109025,3,7,2020/05/20,7212,44,5,11.0,13,12,2.7,1.0,1,5404,57.0,2,2000,1,127.4,38.9,513,0,1,0,0,0,0,0,0,3200.0
14,2013109025,3,7,2020/04/07,7168,44,6,11.0,15,15,32.4,8.0,1,5404,58.0,2,1800,4,114.0,36.6,513,-7,1,0,0,0,0,0,0,1300.0
