,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
14,2016104163,3,4,2020/12/29,7438,44,6,10.0,16,14,38.3,9.0,0,5549,57.0,2,2000,4,126.9,36.5,541,-3,1,0,0,0,1,0,0,2800.0
15,2016104163,3,4,2020/12/09,7418,44,5,11.0,16,7,9.9,4.0,1,5549,57.0,2,1800,4,112.1,37.7,544,10,1,0,0,0,0,0,0,2200.0
16,2016104163,3,4,2020/11/12,7390,45,5,11.0,14,5,2.9,1.0,1,5549,57.0,2,2000,4,129.1,38.7,534,-3,0,0,0,0,0,0,0,500.0
17,2016104163,3,4,2020/07/29,7283,44,5,11.0,13,3,5.0,3.0,0,5549,57.0,2,1600,3,100.5,39.6,537,-12,1,0,0,0,0,0,0,0.0
18,2016104163,3,4,2020/06/17,7240,43,6,11.0,12,4,3.4,1.0,1,5549,54.0,2,1600,4,99.2,38.1,549,5,0,0,0,0,0,0,0,1200.0
7,2015104273,3,5,2020/12/29,7438,44,6,10.0,16,7,1.3,1.0,1,5212,57.0,2,2000,4,126.9,36.2,457,4,1,0,0,0,1,0,0,8000.0
8,2015104273,3,5,2020/11/03,7381,44,5,10.0,15,1,4.9,2.0,0,5212,57.0,2,2000,3,123.0,37.1,453,1,1,0,0,0,1,0,0,2800.0
9,2015104273,3,5,2020/06/24,7247,44,5,11.0,14,11,2.0,1.0,0,5212,57.0,2,2000,2,125.7,36.5,452,-8,1,0,0,0,1,0,0,2100.0
10,2015104273,3,5,2020/05/23,7215,8,6,11.0,14,5,5.3,3.0,1,1102,59.0,2,1900,4,116.0,35.5,460,9,0,0,0,0,0,0,0,3649.7
11,2015104273,3,4,2019/12/29,7066,44,6,10.0,13,9,2.8,2.0,1,5212,57.0,2,2000,3,124.9,38.1,451,-1,1,0,0,0,1,0,0,8000.0
16,2017105292,3,3,2020/12/29,7438,44,6,10.0,16,5,7.0,2.0,0,1088,55.0,2,2000,4,128.4,37.9,530,1,1,0,0,0,1,0,0,0.0
17,2017105292,3,3,2020/11/25,7403,42,5,10.0,11,6,4.4,3.0,1,1088,56.0,2,2000,3,126.0,36.8,529,2,0,0,0,0,0,1,1,3500.0
18,2017105292,3,3,2020/11/03,7381,44,5,10.0,15,6,26.4,5.0,0,1163,55.0,2,2000,3,124.0,38.8,527,-4,1,0,0,0,1,0,0,400.0
19,2017105292,3,3,2020/09/30,7346,43,5,11.0,14,10,4.2,2.0,0,1163,55.0,2,1800,3,114.5,43.3,531,13,0,0,0,0,0,1,1,0.0
20,2017105292,3,3,2020/07/08,7262,44,5,11.0,13,9,40.6,6.0,1,1163,56.0,2,2000,2,125.9,39.7,518,-2,1,1,0,0,0,0,0,4500.0
9,2013105053,3,8,2021/01/03,7443,45,6,10.0,13,10,2.3,1.0,1,5524,58.0,2,2100,4,136.6,38.5,539,1,0,0,0,0,0,0,0,2000.0
10,2013105053,3,7,2020/11/25,7403,42,5,10.0,11,7,39.0,8.0,0,5524,56.0,2,2000,3,126.1,36.4,538,-2,0,0,0,0,0,1,1,350.0
11,2013105053,3,7,2020/10/21,7368,42,6,11.0,10,5,3.8,1.0,1,5524,58.0,2,1900,3,119.8,38.5,540,4,0,0,0,0,0,0,0,1200.0
12,2013105053,3,7,2020/05/20,7212,44,5,11.0,13,11,4.8,3.0,0,5365,57.0,2,2000,1,127.5,39.2,536,4,1,0,0,0,0,0,0,1120.0
13,2013105053,3,7,2020/04/07,7168,44,6,11.0,15,5,8.4,4.0,0,5000,57.0,2,1800,4,114.6,36.9,532,-2,1,0,0,0,0,0,0,130.0
12,2016100981,3,4,2020/12/29,7438,44,6,10.0,16,16,32.7,7.0,0,5404,57.0,2,2000,4,127.1,36.0,468,0,1,0,0,0,1,0,0,400.0
13,2016100981,3,4,2020/11/03,7381,44,5,10.0,15,11,109.1,9.0,0,5404,57.0,2,2000,3,124.0,37.4,468,-7,1,0,0,0,1,0,0,800.0
14,2016100981,3,4,2020/09/30,7346,43,5,11.0,14,6,7.0,4.0,0,5404,56.0,2,1800,3,111.7,39.4,475,2,0,0,0,0,0,1,1,320.0
15,2016100981,3,4,2020/07/29,7283,44,5,11.0,13,9,4.7,2.0,1,5404,57.0,2,1600,3,99.9,38.6,473,9,1,0,0,0,0,0,0,2500.0
16,2016100981,3,4,2020/02/23,7122,5,6,11.0,16,14,112.9,15.0,0,5404,57.0,2,1600,4,97.1,36.4,464,-1,0,0,0,0,1,0,0,0.0
10,2016102276,3,4,2020/11/25,7403,42,5,10.0,11,5,2.6,1.0,0,1122,57.0,2,2000,3,126.0,36.6,500,-7,0,0,0,0,0,1,1,1225.0
11,2016102276,3,4,2020/09/30,7346,43,5,11.0,14,5,9.3,5.0,1,1122,56.0,2,1800,3,110.5,38.5,507,1,0,0,0,0,0,1,1,3200.0
12,2016102276,3,4,2020/08/29,7314,4,6,11.0,10,4,4.2,2.0,1,1122,55.0,2,1800,4,110.5,36.1,506,2,0,0,0,0,0,0,0,2321.7
13,2016102276,3,4,2020/06/06,7229,5,5,11.0,10,2,8.5,4.0,0,1122,56.0,2,2100,4,130.3,35.7,504,-6,0,0,0,0,0,0,0,330.0
14,2016102276,3,4,2020/04/26,7187,8,5,10.0,16,4,5.7,3.0,1,1128,57.0,2,1900,4,117.8,37.4,510,0,0,0,0,0,0,0,0,1298.0
18,2016103957,3,4,2020/12/29,7438,44,6,10.0,16,2,68.9,10.0,0,5386,57.0,2,2000,4,127.3,35.9,503,1,1,0,0,0,1,0,0,0.0
19,2016103957,3,4,2020/11/25,7403,42,5,10.0,11,9,4.5,4.0,0,5386,57.0,2,2000,3,126.6,37.2,502,5,0,0,0,0,0,1,1,0.0
20,2016103957,3,4,2020/11/03,7381,44,5,10.0,15,13,35.1,6.0,0,5386,57.0,2,2000,3,124.2,38.1,497,-3,1,0,0,0,1,0,0,0.0
21,2016103957,3,4,2020/09/30,7346,43,5,11.0,14,12,4.3,3.0,0,5386,57.0,2,1800,3,110.9,38.3,500,1,0,0,0,0,0,1,1,1120.0
22,2016103957,3,4,2020/07/21,7275,35,6,10.0,14,9,4.2,3.0,0,5171,57.0,2,2000,4,123.2,37.5,499,5,0,0,0,0,0,0,0,644.0
6,2013103324,3,7,2020/12/29,7438,44,6,10.0,16,10,30.9,6.0,0,1163,57.0,2,2000,4,127.2,35.7,461,-3,1,0,0,0,1,0,0,0.0
7,2013103324,3,7,2020/11/29,7407,9,6,11.0,15,14,32.2,7.0,1,1163,54.0,2,2000,4,124.9,37.0,464,0,0,0,0,0,0,0,0,2234.3
8,2013103324,3,7,2020/09/19,7335,7,6,11.0,16,10,39.6,10.0,0,1093,54.0,1,2000,4,120.0,35.2,464,6,0,0,0,0,0,0,0,0.0
9,2013103324,3,7,2020/09/06,7322,1,6,11.0,14,2,8.1,4.0,0,1093,54.0,1,2600,4,159.6,36.2,458,0,0,0,0,0,0,0,0,0.0
10,2013103324,3,7,2020/08/01,7286,1,6,11.0,14,7,9.3,4.0,1,1093,56.0,1,1800,4,107.8,34.2,458,4,0,0,0,0,0,0,0,1850.8
23,2010106550,2,11,2021/01/14,7454,48,6,10.0,8,1,49.7,6.0,0,5582,56.0,2,1400,4,91.9,39.3,474,-4,0,0,0,0,0,0,0,0.0
24,2010106550,2,11,2021/01/03,7443,48,6,12.0,9,9,34.8,6.0,0,5582,56.0,2,1600,4,106.4,40.1,478,4,0,0,0,0,0,0,0,5.6
25,2010106550,2,10,2020/12/23,7432,50,6,6.0,12,2,904.6,12.0,0,5628,51.0,2,1400,4,90.7,40.2,474,-1,0,0,0,0,0,0,0,0.0
26,2010106550,2,10,2020/12/10,7419,48,6,11.0,12,2,915.1,11.0,0,5632,56.0,2,2500,4,172.3,42.7,475,-4,0,0,0,0,0,1,1,0.0
27,2010106550,2,10,2020/11/27,7405,48,6,11.0,7,1,48.7,7.0,0,5582,55.0,2,1400,4,91.3,39.4,479,3,0,0,0,0,0,0,0,14.4
