,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
10,1998101683,3,7,2005/10/10,1777,35,5,10,14,8,---,2.0,0,1,666,57.0,2,1600,4,97.7,,458,-2,0,0,0,0,1,0,0,1020.0
11,1998101683,3,7,2005/08/17,1722,34,6,11,14,13,---,1.0,0,1,660,58.0,2,2300,4,152.3,39.7,460,-2,0,0,0,0,0,1,1,1200.0
12,1998101683,3,7,2005/06/29,1672,44,5,9,13,10,---,2.0,1,1,666,57.0,2,2000,2,123.5,37.8,462,-4,1,0,0,0,1,0,0,7000.0
13,1998101683,3,7,2005/05/22,1634,7,4,11,16,7,3.8,1.0,0,1,0,59.0,2,2300,3,144.0,37.0,466,6,0,0,0,0,0,1,1,1417.0
14,1998101683,3,7,2005/05/05,1617,43,6,10,10,5,---,4.0,0,1,666,57.0,2,1600,4,98.1,37.3,460,-5,0,0,0,0,1,0,0,2100.0
4,2000101615,3,5,2005/10/10,1777,35,5,10,14,12,---,3.0,1,1,945,57.0,2,1600,4,96.7,,475,0,0,0,0,0,1,0,0,6000.0
5,2000101615,3,5,2005/06/29,1672,44,5,9,13,2,---,4.0,0,0,945,57.0,2,2000,2,124.5,38.9,475,-3,1,0,0,0,1,0,0,700.0
6,2000101615,3,5,2005/06/05,1648,5,6,11,18,14,54.4,14.0,0,0,945,58.0,1,1600,4,93.0,35.3,478,-2,0,0,0,0,1,0,0,0.0
7,2000101615,3,5,2005/05/03,1615,48,6,10,12,11,---,1.0,0,0,945,59.0,2,1400,4,87.6,38.4,480,10,0,0,0,0,0,0,0,240.0
8,2000101615,3,5,2005/03/27,1577,6,6,11,16,3,7.2,3.0,0,1,945,59.0,2,1800,4,112.2,38.1,470,0,0,0,0,0,0,0,0,989.0
22,2000103611,1,5,2005/10/07,1774,48,3,10,12,6,---,1.0,0,1,418,55.0,2,1900,3,122.9,38.3,524,-6,0,0,0,0,0,0,0,69.0
23,2000103611,1,5,2005/09/09,1745,48,6,11,10,3,---,1.0,1,1,418,55.0,2,1600,4,100.4,36.7,530,8,0,0,0,0,0,0,0,150.0
24,2000103611,1,5,2005/08/26,1731,48,6,11,8,2,---,1.0,1,1,418,55.0,2,1600,4,101.8,36.8,522,13,0,0,0,0,0,0,0,150.0
25,2000103611,1,5,2005/08/09,1714,46,6,10,10,2,---,1.0,0,1,418,55.0,2,1500,4,96.1,,509,7,0,0,0,0,0,0,0,50.6
26,2000103611,1,5,2005/07/06,1680,45,5,10,14,2,---,8.0,0,0,418,55.0,2,1600,1,102.2,41.2,502,-7,0,0,0,0,0,0,0,0.0
28,2000101588,3,5,2005/09/23,1759,43,5,10,12,4,---,1.0,1,1,1019,57.0,2,1800,4,111.8,38.5,464,-16,0,0,0,0,0,1,1,4000.0
29,2000101588,3,5,2005/08/17,1722,34,6,11,14,3,---,2.0,1,1,1019,57.0,2,2300,4,152.2,39.4,480,10,0,0,0,0,0,1,1,4000.0
30,2000101588,3,5,2005/05/22,1634,7,4,11,16,10,13.8,6.0,1,1,1019,57.0,2,2300,3,142.6,36.8,470,2,0,0,0,0,0,1,1,5619.0
31,2000101588,3,5,2005/04/24,1605,8,6,11,16,3,10.0,6.0,0,0,732,56.0,2,1800,4,110.4,35.9,468,0,0,0,0,0,0,0,0,0.0
32,2000101588,3,5,2005/03/27,1577,6,6,11,16,16,6.4,2.0,0,0,635,56.0,2,1800,4,112.6,38.4,468,-6,0,0,0,0,0,0,0,590.0
11,2001110155,3,4,2005/10/10,1777,35,5,10,14,14,---,1.0,0,0,705,57.0,2,1600,4,98.6,,487,-1,0,0,0,0,1,0,0,600.0
12,2001110155,3,4,2005/09/03,1739,1,6,9,13,7,4.8,2.0,1,1,705,59.0,2,1700,4,104.9,37.3,488,1,0,0,0,0,0,0,0,3946.2
13,2001110155,3,4,2005/03/16,1566,43,6,10,11,10,---,3.0,1,1,945,55.0,2,2400,4,156.4,36.6,487,-3,0,0,0,0,0,1,1,4500.0
14,2001110155,3,4,2005/02/20,1539,5,4,11,15,5,18.8,7.0,0,0,705,57.0,2,1600,1,96.6,36.9,490,9,0,0,0,0,1,0,0,0.0
15,2001110155,3,3,2004/12/29,1486,44,1,9,14,9,---,2.0,0,0,945,55.0,2,2000,2,124.9,37.6,481,0,1,0,0,0,1,0,0,0.0
42,2002102476,1,3,2005/10/07,1774,48,3,10,12,3,---,3.0,1,1,405,53.0,2,1900,3,122.8,38.0,400,3,0,0,0,0,0,0,0,300.0
