,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
10,2014104052,3,6,2020/01/26,8,6,11.0,16,13,2.3,1.0,0,666,58.0,2,1800,2,110.4,36.1,518,2,0,0,0,0,0,1,1,1416.4
11,2014104052,3,5,2019/12/01,7,6,11.0,16,4,4.7,3.0,0,666,57.0,2,1800,4,108.7,35.9,516,-4,0,0,0,0,1,0,0,2548.6
1,2016104458,3,4,2020/12/06,7,6,11.0,16,15,1.4,1.0,0,1088,57.0,2,1800,4,109.9,37.3,554,12,0,0,0,0,1,0,0,1500.0
2,2016104458,3,4,2020/11/03,44,5,10.0,15,5,1.3,1.0,1,1088,57.0,2,2000,3,122.5,36.8,542,2,1,0,0,0,1,0,0,8000.0
3,2016104458,3,4,2020/06/24,44,5,11.0,14,8,3.1,2.0,1,1088,57.0,2,2000,2,125.3,36.2,540,0,1,0,0,0,1,0,0,6000.0
4,2016104458,3,3,2019/12/01,7,6,11.0,16,5,4.4,2.0,1,1088,55.0,2,1800,4,108.5,35.4,550,11,0,0,0,0,1,0,0,10340.2
5,2016104458,3,3,2019/09/23,43,6,11.0,8,11,1.1,1.0,1,1088,55.0,2,1800,3,112.1,36.9,539,1,0,0,0,0,0,1,1,3200.0
0,2014110031,3,6,2020/12/06,7,6,11.0,16,12,67.9,11.0,0,1170,57.0,2,1800,4,110.0,36.4,492,2,0,0,0,0,1,0,0,1000.0
1,2014110031,3,6,2020/11/14,5,6,11.0,16,2,4.8,2.0,0,1170,59.0,2,1600,4,95.9,36.3,490,-1,0,0,0,0,0,0,0,0.0
2,2014110031,3,6,2020/10/12,35,3,11.0,16,5,4.7,2.0,0,1170,57.0,2,1600,3,92.8,35.5,491,3,0,0,0,0,1,0,0,1400.0
3,2014110031,3,6,2020/05/05,43,5,11.0,7,5,2.2,1.0,0,5339,57.0,2,1600,4,100.5,37.5,488,-6,0,0,0,0,1,0,0,0.0
4,2014110031,3,6,2020/03/29,7,6,11.0,18,14,9.8,5.0,0,5212,57.0,1,1200,2,69.9,33.7,494,0,0,0,0,0,1,0,0,0.0
9,2017110151,3,3,2020/12/06,7,6,11.0,16,7,6.0,2.0,0,5339,56.0,2,1800,4,110.2,37.1,504,-6,0,0,0,0,1,0,0,0.0
10,2017110151,3,3,2020/10/03,7,5,11.0,16,15,1.7,1.0,1,5339,54.0,2,1900,4,117.8,36.9,510,2,0,0,0,0,0,0,0,3657.4
11,2017110151,3,3,2020/07/08,44,5,11.0,13,2,1.1,1.0,0,5585,56.0,2,2000,2,128.4,41.8,508,-4,1,1,0,0,0,0,0,0.0
12,2017110151,3,3,2020/06/21,5,5,11.0,16,16,2.0,1.0,1,5585,56.0,2,1600,3,94.9,36.4,512,8,0,0,0,1,0,0,0,3556.7
13,2017110151,3,3,2020/02/23,5,6,9.0,14,3,2.1,1.0,1,5212,56.0,2,1600,4,97.7,35.2,504,-2,0,0,0,0,0,0,0,1930.8
11,2013105399,3,7,2020/12/06,7,6,11.0,16,6,91.0,12.0,0,1014,57.0,2,1800,4,110.2,36.6,492,-2,0,0,0,0,1,0,0,0.0
12,2013105399,3,7,2020/11/14,5,6,11.0,16,7,18.0,8.0,0,1122,56.0,2,1600,4,95.3,36.1,494,6,0,0,0,0,0,0,0,958.3
13,2013105399,3,7,2020/08/09,1,5,11.0,14,2,6.3,3.0,0,666,56.0,2,1700,4,104.1,36.5,488,0,0,0,0,0,0,0,0,0.0
14,2013105399,3,7,2020/07/12,9,5,11.0,16,11,21.7,8.0,0,1157,56.0,2,1400,3,82.1,35.3,488,2,0,0,0,0,0,0,0,1416.0
15,2013105399,3,6,2019/07/14,2,5,11.0,16,16,7.0,4.0,0,1014,58.0,1,2000,4,121.1,36.2,486,10,0,0,0,0,0,0,0,0.0
17,2015104107,3,5,2020/12/06,7,6,11.0,16,1,36.6,7.0,0,1093,57.0,2,1800,4,110.3,37.1,482,6,0,0,0,0,1,0,0,0.0
18,2015104107,3,5,2020/11/14,5,6,11.0,16,11,2.8,1.0,0,5339,57.0,2,1600,4,95.4,36.1,476,-14,0,0,0,0,0,0,0,380.0
19,2015104107,3,5,2020/08/09,1,5,11.0,14,13,3.0,1.0,1,5339,56.0,2,1700,4,103.4,35.7,490,6,0,0,0,0,0,0,0,3651.1
20,2015104107,3,5,2020/07/12,2,5,11.0,14,8,3.8,2.0,1,5339,57.0,2,1700,4,103.6,37.3,484,4,0,0,0,0,0,0,0,2232.2
21,2015104107,3,5,2020/03/31,6,5,11.0,16,5,6.9,3.0,0,5517,57.0,2,1800,3,112.7,38.3,480,8,0,0,0,0,0,0,0,0.0
6,2015100318,3,5,2020/12/06,7,6,11.0,16,9,51.5,9.0,0,1075,57.0,2,1800,4,110.3,37.4,544,2,0,0,0,0,1,0,0,0.0
7,2015100318,3,5,2020/10/12,35,3,11.0,16,14,6.9,6.0,1,1075,57.0,2,1600,3,92.7,35.2,542,-4,0,0,0,0,1,0,0,5000.0
8,2015100318,3,5,2020/08/09,1,5,11.0,14,11,12.5,6.0,0,1075,56.0,2,1700,4,104.1,36.3,546,-12,0,0,0,0,0,0,0,0.0
9,2015100318,3,5,2020/05/05,43,5,11.0,7,3,10.2,4.0,0,1075,57.0,2,1600,4,99.4,36.7,558,10,0,0,0,0,1,0,0,600.0
10,2015100318,3,5,2020/02/23,5,6,11.0,16,2,9.0,4.0,0,1075,57.0,2,1600,4,97.0,38.3,548,8,0,0,0,0,1,0,0,0.0
13,2015110086,3,5,2020/12/06,7,6,11.0,16,4,38.9,8.0,0,1126,57.0,2,1800,4,110.4,38.1,494,-4,0,0,0,0,1,0,0,0.0
14,2015110086,3,5,2020/11/08,9,6,11.0,10,10,3.9,3.0,0,1126,58.0,2,1800,4,111.2,38.7,498,14,0,0,0,0,0,0,0,570.0
15,2015110086,3,5,2020/01/26,8,6,11.0,16,7,3.8,2.0,1,1126,56.0,2,1800,2,110.2,36.0,484,4,0,0,0,0,0,1,1,5614.8
16,2015110086,3,4,2019/11/09,5,6,11.0,16,5,2.0,1.0,0,1088,56.0,2,1600,4,96.2,36.4,480,-4,0,0,0,0,0,0,0,0.0
17,2015110086,3,4,2019/10/12,8,3,11.0,16,12,3.1,1.0,1,1088,57.0,2,1800,1,109.1,37.7,484,-2,0,0,0,0,0,0,0,2234.3
10,2014100656,3,6,2020/12/06,7,6,11.0,16,5,19.9,5.0,0,1122,57.0,2,1800,4,110.5,37.2,494,4,0,0,0,0,1,0,0,0.0
11,2014100656,3,6,2020/11/08,9,6,11.0,10,6,3.4,1.0,1,1088,57.0,2,1800,4,109.9,37.3,490,-2,0,0,0,0,0,0,0,3835.7
12,2014100656,3,6,2020/10/17,8,3,11.0,13,4,2.2,1.0,0,1014,58.0,2,1800,1,108.5,35.6,492,6,0,0,0,0,0,0,0,330.0
13,2014100656,3,6,2020/07/18,9,6,11.0,12,12,1.8,1.0,0,5525,58.0,2,1800,4,110.7,36.2,486,-2,0,0,0,0,0,0,0,927.4
14,2014100656,3,6,2020/06/20,9,6,11.0,16,14,4.4,2.0,0,1077,57.5,2,1800,3,109.7,36.3,488,-2,0,0,0,0,0,0,0,890.2
12,2014106474,3,6,2020/12/06,7,6,11.0,16,8,22.9,6.0,0,1154,57.0,2,1800,4,110.9,37.0,534,4,0,0,0,0,1,0,0,0.0
13,2014106474,3,6,2020/11/14,5,6,11.0,16,6,5.1,3.0,1,1154,58.0,2,1600,4,95.0,35.4,530,1,0,0,0,0,0,0,0,3858.1
14,2014106474,3,6,2020/10/12,35,3,11.0,16,11,3.5,1.0,0,1154,57.0,2,1600,3,93.1,35.0,529,-1,0,0,0,0,1,0,0,500.0
15,2014106474,3,6,2020/07/12,9,5,11.0,16,6,11.0,5.0,1,1154,59.0,2,1400,3,81.8,34.4,530,1,0,0,0,0,0,0,0,3656.0
16,2014106474,3,6,2020/05/05,43,5,11.0,7,6,5.0,3.0,0,666,57.0,2,1600,4,99.3,36.2,529,-5,0,0,0,0,1,0,0,1200.0
18,2014104259,2,6,2020/12/06,7,6,11.0,16,10,91.1,13.0,0,5212,57.0,2,1800,4,111.1,38.4,486,-7,0,0,0,0,1,0,0,0.0
19,2014104259,2,6,2020/09/30,43,5,11.0,14,14,2.3,1.0,0,5339,57.0,2,1800,3,111.9,40.9,493,9,0,0,0,0,0,1,1,160.0
20,2014104259,2,6,2020/08/09,1,5,11.0,14,10,11.1,5.0,0,1096,58.0,2,1700,4,103.8,36.5,484,0,0,0,0,0,0,0,0,907.3
21,2014104259,2,6,2020/04/19,9,5,11.0,16,11,15.8,7.0,0,1096,58.0,2,1800,3,110.1,36.6,484,1,0,0,0,0,0,0,0,1416.2
22,2014104259,2,6,2020/03/11,43,6,11.0,14,14,2.4,1.0,1,5339,56.0,2,2400,2,156.6,37.6,483,-1,0,0,0,0,0,1,1,3200.0
1,2013106094,3,7,2020/12/06,7,6,11.0,16,16,546.9,16.0,0,1116,57.0,2,1800,4,111.6,37.8,592,8,0,0,0,0,1,0,0,0.0
2,2013106094,3,7,2020/08/09,1,5,11.0,14,3,19.0,8.0,0,1116,56.0,2,1700,4,105.9,37.7,584,2,0,0,0,0,0,0,0,0.0
3,2013106094,3,7,2020/06/06,5,5,11.0,10,10,4.0,2.0,0,5585,59.0,2,2100,4,130.3,35.5,582,-4,0,0,0,0,0,0,0,553.0
4,2013106094,3,7,2020/05/10,5,6,10.0,16,10,3.1,1.0,0,5585,58.0,2,2100,4,130.2,36.0,586,-2,0,0,0,0,0,0,0,584.9
5,2013106094,3,7,2020/02/22,5,5,11.0,16,10,68.1,11.0,0,1077,57.0,1,3400,4,213.5,39.4,588,8,0,0,0,0,0,0,0,0.0
28,2015103248,3,5,2020/12/06,7,6,11.0,16,3,371.5,15.0,0,1130,57.0,2,1800,4,112.8,39.6,542,6,0,0,0,0,1,0,0,0.0
29,2015103248,3,5,2020/11/14,5,6,11.0,16,9,38.6,9.0,0,1115,56.0,2,1600,4,95.9,37.3,536,2,0,0,0,0,0,0,0,0.0
30,2015103248,3,5,2020/10/03,7,5,11.0,16,6,15.1,6.0,0,1115,56.0,2,1900,4,118.4,37.7,534,-2,0,0,0,0,0,0,0,360.0
31,2015103248,3,5,2020/08/15,10,6,11.0,15,2,4.7,2.0,0,666,57.0,2,1700,4,103.8,37.7,536,-6,0,0,0,0,0,0,0,889.4
32,2015103248,3,5,2020/07/12,2,5,11.0,14,1,15.1,6.0,0,1015,56.0,2,1700,4,104.5,38.9,542,2,0,0,0,0,0,0,0,0.0
8,2013103671,3,7,2020/12/06,7,6,11.0,16,14,313.0,14.0,0,1176,57.0,2,1800,4,112.8,39.9,490,4,0,0,0,0,1,0,0,0.0
9,2013103671,3,7,2020/11/29,5,5,12.0,15,14,321.6,13.0,0,1025,57.0,1,2400,4,149.2,40.0,486,12,0,0,0,0,1,0,0,0.0
10,2013103671,3,7,2020/07/21,35,6,10.0,14,12,29.3,7.0,0,5445,54.0,2,2000,4,125.1,39.2,474,-6,0,0,0,0,0,0,0,0.0
11,2013103671,3,7,2020/07/12,2,5,11.0,14,6,88.5,13.0,0,1025,56.0,2,1700,4,106.0,39.7,480,-2,0,0,0,0,0,0,0,0.0
12,2013103671,3,7,2020/06/28,2,5,11.0,14,2,54.3,10.0,0,1025,57.0,2,1700,1,104.1,37.2,482,-4,0,0,0,0,0,0,0,0.0
