,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
18,2018103898,3,3,2021/06/23,7618,43,5,12,12,8,3.7,1.0,1,5618,54.0,2,1600,3,102.1,40.5,453,7,0,0,0,0,0,0,0,240.0
19,2018103898,3,3,2021/06/01,7596,42,6,7,12,3,8.3,4.0,1,5618,56.0,2,1400,2,87.7,38.1,446,-1,0,0,0,0,0,0,0,250.0
20,2018103898,3,3,2021/05/11,7575,42,5,1,11,5,3.2,2.0,1,5001,56.0,2,1400,4,88.9,38.5,447,-4,0,0,0,0,0,0,0,130.0
21,2018103898,3,3,2021/05/03,7567,43,6,1,11,9,25.8,5.0,0,656087,56.0,2,1500,2,97.6,40.0,451,-1,0,0,0,0,0,0,0,72.0
22,2018103898,3,3,2021/04/06,7539,43,6,8,14,6,114.3,12.0,0,5618,56.0,2,1600,1,105.9,41.3,452,-3,0,0,0,0,0,0,0,0.0
5,2018104518,3,3,2021/05/04,7568,50,6,11,12,5,1.2,1.0,0,1141,56.0,2,1870,4,122.6,39.9,528,-2,0,0,0,0,0,1,1,1400.0
6,2018104518,3,3,2021/03/27,7529,6,6,10,14,13,15.2,6.0,1,1141,56.0,2,1800,4,112.1,37.9,530,4,0,0,0,0,0,0,0,1829.4
7,2018104518,3,3,2021/02/07,7478,7,6,4,12,2,12.8,6.0,1,1141,56.0,2,1800,3,113.4,37.7,526,6,0,0,0,0,0,0,0,730.0
8,2018104518,3,2,2020/11/21,7399,9,6,9,14,9,176.8,12.0,0,1141,55.0,2,1800,4,114.2,37.9,520,-4,0,0,0,0,0,0,0,254.2
9,2018104518,3,2,2020/11/07,7385,9,4,2,9,4,14.5,7.0,1,1141,55.0,2,1800,4,115.7,39.2,524,4,0,0,0,0,0,0,0,510.0
7,2018100897,1,3,2021/06/16,7611,45,5,11,12,6,2.2,1.0,1,666,54.0,2,2100,1,138.3,41.3,495,-1,0,0,1,0,0,0,0,3200.0
8,2018100897,1,3,2021/05/23,7587,7,6,10,12,8,8.5,5.0,1,1093,54.0,2,1800,3,112.2,38.4,496,10,0,0,0,0,0,0,0,1928.0
9,2018100897,1,3,2021/03/20,7522,9,5,6,15,13,4.1,2.0,1,666,54.0,2,1800,4,113.2,38.4,486,-4,0,0,0,0,0,0,0,730.0
10,2018100897,1,3,2021/03/07,7509,9,6,6,11,9,5.6,2.0,0,1186,51.0,2,1800,3,114.4,40.6,490,2,0,0,0,0,0,0,0,180.0
11,2018100897,1,3,2021/01/09,7449,7,6,7,13,1,12.7,5.0,0,1088,54.0,2,1800,4,115.4,40.4,488,-6,0,0,0,0,0,0,0,110.0
13,2018106573,3,3,2021/06/20,7615,5,5,11,16,2,13.4,7.0,1,1163,56.0,2,1600,2,94.4,35.4,468,-2,0,0,0,1,0,0,0,3557.4
14,2018106573,3,3,2021/05/02,7566,9,6,10,16,11,9.5,6.0,0,1163,56.0,2,1400,3,83.9,37.2,470,4,0,0,0,0,0,0,0,454.9
15,2018106573,3,3,2021/02/13,7484,9,6,6,14,9,2.6,1.0,1,1163,56.0,2,1400,4,85.2,36.9,466,2,0,0,0,0,0,0,0,730.0
16,2018106573,3,3,2021/01/30,7470,7,6,3,15,4,3.6,1.0,1,1163,56.0,2,1400,2,84.5,37.3,464,2,0,0,0,0,0,0,0,510.0
17,2018106573,3,2,2020/11/29,7407,9,6,1,16,15,3.5,2.0,0,1163,55.0,2,1400,4,86.3,37.3,462,2,0,0,0,0,0,0,0,200.0
11,2018103238,3,3,2021/05/04,7568,50,6,11,12,7,5.0,2.0,1,732,56.0,2,1870,4,122.5,39.8,484,-4,0,0,0,0,0,1,1,3500.0
12,2018103238,3,3,2021/04/10,7543,9,6,6,11,2,4.9,3.0,1,732,56.0,1,1200,4,68.4,32.9,488,2,0,0,0,0,0,0,0,730.0
13,2018103238,3,3,2021/03/13,7515,9,5,4,16,2,1.3,1.0,1,732,56.0,2,1400,1,84.4,37.2,486,-4,0,0,0,0,0,0,0,510.0
14,2018103238,3,3,2021/02/20,7491,9,6,2,16,6,3.6,2.0,0,732,56.0,2,1400,4,85.9,38.0,490,8,0,0,0,0,0,0,0,200.0
15,2018103238,3,2,2020/10/18,7365,8,5,3,13,13,7.7,4.0,0,732,55.0,2,1400,1,83.3,36.2,482,12,0,0,0,0,0,0,0,130.0
14,2018102574,3,3,2021/05/23,7587,7,6,10,12,9,8.6,6.0,0,1180,56.0,2,1800,3,112.9,39.4,486,-8,0,0,0,0,0,0,0,484.0
15,2018102574,3,3,2021/05/08,7572,5,5,11,14,7,79.8,10.0,0,1162,56.0,1,2000,4,121.1,35.1,494,0,0,0,0,0,0,0,0,0.0
16,2018102574,3,3,2021/03/27,7529,6,6,10,14,4,15.7,7.0,0,1122,56.0,2,1800,4,115.3,41.1,494,-6,0,0,0,0,0,0,0,0.0
17,2018102574,3,3,2021/02/21,7492,5,6,9,12,12,7.7,3.0,0,1126,56.0,2,1600,4,97.8,36.6,500,8,0,0,0,0,0,0,0,0.0
18,2018102574,3,3,2021/01/17,7457,10,6,7,9,3,4.0,2.0,1,1126,56.0,2,1700,4,105.6,37.9,492,2,0,0,0,0,0,0,0,730.0
5,2018100187,3,3,2021/06/09,7604,44,6,11,16,13,31.6,10.0,0,5488,56.0,2,2000,4,126.8,38.6,496,-2,1,0,0,0,0,0,0,1000.0
6,2018100187,3,3,2021/04/29,7562,44,3,11,15,1,49.3,9.0,0,5488,56.0,2,1800,2,112.2,37.7,498,-8,1,0,0,0,0,0,0,0.0
7,2018100187,3,3,2021/03/11,7513,44,6,11,14,2,1.5,1.0,0,817,56.0,2,1800,4,116.3,41.9,506,0,1,0,0,0,0,0,0,0.0
8,2018100187,3,3,2021/01/21,7461,44,6,10,9,8,2.0,1.0,0,5299,57.0,2,1800,4,115.2,39.5,506,10,1,0,0,0,0,0,0,140.0
9,2018100187,3,2,2020/11/03,7381,30,6,9,14,12,28.2,9.0,0,5411,55.0,2,1800,1,113.7,40.0,496,10,0,0,0,0,0,0,0,420.0
24,2018105679,3,3,2021/06/09,7604,44,6,11,16,16,24.3,8.0,0,5549,56.0,2,2000,4,126.9,39.1,514,-1,1,0,0,0,0,0,0,500.0
25,2018105679,3,3,2021/04/21,7554,45,6,11,13,4,3.9,2.0,1,5549,55.0,2,1600,3,101.6,38.1,515,3,0,0,0,0,0,0,0,1500.0
26,2018105679,3,3,2021/03/03,7505,45,6,11,13,3,15.2,5.0,1,5549,55.0,2,1600,3,102.6,39.5,512,-11,0,0,0,0,0,0,0,500.0
27,2018105679,3,2,2020/12/31,7440,44,6,5,9,8,5.6,4.0,0,655829,56.0,2,1600,4,103.3,39.3,523,6,1,0,0,0,0,0,0,84.5
28,2018105679,3,2,2020/12/01,7410,43,6,7,7,2,14.0,4.0,0,655829,56.0,2,1500,4,97.8,36.4,517,-1,0,0,0,0,0,0,0,87.5
12,2018104708,3,3,2021/06/13,7608,5,5,9,16,11,7.3,4.0,0,1096,54.0,2,2100,4,135.0,39.0,484,0,0,0,0,0,0,0,0,0.0
13,2018104708,3,3,2021/04/11,7544,6,6,6,9,1,4.3,3.0,1,1096,56.0,2,1800,4,115.1,36.3,484,0,0,0,0,0,0,0,0,730.0
14,2018104708,3,3,2021/03/14,7516,6,6,6,16,9,12.5,4.0,0,1043,56.0,2,1800,2,114.4,38.0,484,-4,0,0,0,0,0,0,0,0.0
15,2018104708,3,3,2021/01/05,7445,6,6,2,16,16,22.7,6.0,1,1096,56.0,2,1800,4,116.5,38.5,488,2,0,0,0,0,0,0,0,510.0
16,2018104708,3,2,2020/11/29,7407,5,5,6,13,7,25.7,7.0,0,660,55.0,1,1800,4,111.8,34.0,486,0,0,0,0,0,0,0,0,0.0
17,2018104033,3,3,2021/06/09,7604,44,6,11,16,14,7.7,4.0,0,5399,56.0,2,2000,4,127.9,40.7,461,2,1,0,0,0,0,0,0,0.0
18,2018104033,3,3,2021/05/04,7568,43,6,11,13,8,2.9,1.0,1,5399,56.0,2,1700,3,108.0,38.5,459,4,0,0,0,0,0,0,0,1800.0
19,2018104033,3,3,2021/04/21,7554,45,6,11,13,1,3.3,1.0,0,5399,55.0,2,1600,3,101.9,38.6,455,-1,0,0,0,0,0,0,0,525.0
20,2018104033,3,3,2021/03/16,7518,43,6,10,14,3,2.7,1.0,1,5399,57.0,2,1700,4,109.3,40.2,456,5,0,0,0,0,0,0,0,350.0
21,2018104033,3,3,2021/02/18,7489,44,5,11,13,2,52.6,7.0,0,5399,56.0,2,1800,3,115.4,38.4,451,-16,1,0,0,0,0,0,0,120.0
19,2018106265,3,3,2021/06/09,7604,44,6,11,16,3,8.9,5.0,0,5404,56.0,2,2000,4,129.4,40.6,529,0,1,0,0,0,0,0,0,0.0
20,2018106265,3,3,2021/04/29,7562,44,3,11,15,13,23.4,7.0,0,5404,56.0,2,1800,2,112.1,37.8,529,-4,1,0,0,0,0,0,0,175.0
21,2018106265,3,3,2021/03/24,7526,44,6,11,10,10,52.9,8.0,0,5404,56.0,2,1700,3,107.5,38.3,533,19,1,0,0,0,0,0,0,0.0
22,2018106265,3,2,2020/10/14,7361,45,5,11,13,8,18.0,6.0,0,5230,55.0,2,1500,3,95.1,39.8,514,-1,0,0,0,0,0,0,0,525.0
23,2018106265,3,2,2020/09/21,7337,44,6,11,13,6,7.0,5.0,0,5380,54.0,2,1400,4,87.6,38.3,515,4,1,0,0,0,0,0,0,120.0
32,2018102562,2,3,2021/06/30,7625,44,5,12,15,13,10.5,6.0,1,817,54.0,2,1800,2,115.2,38.9,409,0,1,0,0,0,0,0,0,240.0
33,2018102562,2,3,2021/06/10,7605,44,6,10,16,6,27.2,8.0,0,817,56.0,2,1800,4,116.0,39.0,409,0,1,0,0,0,0,0,0,0.0
