,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
0,2017106404,3,6,2023/06/28,44,5,11.0,12,4,3.9,2.0,1,1115,57.0,2,2000,4,121.9,36.4,502,-3,1,0,0,0,1,0,0,8000.0
1,2017106404,3,6,2023/05/04,43,6,11.0,13,2,3.2,2.0,1,1115,57.0,2,1600,4,99.3,37.2,505,-3,0,0,0,0,1,0,0,8000.0
2,2017106404,3,6,2023/02/19,5,6,11.0,16,6,10.7,4.0,0,1115,58.0,2,1600,4,96.2,35.8,508,6,0,0,0,0,1,0,0,3048.6
3,2017106404,3,5,2022/12/29,44,6,9.0,14,5,2.3,1.0,0,1115,57.0,2,2000,4,125.8,38.2,502,-2,1,0,0,0,1,0,0,2000.0
4,2017106404,3,5,2022/11/03,35,4,12.0,15,6,5.7,3.0,0,1115,57.0,2,2000,4,123.3,36.7,504,4,0,0,0,0,1,0,0,500.0
0,2019104678,3,4,2023/06/28,44,5,11.0,12,2,7.3,4.0,0,1088,57.0,2,2000,4,121.9,36.7,501,0,1,0,0,0,1,0,0,2800.0
1,2019104678,3,3,2022/12/04,7,6,11.0,16,10,14.3,4.0,0,1014,56.0,2,1800,4,111.9,36.7,500,-1,0,0,0,0,1,0,0,4898.4
2,2019104678,3,3,2022/11/03,35,4,12.0,15,4,4.4,2.0,0,1014,55.0,2,2000,4,122.5,36.8,501,-1,0,0,0,0,1,0,0,3500.0
3,2019104678,3,3,2022/09/28,43,6,11.0,13,6,5.1,3.0,0,1014,54.0,2,1800,4,113.1,39.3,502,0,0,0,0,0,0,1,1,1225.0
4,2019104678,3,3,2022/02/20,5,5,9.0,14,9,4.5,3.0,0,5212,56.0,2,1600,2,95.8,35.6,498,10,0,0,0,0,0,0,0,0.0
0,2017101010,3,6,2023/06/28,44,5,11.0,12,1,3.0,1.0,0,1126,57.0,2,2000,4,121.9,36.5,508,0,1,0,0,0,1,0,0,1600.0
1,2017101010,3,6,2023/02/01,45,6,11.0,10,3,2.0,1.0,0,1126,57.0,2,2100,4,136.1,39.9,493,-1,0,0,0,0,1,0,0,2800.0
