,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
8,2010110078,3,6,2016/11/03,45,6,11.0,14,9,2.4,2.0,1,666,57.0,2,2100,2,135.3,38.6,504,-6,0,0,0,0,1,0,0,8000.0
9,2010110078,3,6,2016/09/28,43,5,11.0,13,10,1.8,1.0,1,666,56.0,2,1800,2,112.0,37.0,510,4,0,0,0,0,0,1,1,3200.0
10,2010110078,3,6,2016/04/16,9,6,11.0,16,9,1.8,1.0,1,666,57.0,2,1800,4,109.9,36.8,506,4,0,0,0,0,0,0,0,3656.7
11,2010110078,3,6,2016/03/17,48,6,10.0,12,2,1.4,1.0,1,666,55.0,2,1900,4,121.2,38.2,502,-6,0,0,0,0,0,0,0,2100.0
12,2010110078,3,5,2015/10/03,9,6,11.0,12,2,5.5,3.0,1,666,55.0,2,2000,3,124.6,36.6,508,8,0,0,0,0,0,0,0,3546.2
0,2009100921,3,7,2016/11/03,45,6,11.0,14,8,6.6,3,0,732,57,2,2100,2,135.4,38.9,507,5,0,0,0,0,1,0,0,2800.0
1,2009100921,3,7,2016/10/10,35,5,11.0,13,10,7.4,4.0,0,732,57,2,1600,3,94.3,36.2,502,-1,0,0,0,0,1,0,0,585.0
2,2009100921,3,7,2016/06/29,44,5,11.0,12,10,4.9,4,0,732,57,2,2000,1,125.9,38.4,503,0,1,0,0,0,1,0,0,600.0
3,2009100921,3,7,2016/01/27,45,6,11.0,13,12,2.1,1,1,732,57,2,2100,4,134.1,37.2,507,5,0,0,0,0,1,0,0,6000.0
4,2009100921,3,6,2015/12/29,44,6,10.0,14,13,2.3,1,0,732,57,2,2000,4,123.3,38.1,502,-8,1,0,0,0,1,0,0,2800.0
31,2010102446,2,6,2016/11/03,45,6,11.0,14,6,14.6,5.0,0,1096,57.0,2,2100,2,135.6,38.7,474,-3,0,0,0,0,1,0,0,1600.0
32,2010102446,2,6,2016/09/28,43,5,11.0,13,9,3.0,2.0,0,1096,58.0,2,1800,2,113.0,37.3,477,2,0,0,0,0,0,1,1,640.0
33,2010102446,2,6,2016/06/29,44,5,11.0,12,7,4.1,2.0,0,1096,57.0,2,2000,1,125.2,37.6,475,14,1,0,0,0,1,0,0,1200.0
34,2010102446,2,6,2016/05/05,43,6,11.0,12,3,6.8,4.0,0,1096,57.0,2,1600,3,100.3,37.8,461,-11,0,0,0,0,1,0,0,300.0
35,2010102446,2,6,2016/01/27,45,6,11.0,13,1,2.1,2.0,0,1096,57.0,2,2100,4,134.1,37.2,472,-1,0,0,0,0,1,0,0,2100.0
31,2012104314,2,4,2016/11/03,45,6,11.0,14,13,8.2,4.0,0,5339,57.0,2,2100,2,135.8,38.9,438,-15,0,0,0,0,1,0,0,800.0
32,2012104314,3,4,2016/06/29,44,5,11.0,12,2,3.1,1.0,0,5339,57.0,2,2000,1,124.2,36.5,453,6,1,0,0,0,1,0,0,2100.0
33,2012104314,3,4,2016/05/05,43,6,11.0,12,9,2.8,2.0,0,5339,57.0,2,1600,3,100.2,37.5,447,-7,0,0,0,0,1,0,0,600.0
34,2012104314,3,4,2016/02/21,5,6,11.0,16,7,2.4,1.0,0,5339,57.0,2,1600,2,94.2,34.7,454,2,0,0,0,0,1,0,0,3998.4
35,2012104314,3,3,2015/12/06,7,5,11.0,16,1,3.8,3.0,0,5339,56.0,2,1800,4,110.6,36.7,452,0,0,0,0,0,1,0,0,3898.4
8,2010106548,3,6,2016/11/03,45,6,11.0,14,7,2.1,1,0,1075,57,2,2100,2,136.0,39.3,535,-4,0,0,0,0,1,0,0,400.0
9,2010106548,3,6,2016/10/10,35,5,11.0,13,12,1.8,1.0,1,1075,57,2,1600,3,93.5,35.2,539,-8,0,0,0,0,1,0,0,4500.0
10,2010106548,3,6,2016/06/29,44,5,11.0,12,3,6.6,5,1,666,57,2,2000,1,123.5,36.1,547,15,1,0,0,0,1,0,0,6000.0
11,2010106548,3,6,2016/05/05,43,6,11.0,12,1,6.3,3,1,666,57,2,1600,3,99.2,37.2,532,0,0,0,0,0,1,0,0,6000.0
12,2010106548,3,6,2016/02/21,5,6,11.0,16,3,7.9,4,0,666,57,2,1600,2,94.6,35.6,532,0,0,0,0,0,1,0,0,0.0
12,2009105650,2,7,2016/11/03,45,6,11.0,14,3,208.8,8.0,0,5299,57.0,2,2100,2,137.5,39.9,544,-1,0,0,0,0,1,0,0,0.0
13,2009105650,2,7,2016/10/12,44,6,11.0,10,6,2.1,1.0,1,5299,56.0,2,2400,3,158.9,37.2,545,18,1,0,0,0,0,0,0,2200.0
14,2009105650,2,7,2016/07/18,35,5,9.0,14,8,5.4,3.0,0,5299,55.0,2,2000,4,122.8,35.7,527,-12,0,0,0,0,0,0,0,207.0
15,2009105650,2,7,2016/06/29,44,5,11.0,12,9,137.9,8.0,0,5299,57.0,2,2000,1,126.3,37.9,539,-3,1,0,0,0,1,0,0,300.0
16,2009105650,2,7,2016/05/18,44,6,11.0,14,14,4.3,3.0,0,5299,58.0,2,2000,2,128.4,38.8,542,-2,1,0,0,0,0,0,0,440.0
20,2009103539,3,7,2016/11/03,45,6,11.0,14,1,186.4,7,0,5420,57,2,2100,2,138.0,41.1,527,7,0,0,0,0,1,0,0,0.0
21,2009103539,3,7,2016/10/04,45,6,11.0,10,9,1.8,1,1,5420,57,2,2000,3,130.0,40.9,520,2,0,0,0,0,0,0,0,460.0
22,2009103539,3,7,2016/07/10,2,6,11.0,12,6,6.1,4,0,1093,56.5,2,1700,4,104.2,37.8,518,2,0,0,0,0,0,0,0,0.0
23,2009103539,3,7,2016/06/25,2,6,11.0,12,3,18.7,5,0,1093,58,2,1700,1,102.8,36.3,516,-4,0,0,0,0,0,0,0,220.0
24,2009103539,3,7,2016/04/16,9,6,11.0,16,4,33.3,7,0,1075,56,2,1800,4,110.9,37.5,520,2,0,0,0,0,0,0,0,0.0
72,2009104414,3,7,2016/11/03,45,6,11.0,14,10,999.9,13.0,0,655803,57.0,2,2100,2,138.6,39.4,470,9,0,0,0,0,1,0,0,0.0
73,2009104414,3,7,2016/10/12,44,6,11.0,10,2,101.8,9.0,0,655803,56.0,2,2400,3,160.3,38.0,461,-13,1,0,0,0,0,0,0,0.0
74,2009104414,3,7,2016/09/28,43,5,11.0,13,8,640.0,9.0,0,655803,56.0,2,1800,2,115.6,38.4,474,-2,0,0,0,0,0,1,1,0.0
75,2009104414,3,7,2016/09/06,46,6,11.0,11,5,91.4,9.0,0,655803,56.0,2,2000,4,133.2,41.9,476,1,0,0,0,0,0,0,0,31.5
76,2009104414,3,7,2016/08/18,55,6,10.0,12,9,362.6,9.0,0,655803,52.0,2,1400,4,87.8,37.3,475,-3,0,0,0,0,0,0,0,84.0
28,2011104971,3,5,2016/11/03,45,6,11.0,14,2,701.6,10.0,0,5549,57,2,2100,2,139.0,41.8,519,2,0,0,0,0,1,0,0,0.0
29,2011104971,3,5,2016/10/06,45,6,10.0,13,6,23.3,5.0,0,5549,57,2,1500,4,95.0,39.7,517,-1,0,0,0,0,0,0,0,48.0
30,2011104971,3,5,2016/08/23,45,5,11.0,10,5,7.1,3.0,0,5549,57,2,1500,2,96.6,40.8,518,-4,0,0,0,0,0,0,0,50.0
31,2011104971,3,5,2016/07/27,45,5,11.0,12,6,8.0,3.0,0,5549,57,2,1600,4,103.6,39.8,522,2,0,0,0,0,0,0,0,42.0
32,2011104971,3,5,2016/07/05,45,5,11.0,11,3,7.8,3.0,0,5549,57,2,1400,3,89.5,39.3,520,10,0,0,0,0,0,0,0,175.0
1,2008101041,3,8,2016/11/03,45,6,11.0,14,5,694.2,9,0,5352,57,2,2100,2,139.3,42.6,558,3,0,0,0,0,1,0,0,0.0
2,2008101041,3,8,2016/03/09,43,3,11.0,12,5,88.3,6,0,5352,56,2,2400,1,159.6,41.2,555,0,0,0,0,0,0,1,1,0.0
3,2008101041,3,8,2016/02/10,44,6,11.0,16,10,3.2,1,0,5352,56,2,2600,4,172.1,41.0,555,1,1,0,0,0,0,0,0,110.0
4,2008101041,3,8,2016/01/27,45,6,11.0,13,5,341.9,8,0,5352,57,2,2100,4,136.1,41.0,554,-7,0,0,0,0,1,0,0,0.0
5,2008101041,3,7,2015/12/29,44,6,10.0,14,7,72.6,7,0,5352,57,2,2000,4,125.5,39.2,561,1,1,0,0,0,1,0,0,0.0
7,2010104098,3,6,2016/11/03,45,6,11.0,14,11,47.5,6,0,5525,57,2,2100,2,139.4,42.5,503,0,0,0,0,0,1,0,0,0.0
8,2010104098,3,6,2016/06/29,44,5,11.0,12,12,14.3,6,0,1088,57,2,2000,1,128.2,40.8,504,2,1,0,0,0,1,0,0,0.0
9,2010104098,3,6,2016/05/21,8,6,11.0,15,6,7.9,4,0,1088,58,2,1900,4,117.0,37.6,502,0,0,0,0,0,0,0,0,908.2
10,2010104098,3,6,2016/04/16,9,6,11.0,16,1,8.9,4,0,1088,58,2,1800,4,110.5,37.4,502,1,0,0,0,0,0,0,0,540.0
11,2010104098,3,6,2016/03/09,43,3,11.0,12,3,1.3,1,1,666,56,2,2400,1,156.4,38.3,501,4,0,0,0,0,0,1,1,3200.0
3,2009105781,3,7,2016/11/03,45,6,11.0,14,12,985.8,11.0,0,655958,57.0,2,2100,2,142.8,41.0,492,-4,0,0,0,0,1,0,0,0.0
4,2009105781,3,7,2016/09/28,43,5,11.0,13,7,782.2,12.0,0,5549,56.0,2,1800,2,117.1,38.6,496,6,0,0,0,0,0,1,1,0.0
5,2009105781,3,7,2016/09/06,46,6,11.0,11,10,56.7,7.0,0,655958,56.0,2,2000,4,135.0,42.2,490,-8,0,0,0,0,0,0,0,0.0
6,2009105781,3,7,2016/08/16,35,5,10.0,14,9,783.6,14.0,0,655958,54.0,2,1200,3,72.5,36.0,498,12,0,0,0,0,0,0,0,0.0
7,2009105781,3,7,2016/05/05,43,6,11.0,12,5,714.9,9.0,0,655958,57.0,2,1600,3,102.8,39.1,486,5,0,0,0,0,1,0,0,0.0
29,2009103120,1,7,2016/11/03,45,6,11.0,14,14,999.9,14,0,5268,55,2,2100,2,144.3,42.8,427,9,0,0,0,0,1,0,0,0.0
30,2009103120,1,7,2016/10/10,35,5,11.0,13,6,801.5,13.0,0,5268,55,2,1600,3,98.5,38.1,418,-13,0,0,0,0,1,0,0,0.0
31,2009103120,1,7,2016/10/04,46,6,11.0,12,4,768.3,11,0,5268,52,2,2100,4,140.6,40.8,431,5,0,0,0,0,0,0,0,0.0
32,2009103120,1,7,2016/09/28,43,5,11.0,13,11,570.3,8,0,5541,54,2,1800,2,117.3,40.0,426,-1,0,0,0,0,0,1,1,0.0
33,2009103120,1,7,2016/09/15,42,5,11.0,12,6,637.3,12,0,5268,52,2,1400,2,89.6,38.7,427,1,0,0,0,0,0,0,0,0.0
54,2009100584,3,7,2016/11/03,45,6,11.0,14,4,991.1,12,0,5640,57,2,2100,2,144.6,45.3,493,6,0,0,0,0,1,0,0,0.0
55,2009100584,3,7,2016/10/10,35,5,11.0,13,7,668.5,12.0,0,5183,57,2,1600,3,98.0,38.7,487,-5,0,0,0,0,1,0,0,0.0
56,2009100584,3,7,2016/09/22,44,5,11.0,14,11,329.2,10.0,0,5640,56,2,1200,1,73.7,38.4,492,-7,1,0,0,0,0,1,1,0.0
57,2009100584,3,7,2016/08/28,54,6,7.0,10,4,12.0,5,1,5640,57,2,1400,3,90.1,38.8,499,1,0,0,0,0,0,0,0,120.0
58,2009100584,3,7,2016/08/14,54,6,11.0,10,1,11.1,4,0,5640,56,2,1400,4,92.3,41.8,498,-5,0,0,0,0,0,0,0,4.0
