,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
17,2015104273,3,3,2018/12/29,44,6,10.0,16,5,3.7,3.0,1,5212,55.0,2,2000,4,125.9,38.5,448,-4,1,0,0,0,1,0,0,8000.0
18,2015104273,3,3,2018/12/02,7,6,11.0,15,11,9.2,4.0,0,5473,56.0,2,1800,4,111.1,36.0,452,-2,0,0,0,0,1,0,0,1000.0
19,2015104273,3,3,2018/11/04,8,6,11.0,16,14,3.7,2.0,0,1018,55.0,2,1900,4,116.8,36.7,454,4,0,0,0,0,1,0,0,3697.2
20,2015104273,3,3,2018/09/29,9,5,11.0,16,3,4.8,2.0,1,1018,53.0,2,2000,1,121.5,35.9,450,-3,0,0,0,0,0,0,0,3656.7
21,2015104273,3,3,2018/07/11,44,6,11.0,14,14,6.6,4.0,0,1088,56.0,2,2000,4,126.1,37.3,453,7,1,1,0,0,0,0,0,1575.0
8,2013106119,3,5,2018/12/29,44,6,10.0,16,13,2.2,1.0,0,5339,57.0,2,2000,4,126.0,38.9,514,-11,1,0,0,0,1,0,0,2800.0
9,2013106119,3,5,2018/10/08,35,6,11.0,14,7,1.6,1.0,0,5339,57.0,2,1600,4,95.5,35.5,525,-1,0,0,0,0,1,0,0,1035.0
10,2013106119,3,5,2018/06/27,44,6,11.0,15,4,3.4,2.0,1,5339,57.0,2,2000,4,124.2,38.7,526,12,1,0,0,0,1,0,0,6000.0
11,2013106119,3,5,2018/05/02,43,3,11.0,12,7,3.2,2.0,1,5339,57.0,2,1600,4,99.2,37.0,514,-10,0,0,0,0,1,0,0,6000.0
12,2013106119,3,5,2018/02/18,5,6,11.0,16,14,2.1,1.0,0,5366,57.0,2,1600,4,96.0,36.4,524,-14,0,0,0,0,1,0,0,4097.2
13,2013104055,3,5,2018/12/29,44,6,10.0,16,2,2.8,2.0,0,1014,57.0,2,2000,4,126.3,39.4,514,-14,1,0,0,0,1,0,0,1600.0
14,2013104055,3,5,2018/12/02,7,6,11.0,15,8,5.0,2.0,0,1014,57.0,2,1800,4,111.5,36.7,528,10,0,0,0,0,1,0,0,0.0
15,2013104055,3,5,2018/11/04,8,6,11.0,16,8,4.2,3.0,1,1014,57.0,2,1900,4,116.7,37.0,518,10,0,0,0,0,1,0,0,9340.2
16,2013104055,3,5,2018/10/03,43,5,11.0,12,6,1.9,1.0,1,1014,58.0,2,1800,3,112.5,36.4,508,-4,0,0,0,0,0,1,1,3200.0
17,2013104055,3,5,2018/06/27,44,6,11.0,15,2,2.8,1.0,0,1014,57.0,2,2000,4,124.3,38.8,512,1,1,0,0,0,1,0,0,2100.0
16,2010102446,2,8,2018/12/29,44,6,10.0,16,7,18.6,4.0,0,5404,57.0,2,2000,4,126.6,38.8,478,2,1,0,0,0,1,0,0,800.0
17,2010102446,2,8,2018/11/04,8,6,11.0,16,7,22.8,7.0,0,1096,57.0,2,1900,4,117.2,36.8,476,3,0,0,0,0,1,0,0,900.0
18,2010102446,2,8,2018/10/03,43,5,11.0,12,9,4.4,3.0,0,5404,58.0,2,1800,3,113.2,36.6,473,-3,0,0,0,0,0,1,1,640.0
