,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
5,2016100981,3,5,2021/11/03,46,6,10.0,12,7,13.9,6.0,1,5299,57.0,2,2100,4,133.1,36.0,460,-1,0,0,0,0,1,0,0,8000.0
6,2016100981,3,5,2021/09/22,46,3,8.0,12,8,3.4,2.0,0,5299,54.0,2,2100,1,130.9,36.1,461,-5,0,0,0,0,0,0,0,588.0
7,2016100981,3,5,2021/06/30,44,5,11.0,13,3,19.6,8.0,0,5404,57.0,2,2000,2,123.8,37.7,466,-1,1,0,0,0,1,0,0,700.0
8,2016100981,3,5,2021/05/19,44,5,11.0,16,10,2.5,2.0,1,5404,57.0,2,2000,2,124.3,37.2,467,-4,1,0,0,0,0,0,0,3200.0
9,2016100981,3,5,2021/05/05,43,4,11.0,12,5,32.1,8.0,0,5404,57.0,2,1600,3,100.5,39.1,471,9,0,0,0,0,1,0,0,0.0
4,2015104273,3,6,2021/11/03,46,6,10.0,12,3,4.7,2.0,0,5212,57.0,2,2100,4,133.2,35.4,462,7,0,0,0,0,1,0,0,2800.0
5,2015104273,3,6,2021/06/30,44,5,11.0,13,8,3.2,1.0,0,5212,57.0,2,2000,2,123.8,37.7,455,0,1,0,0,0,1,0,0,350.0
6,2015104273,3,6,2021/01/27,45,5,11.0,10,8,1.9,1.0,0,5212,57.0,2,2100,2,135.5,37.4,455,-2,0,0,0,0,1,0,0,2100.0
7,2015104273,3,5,2020/12/29,44,6,10.0,16,7,1.3,1.0,1,5212,57.0,2,2000,4,126.9,36.2,457,4,1,0,0,0,1,0,0,8000.0
8,2015104273,3,5,2020/11/03,44,5,10.0,15,1,4.9,2.0,0,5212,57.0,2,2000,3,123.0,37.1,453,1,1,0,0,0,1,0,0,2800.0
3,2015104879,3,6,2021/11/03,46,6,10.0,12,1,5.6,3.0,0,5386,57.0,2,2100,4,133.4,35.9,484,-3,0,0,0,0,1,0,0,1600.0
4,2015104879,3,6,2021/06/30,44,5,11.0,13,7,4.1,2.0,0,5386,57.0,2,2000,2,124.0,38.0,487,0,1,0,0,0,1,0,0,0.0
5,2015104879,3,5,2020/12/06,7,6,11.0,16,11,13.3,4.0,1,5386,57.0,2,1800,4,109.3,36.4,486,3,0,0,0,0,1,0,0,10336.0
6,2015104879,3,5,2020/11/03,44,5,10.0,15,14,8.0,3.0,0,5339,57.0,2,2000,3,123.4,38.1,483,-6,1,0,0,0,1,0,0,1600.0
7,2015104879,3,5,2020/06/24,44,5,11.0,14,6,5.2,3.0,0,5339,57.0,2,2000,2,125.9,36.5,489,11,1,0,0,0,1,0,0,1200.0
7,2017101010,3,4,2021/11/03,46,6,10.0,12,4,2.2,1.0,0,1126,57.0,2,2100,4,133.5,36.0,492,-5,0,0,0,0,1,0,0,800.0
8,2017101010,3,4,2021/06/30,44,5,11.0,13,4,7.4,4.0,1,1126,57.0,2,2000,2,122.7,36.8,497,3,1,0,0,0,1,0,0,7000.0
9,2017101010,3,4,2021/04/18,9,6,11.0,16,4,2.9,1.0,1,1154,56.0,2,1800,2,109.0,37.0,494,0,0,0,0,0,0,0,0,3657.4
10,2017101010,3,4,2021/03/21,7,4,11.0,15,4,2.1,1.0,1,1126,57.0,2,1800,1,109.3,37.2,494,4,0,0,0,0,0,0,0,2234.3
11,2017101010,3,3,2020/12/29,44,6,10.0,16,1,18.2,4.0,0,1126,55.0,2,2000,4,127.1,36.3,490,0,1,0,0,0,1,0,0,0.0
3,2013104055,3,8,2021/11/03,46,6,10.0,12,8,47.3,7.0,0,422,57.0,2,2100,4,134.3,37.1,523,1,0,0,0,0,1,0,0,400.0
4,2013104055,3,8,2021/10/02,7,6,11.0,16,9,29.1,10.0,0,422,58.5,2,1900,4,119.5,39.3,522,-6,0,0,0,0,0,0,0,0.0
5,2013104055,3,8,2021/08/08,2,5,11.0,14,2,42.8,12.0,0,1180,58.0,2,1700,4,105.2,38.3,528,8,0,0,0,0,0,0,0,0.0
6,2013104055,3,7,2020/06/24,44,5,11.0,14,14,21.6,5.0,0,1142,57.0,2,2000,2,126.3,36.9,520,-1,1,0,0,0,1,0,0,0.0
7,2013104055,3,7,2020/05/05,43,5,11.0,7,4,12.1,5.0,0,1142,57.0,2,1600,4,99.0,36.0,521,-3,0,0,0,0,1,0,0,2100.0
9,2016104163,3,5,2021/11/03,46,6,10.0,12,9,6.7,5.0,0,5549,57.0,2,2100,4,134.5,37.4,536,-4,0,0,0,0,1,0,0,0.0
10,2016104163,3,5,2021/06/30,44,5,11.0,13,5,4.7,3.0,0,5549,57.0,2,2000,2,125.2,39.8,540,-4,1,0,0,0,1,0,0,0.0
11,2016104163,3,5,2021/05/05,43,4,11.0,12,6,3.6,2.0,1,5549,57.0,2,1600,3,99.3,38.9,544,2,0,0,0,0,1,0,0,7000.0
12,2016104163,3,5,2021/04/08,43,5,11.0,8,4,1.4,1.0,1,5549,58.0,2,1600,4,98.1,37.4,542,1,0,0,0,0,0,0,0,2100.0
13,2016104163,3,5,2021/01/27,45,5,11.0,10,1,6.4,4.0,1,5549,57.0,2,2100,2,134.9,37.5,541,0,0,0,0,0,1,0,0,6000.0
11,2017105292,3,4,2021/11/03,46,6,10.0,12,5,6.0,4.0,0,1170,57.0,2,2100,4,135.0,37.8,540,3,0,0,0,0,1,0,0,0.0
12,2017105292,3,4,2021/09/29,43,5,11.0,11,1,6.3,3.0,0,1170,57.0,2,1800,4,113.6,39.3,537,3,0,0,0,0,0,1,1,1120.0
13,2017105292,3,4,2021/06/30,44,5,11.0,13,6,16.0,7.0,0,1088,57.0,2,2000,2,125.2,39.6,534,9,1,0,0,0,1,0,0,0.0
14,2017105292,3,4,2021/03/17,43,6,11.0,10,10,2.7,2.0,1,1088,55.0,2,2400,4,154.5,38.8,525,-4,0,0,0,0,0,1,1,3200.0
15,2017105292,3,4,2021/01/27,45,5,11.0,10,4,5.0,3.0,0,1088,56.0,2,2100,2,135.6,37.9,529,-1,0,0,0,0,1,0,0,1200.0
10,2015100122,3,6,2021/11/03,46,6,10.0,12,11,168.8,8.0,0,5127,57.0,2,2100,4,135.1,37.3,506,1,0,0,0,0,1,0,0,0.0
11,2015100122,3,6,2021/10/07,47,6,10.0,12,8,1.3,1.0,1,5127,57.0,2,1900,4,123.1,38.9,505,-3,0,0,0,0,0,0,0,400.0
12,2015100122,3,6,2021/08/15,10,5,11.0,9,4,98.0,9.0,0,1116,55.0,1,2000,3,121.1,36.6,508,-8,0,0,0,0,0,0,0,0.0
13,2015100122,3,6,2021/06/27,1,6,11.0,10,4,38.0,9.0,0,1015,58.0,2,1700,4,107.6,39.8,516,-6,0,0,0,0,0,0,0,0.0
14,2015100122,3,6,2021/03/28,6,5,11.0,16,10,137.7,15.0,0,1092,56.0,2,1800,3,112.7,38.5,522,-2,0,0,0,0,0,0,0,0.0
7,2015103370,3,6,2021/11/03,46,6,10.0,12,10,622.9,12.0,0,5560,57.0,2,2100,4,136.3,37.8,517,-5,0,0,0,0,1,0,0,0.0
8,2015103370,3,6,2021/10/11,35,5,11.0,16,9,516.0,15.0,0,5560,57.0,2,1600,1,98.1,36.8,522,0,0,0,0,0,1,0,0,0.0
9,2015103370,3,6,2021/09/27,35,6,9.0,9,2,84.4,9.0,0,5560,56.0,2,1800,4,117.1,41.3,522,2,0,0,0,0,0,0,0,12.5
10,2015103370,3,6,2021/09/14,35,5,9.0,12,5,15.6,8.0,0,5577,56.0,1,1600,4,99.1,37.0,520,-3,0,0,0,0,0,0,0,0.0
11,2015103370,3,6,2021/08/31,35,5,11.0,8,2,23.3,7.0,0,5552,56.0,2,1600,3,100.1,38.7,523,-2,0,0,0,0,0,0,0,30.0
13,2017106443,3,4,2021/11/03,46,6,10.0,12,6,368.2,9.0,0,655568,57.0,2,2100,4,136.7,38.9,550,1,0,0,0,0,1,0,0,0.0
14,2017106443,3,4,2021/10/17,46,5,10.0,7,4,1.4,1.0,0,655568,56.0,2,1900,1,122.6,38.6,549,6,0,0,0,0,0,0,0,19.2
15,2017106443,3,4,2021/09/22,46,3,8.0,12,11,138.3,7.0,0,655568,54.0,2,2100,1,134.2,38.6,543,1,0,0,0,0,0,0,0,0.0
16,2017106443,3,4,2021/09/05,46,6,10.0,9,2,2.1,1.0,1,655568,56.0,2,1700,3,108.9,37.5,542,-6,0,0,0,0,0,0,0,120.0
17,2017106443,3,4,2021/06/15,46,5,11.0,12,12,25.2,5.0,0,656099,57.0,2,2100,3,136.9,39.6,548,-7,0,0,0,0,0,0,0,98.0
15,2016101955,3,5,2021/11/03,46,6,10.0,12,2,575.4,10.0,0,656120,57.0,2,2100,4,136.7,38.7,459,-6,0,0,0,0,1,0,0,0.0
16,2016101955,3,5,2021/10/09,54,6,5.0,9,5,8.1,2.0,0,5074,56.0,2,1400,4,91.9,39.1,465,3,0,0,0,0,0,0,0,60.0
17,2016101955,3,5,2021/09/20,54,5,7.0,12,12,17.0,5.0,0,5074,57.0,2,1900,2,125.1,39.8,462,5,0,0,0,0,0,0,0,160.0
18,2016101955,3,5,2021/08/22,54,5,11.0,8,1,3.2,2.0,1,5074,56.0,2,1400,1,88.4,37.7,457,-2,0,0,0,0,0,0,0,140.0
19,2016101955,3,5,2021/07/31,54,6,5.0,10,2,5.9,3.0,0,5074,56.0,2,1800,4,121.7,42.0,459,1,0,0,0,0,0,0,0,140.0
29,2017105956,3,4,2021/11/03,46,6,10.0,12,12,595.0,11.0,0,655866,57.0,2,2100,4,137.4,37.5,486,-1,0,0,0,0,1,0,0,0.0
30,2017105956,3,4,2021/10/12,46,5,11.0,8,8,5.9,3.0,0,655866,56.0,2,1500,2,96.2,39.5,487,-2,0,0,0,0,0,0,0,8.4
31,2017105956,3,4,2021/09/29,46,6,11.0,9,7,61.7,8.0,0,655866,56.0,2,1700,4,110.9,39.1,489,21,0,0,0,0,0,0,0,0.0
32,2017105956,3,4,2021/08/01,35,4,11.0,12,5,85.1,12.0,0,5462,57.0,1,2400,4,151.7,39.7,468,-10,0,0,0,0,0,0,0,15.0
33,2017105956,3,4,2021/07/04,46,5,11.0,9,4,5.4,3.0,0,5503,56.0,2,1700,3,109.4,39.9,478,-4,0,0,0,0,0,0,0,7.2
