,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
10,2006106794,3,8,2014/05/05,4965,43,5,11,8,7,1.8,1,0,666,57,2,1600,4,99.6,37.0,509,-7,0,0,0,0,1,0,0,1200.0
11,2006106794,3,8,2014/02/23,4890,5,6,11,16,4,10.0,5,0,666,57,2,1600,4,96.5,35.2,516,2,0,0,0,0,1,0,0,0.0
12,2006106794,3,7,2013/12/29,4834,44,6,10,9,4,3.7,2.0,0,666,57,2,2000,4,126.9,36.3,514,-8,1,0,0,0,1,0,0,2450.0
13,2006106794,3,7,2013/12/01,4806,9,6,11,16,8,15.7,6,0,666,57,2,1800,4,110.4,35.9,522,3,0,0,0,0,1,0,0,5298.4
14,2006106794,0,0,2013/11/04,4778,0,5,10,12,12,0,0,0,0,0,2,2100,1,0,37.0,0,0,0,0,0,0,1,0,0,1840.0
23,2010106548,3,4,2014/05/05,4965,43,5,11,8,5,2.4,2,1,1075,57,2,1600,4,99.2,36.5,537,7,0,0,0,0,1,0,0,6000.0
24,2010106548,3,4,2014/02/23,4890,5,6,11,16,13,272.1,16,1,1075,57,2,1600,4,96.0,35.3,530,4,0,0,0,0,1,0,0,9740.2
25,2010106548,3,3,2013/12/23,4828,6,6,11,16,6,6.6,3,0,5386,56,2,1800,3,112.3,38.1,526,2,0,0,0,0,0,0,0,0.0
26,2010106548,3,3,2013/11/17,4791,5,6,11,16,3,4.0,1,0,422,56.0,2,1400,4,84.8,37.1,524,-6,0,0,0,0,0,0,0,0.0
27,2010106548,0,0,2013/05/02,4590,0,6,10,11,9,0,0,0,0,0,2,1870,4,0,37.5,0,0,0,0,0,0,0,1,1,2800.0
12,2007103215,0,0,2014/03/26,4924,0,3,10,12,7,0,0,0,0,0,2,1900,1,0,37.9,0,0,0,0,0,0,0,0,0,546.0
13,2007103215,0,0,2014/02/13,4880,0,4,10,12,1,0,0,0,0,0,2,2000,3,0,39.2,0,0,0,0,0,0,0,0,0,690.0
14,2007103215,3,7,2014/01/26,4862,7,6,11,16,15,12.9,5,0,1014,56,2,1800,4,111.6,37.9,466,4,0,0,0,0,0,1,1,0.0
15,2007103215,3,6,2013/12/01,4806,9,6,11,16,11,74.0,12,0,5386,57,2,1800,4,111.4,36.7,462,-3,0,0,0,0,1,0,0,0.0
16,2007103215,0,0,2013/11/04,4778,0,5,10,12,2,0,0,0,0,0,2,2100,1,0,36.8,0,0,0,0,0,0,1,0,0,960.0
11,2007100191,3,7,2014/04/19,4948,9,6,11,16,12,1.8,1,0,1034,58,2,1800,4,111.5,36.4,534,7,0,0,0,0,0,0,0,888.7
12,2007100191,3,7,2014/03/19,4917,43,5,11,14,3,2.1,2,1,1034,56,2,2400,3,154.6,38.4,527,-1,0,0,0,0,0,1,1,3200.0
13,2007100191,3,7,2014/02/23,4890,5,6,11,16,7,7.8,4,0,1034,57,2,1600,4,96.7,35.5,528,-16,0,0,0,0,1,0,0,0.0
14,2007100191,3,7,2014/01/26,4862,7,6,11,16,14,1.6,1,1,1034,57,2,1800,4,110.4,37.5,544,9,0,0,0,0,0,1,1,5417.6
15,2007100191,3,6,2013/12/29,4834,44,6,10,9,6,3.8,3.0,0,1034,57,2,2000,4,127.4,36.8,535,-5,1,0,0,0,1,0,0,1400.0
5,2005102317,3,9,2014/05/11,4971,5,6,10,14,2,25.0,10,0,422,58.5,2,2100,4,132.7,36.0,478,11,0,0,0,0,0,0,0,0.0
6,2005102317,0,0,2013/12/25,4830,0,6,10,12,9,0,0,0,0,0,2,2500,3,0,39.7,0,0,0,0,0,0,0,1,1,3100.0
7,2005102317,3,8,2013/11/20,4794,42,6,10,10,6,1.5,1,0,422,57,2,2000,4,127.8,38.9,472,2,0,0,0,0,0,1,1,1225.0
