,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
16,2009100921,0,0,2013/11/04,0,5,10.0,12,1,0,0,0,0,0,2,2100,1,0,37.0,0,0,0,0,0,0,1,0,0,8000.0
17,2009100921,0,0,2013/10/14,0,6,11.0,13,12,0,0,0,0,0,2,1600,4,0,35.1,0,0,0,0,0,0,1,0,0,1035.0
18,2009100921,3,4,2013/06/26,44,3,11.0,12,8,4.1,3,1,732,57,2,2000,1,123.0,36.7,501,12,1,0,0,0,1,0,0,6000.0
19,2009100921,3,4,2013/05/06,43,6,11.0,11,7,2.4,2,1,732,57,2,1600,4,97.8,37.3,489,-9,0,0,0,0,1,0,0,6000.0
20,2009100921,3,4,2013/04/13,9,6,11.0,16,10,2.8,1,1,5203,57,2,1800,4,109.7,35.5,498,2,0,0,0,0,0,0,0,3556.7
14,2006106794,0,0,2013/11/04,0,5,10.0,12,12,0,0,0,0,0,2,2100,1,0,37.0,0,0,0,0,0,0,1,0,0,1840.0
15,2006106794,3,7,2013/09/23,43,5,11.0,12,11,1.3,1,1,666,58,2,1800,4,110.3,37.0,502,-12,0,0,0,0,0,1,1,3200.0
16,2006106794,3,7,2013/06/26,44,3,11.0,12,3,6.6,4,0,666,57,2,2000,1,123.5,37.3,514,-4,1,0,0,0,1,0,0,1200.0
17,2006106794,3,7,2013/02/17,5,6,11.0,16,10,9.2,7,0,1018,57,2,1600,4,95.3,35.9,518,0,0,0,0,0,1,0,0,2448.6
18,2006106794,3,7,2013/01/30,45,6,11.0,11,11,1.3,1,0,1018,57,2,2100,3,135.5,37.3,518,2,0,0,0,0,1,0,0,2100.0
16,2007103215,0,0,2013/11/04,0,5,10.0,12,2,0,0,0,0,0,2,2100,1,0,36.8,0,0,0,0,0,0,1,0,0,960.0
17,2007103215,3,6,2013/09/23,43,5,11.0,12,6,3.1,2,0,1014,57,2,1800,4,110.3,37.2,458,-4,0,0,0,0,0,1,1,1120.0
18,2007103215,0,0,2013/07/15,0,5,10.0,12,3,0,0,0,0,0,2,2000,2,0,36.8,0,0,0,0,0,0,0,0,0,2300.0
19,2007103215,3,6,2013/05/18,8,6,11.0,16,10,12.6,4,0,1115,58,2,1900,4,118.1,37.1,470,0,0,0,0,0,0,0,0,0.0
20,2007103215,3,6,2013/04/13,9,6,11.0,16,15,28.3,8,0,1115,58,2,1800,4,110.4,35.3,470,15,0,0,0,0,0,0,0,530.0
31,2006102942,0,0,2013/11/04,0,5,10.0,12,4,0,0,0,0,0,2,2100,1,0,38.4,0,0,0,0,0,0,1,0,0,720.0
32,2006102942,0,0,2013/10/08,0,5,10.0,12,6,0,0,0,0,0,2,2100,4,0,39.0,0,0,0,0,0,0,0,0,0,0.0
33,2006102942,0,0,2013/09/22,0,5,11.0,6,1,0,0,0,0,0,2,1500,4,0,37.9,0,0,0,0,0,0,0,0,0,70.0
34,2006102942,0,0,2013/08/11,0,5,12.0,5,1,0,0,0,0,0,2,1500,4,0,37.7,0,0,0,0,0,0,0,0,0,14.0
35,2006102942,0,0,2013/07/14,0,5,9.0,8,7,0,0,0,0,0,2,1700,1,0,39.0,0,0,0,0,0,0,0,0,0,70.0
27,2010104098,0,0,2013/11/04,0,5,10.0,12,11,0,0,0,0,0,2,2100,1,0,39.2,0,0,0,0,0,0,1,0,0,480.0
28,2010104098,3,3,2013/07/10,44,5,11.0,16,5,2.2,1,1,422,56,2,2000,4,124.8,37.4,493,-5,1,1,0,0,0,0,0,4500.0
29,2010104098,3,3,2013/05/19,8,3,10.0,15,2,2.6,1.0,1,1102,56,2,1800,4,111.6,36.8,498,6,0,0,0,0,0,0,0,1836.4
30,2010104098,3,3,2013/04/06,9,3,6.0,11,3,1.5,1,1,5115,56,2,1800,3,111.2,37.1,492,10,0,0,0,0,0,0,0,700.0
31,2010104098,3,3,2013/01/13,6,6,9.0,16,3,1.7,1,0,1085,56,2,1800,4,116.0,37.9,482,0,0,0,0,0,0,0,0,391.4
