,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
0,2010106548,3,7,2017/12/29,44,6,10.0,16,13,4.7,3,1,1075,57,2,2000,4,124.2,37.1,539,-7,1,0,0,0,1,0,0,8000.0
1,2010106548,3,7,2017/12/03,7,6,11.0,15,1,13.2,9.0,0,1075,57,2,1800,4,110.2,36.3,546,9,0,0,0,0,1,0,0,2448.0
2,2010106548,3,7,2017/11/03,44,6,8.0,16,10,3.0,1,0,5342,57,2,1200,2,71.4,36.6,537,-9,1,0,0,0,1,0,0,2100.0
3,2010106548,3,7,2017/10/09,35,5,11.0,16,11,3.1,1,1,1075,57,2,1600,3,94.9,34.6,546,10,0,0,0,0,1,0,0,4500.0
4,2010106548,3,7,2017/05/05,43,6,11.0,10,1,3.2,2,1,666,57,2,1600,4,99.9,38.0,536,-8,0,0,0,0,1,0,0,6000.0
22,2010102446,2,7,2017/12/29,44,6,10.0,16,3,4.0,2.0,0,1096,57.0,2,2000,4,124.8,36.5,479,1,1,0,0,0,1,0,0,2800.0
23,2010102446,2,7,2017/12/03,7,6,11.0,15,14,5.4,2.0,0,1096,57.0,2,1800,4,110.7,35.5,478,1,0,0,0,0,1,0,0,0.0
24,2010102446,2,7,2017/11/03,44,6,9.0,13,8,5.7,4.0,1,1096,57.0,2,2000,2,124.5,37.0,477,2,1,0,0,0,1,0,0,8000.0
25,2010102446,2,7,2017/09/27,43,5,11.0,11,2,4.0,3.0,0,1096,58.0,2,1800,3,112.9,37.2,475,2,0,0,0,0,0,1,1,1120.0
26,2010102446,2,7,2017/06/28,44,5,11.0,16,15,5.6,3.0,0,1096,57.0,2,2000,2,125.4,38.3,473,-1,1,0,0,0,1,0,0,600.0
21,2013104055,3,4,2017/12/29,44,6,10.0,16,12,3.5,1.0,0,1014,57.0,2,2000,4,125.3,38.0,511,-1,1,0,0,0,1,0,0,1600.0
22,2013104055,3,4,2017/12/03,7,6,11.0,15,2,6.6,3.0,0,1014,57.0,2,1800,4,110.4,36.2,512,9,0,0,0,0,1,0,0,1500.0
23,2013104055,3,4,2017/11/03,44,6,9.0,13,12,4.3,3.0,0,1014,57.0,2,2000,2,124.7,37.6,503,0,1,0,0,0,1,0,0,2800.0
24,2013104055,3,4,2017/09/27,43,5,11.0,11,10,2.3,1.0,0,1014,58.0,2,1800,3,113.0,37.3,503,-1,0,0,0,0,0,1,1,640.0
25,2013104055,3,4,2017/06/28,44,5,11.0,16,3,8.2,6.0,1,1014,57.0,2,2000,2,124.4,36.5,504,0,1,0,0,0,1,0,0,6000.0
13,2012110098,3,5,2017/12/29,44,6,10.0,16,5,12.6,6.0,0,422,57.0,2,2000,4,125.5,37.0,572,9,1,0,0,0,1,0,0,800.0
14,2012110098,3,5,2017/11/03,44,6,9.0,13,10,3.6,2.0,0,422,57.0,2,2000,2,126.7,39.4,563,0,1,0,0,0,1,0,0,0.0
15,2012110098,3,5,2017/09/27,43,5,11.0,11,11,4.4,4.0,1,422,58.0,2,1800,3,112.9,37.1,563,-4,0,0,0,0,0,1,1,3200.0
16,2012110098,3,5,2017/06/28,44,5,11.0,16,6,4.7,2.0,0,422,57.0,2,2000,2,125.8,38.8,567,0,1,0,0,0,1,0,0,300.0
17,2012110098,3,4,2016/12/29,44,6,10.0,14,11,16.3,5.0,1,422,57.0,2,2000,2,125.8,36.1,565,-1,1,0,0,0,1,0,0,8000.0
11,2013101999,3,4,2017/12/29,44,6,10.0,16,15,22.9,8.0,0,5203,57.0,2,2000,4,125.6,37.9,512,-6,1,0,0,0,1,0,0,400.0
12,2013101999,3,4,2017/12/03,7,6,11.0,15,7,12.0,7.0,0,5203,57.0,2,1800,4,111.9,37.8,518,3,0,0,0,0,1,0,0,0.0
