,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
13,2013101999,3,4,2017/08/13,1,5,11.0,14,2,12.2,4.0,1,5203,57.0,2,1700,2,100.9,35.6,510,-14,0,0,0,0,0,0,0,3649.7
14,2013101999,3,4,2017/05/20,8,6,11.0,16,11,14.7,5.0,0,1126,57.0,2,1900,4,117.8,38.9,524,8,0,0,0,0,0,0,0,0.0
15,2013101999,3,4,2017/04/15,9,6,11.0,16,4,13.5,6.0,0,1088,57.0,2,1800,4,110.2,36.4,516,2,0,0,0,0,0,0,0,1416.0
18,2012101502,3,5,2017/12/29,44,6,10.0,16,1,7.1,5.0,0,5212,57.0,2,2000,4,125.8,38.2,471,-1,1,0,0,0,1,0,0,0.0
19,2012101502,3,5,2017/12/03,7,6,11.0,15,3,40.4,12.0,0,1126,57.0,2,1800,4,110.5,35.6,472,10,0,0,0,0,1,0,0,0.0
20,2012101502,3,5,2017/11/03,44,6,9.0,13,5,26.4,7.0,0,1126,57.0,2,2000,2,124.7,37.8,462,-6,1,0,0,0,1,0,0,1600.0
21,2012101502,3,5,2017/09/30,9,6,11.0,16,12,5.0,2.0,0,1126,57.5,2,2000,4,124.7,36.9,468,5,0,0,0,0,0,0,0,0.0
22,2012101502,3,5,2017/07/17,35,5,9.0,14,2,2.3,1.0,1,1126,54.0,2,2000,3,122.1,36.3,463,-5,0,0,0,0,0,0,0,2300.0
5,2010104916,3,7,2017/12/29,44,6,10.0,16,10,5.9,4,0,1122,57.0,2,2000,4,125.9,38.5,507,5,1,0,0,0,1,0,0,0.0
6,2010104916,3,7,2017/11/11,5,6,11.0,16,13,13.9,6,1,1122,57.0,2,1600,4,95.5,35.4,502,-8,0,0,0,0,0,0,0,3858.8
7,2010104916,3,7,2017/10/03,46,5,11.0,10,10,2.0,1,1,5203,56.0,2,2100,1,133.6,39.7,510,6,0,0,0,0,0,0,0,2100.0
8,2010104916,3,7,2017/05/05,43,6,11.0,10,2,6.9,5,0,5203,57.0,2,1600,4,100.3,38.6,504,0,0,0,0,0,1,0,0,2100.0
9,2010104916,3,7,2017/03/26,6,4,11.0,16,4,25.4,10,1,1025,57.5,2,1800,3,112.0,38.3,504,-2,0,0,0,0,0,0,0,3657.4
28,2014104453,3,3,2017/12/29,44,6,10.0,16,8,17.6,7.0,0,5342,55,2,2000,4,126.0,37.9,469,-3,1,0,0,0,1,0,0,0.0
29,2014104453,3,3,2017/11/23,42,6,10.0,11,4,3.2,2.0,0,5342,56,2,2000,1,129.3,39.5,472,13,0,0,0,0,0,1,1,1225.0
30,2014104453,3,3,2017/07/12,44,6,11.0,14,4,10.2,5.0,1,5443,56,2,2000,4,125.8,38.2,459,5,1,1,0,0,0,0,0,4500.0
31,2014104453,3,3,2017/06/07,44,5,11.0,15,13,3.7,2.0,1,5342,56,2,2000,2,126.9,38.0,454,-1,1,0,0,0,0,0,0,4200.0
32,2014104453,3,3,2017/05/10,44,5,11.0,14,3,2.8,2.0,0,5342,56,2,1800,4,114.5,38.1,455,2,1,0,0,0,0,0,0,1225.0
27,2013105053,3,4,2017/12/29,44,6,10.0,16,2,199.1,9.0,0,5299,57.0,2,2000,4,126.8,38.3,531,-11,1,0,0,0,1,0,0,0.0
28,2013105053,3,4,2017/11/09,30,5,10.0,10,4,3.4,2.0,1,5073,57.0,2,1800,1,114.0,39.2,542,33,0,0,0,0,0,0,0,100.0
29,2013105053,3,3,2016/06/08,44,6,11.0,15,15,2.9,1.0,0,5342,56.0,2,2000,4,128.4,40.3,509,4,1,0,0,0,0,0,0,840.0
30,2013105053,3,3,2016/04/20,44,6,11.0,14,1,2.4,1.0,1,5342,56.0,2,1800,4,115.5,39.6,505,0,1,0,0,0,0,0,0,3500.0
31,2013105053,3,3,2016/03/16,44,5,11.0,14,14,3.0,2.0,1,5342,56.0,2,1700,2,109.3,39.4,505,7,1,0,0,0,0,0,0,2000.0
40,2013104755,3,4,2017/12/29,44,6,10.0,16,4,365.7,10.0,0,5399,57.0,2,2000,4,127.5,38.8,506,7,1,0,0,0,1,0,0,0.0
41,2013104755,3,4,2017/11/29,44,6,11.0,16,7,4.1,2.0,0,5399,58.0,2,1800,3,115.6,40.2,499,6,1,0,0,0,0,0,0,65.0
42,2013104755,3,4,2017/11/03,44,6,9.0,13,6,198.6,8.0,0,5399,57.0,2,2000,2,126.7,39.7,493,3,1,0,0,0,1,0,0,0.0
43,2013104755,3,4,2017/09/13,44,6,11.0,15,15,123.2,12.0,1,5399,56.0,2,2400,2,156.4,38.7,490,-4,1,0,0,0,0,0,0,2200.0
44,2013104755,3,4,2017/08/29,44,6,11.0,8,5,5.5,3.0,0,817,57.0,2,1800,4,114.5,37.7,494,2,1,0,0,0,0,0,0,51.0
30,2013100291,3,4,2017/12/29,44,6,10.0,16,7,544.6,11.0,0,5074,57.0,2,2000,4,128.0,40.6,493,9,1,0,0,0,1,0,0,0.0
31,2013100291,3,4,2017/11/23,42,6,10.0,11,8,142.5,9.0,0,5299,56.0,2,2000,1,136.1,45.9,484,1,0,0,0,0,0,1,1,0.0
32,2013100291,3,4,2017/11/03,44,6,9.0,13,9,345.1,9.0,0,5404,57.0,2,2000,2,127.8,40.7,483,-7,1,0,0,0,1,0,0,0.0
33,2013100291,3,4,2017/10/03,44,5,11.0,15,7,22.3,8.0,0,5455,57.0,2,1600,3,104.3,42.9,490,-3,1,0,0,0,0,0,0,0.0
34,2013100291,3,3,2016/11/20,36,5,11.0,11,11,1.9,1.0,0,5299,56.0,2,2000,1,129.2,38.5,493,9,0,0,0,0,0,0,0,104.0
3,2014106418,3,3,2017/12/29,44,6,10.0,16,16,550.1,12.0,0,5199,55,2,2000,4,128.1,39.2,508,9,1,0,0,0,1,0,0,0.0
4,2014106418,3,3,2017/11/28,44,5,12.0,14,1,25.1,8.0,1,5199,57,2,2000,3,129.3,38.3,499,-3,1,0,0,0,0,0,0,350.0
5,2014106418,3,3,2017/11/01,44,6,10.0,16,12,29.2,8.0,0,817,57,2,1400,3,87.8,38.8,502,10,1,0,0,0,0,0,0,0.0
6,2014106418,3,3,2017/10/04,44,5,10.0,14,1,29.7,10.0,1,817,56,2,1600,4,102.7,38.9,492,3,1,0,0,0,0,0,0,320.0
7,2014106418,3,3,2017/09/12,44,5,12.0,15,9,57.0,11.0,0,817,55,2,1200,2,74.9,39.1,489,0,1,0,0,0,0,0,0,0.0
48,2013105190,3,4,2017/12/29,44,6,10.0,16,9,611.7,13.0,0,5420,57,2,2000,4,128.6,39.7,511,3,1,0,0,0,1,0,0,0.0
49,2013105190,3,4,2017/12/12,45,6,11.0,11,10,14.9,5.0,0,5409,57,2,2000,4,133.7,38.6,508,2,0,0,0,0,0,0,0,0.0
50,2013105190,3,4,2017/11/14,44,5,11.0,9,1,3.0,1.0,0,5420,57,2,2000,3,129.3,41.5,506,4,1,0,0,0,0,0,0,127.5
51,2013105190,3,4,2017/10/30,44,6,10.0,12,7,9.3,4.0,1,5420,57,2,1800,1,116.3,39.4,502,3,1,0,0,0,0,0,0,350.0
52,2013105190,3,4,2017/10/02,44,5,11.0,16,1,20.1,8.0,0,5420,57,2,1600,3,102.8,39.9,499,8,1,0,0,0,0,0,0,35.0
15,2013101922,3,4,2017/12/29,44,6,10.0,16,6,731.5,15.0,0,655967,57,2,2000,4,129.8,41.1,488,2,1,0,0,0,1,0,0,0.0
16,2013101922,3,4,2017/12/13,45,6,10.0,13,4,163.7,11.0,0,655967,55,2,1600,4,105.4,41.4,486,3,0,0,0,0,0,0,0,0.0
17,2013101922,3,4,2017/12/01,44,5,12.0,16,4,58.3,12.0,0,5396,56,2,1600,3,104.4,40.2,483,-6,1,0,0,0,0,0,0,0.0
18,2013101922,3,4,2017/11/17,44,6,11.0,16,14,59.6,12.0,0,5396,57,2,2000,4,132.7,42.7,489,5,1,0,0,0,0,0,0,0.0
19,2013101922,3,4,2017/10/30,44,6,10.0,12,11,53.4,9.0,0,5396,55,2,1800,1,117.9,41.0,484,1,1,0,0,0,0,0,0,0.0
52,2009110017,2,8,2017/12/29,44,6,10.0,16,11,700.4,14.0,0,5542,57.0,2,2000,4,129.9,40.7,497,1,1,0,0,0,1,0,0,0.0
53,2009110017,2,8,2017/11/29,44,6,11.0,16,5,66.8,12.0,0,656296,57.0,2,1800,3,120.5,44.6,496,-9,1,0,0,0,0,0,0,0.0
54,2009110017,2,8,2017/11/15,44,6,11.0,16,10,111.8,12.0,0,656296,57.0,2,1600,4,103.8,40.7,505,6,1,0,0,0,0,0,0,0.0
55,2009110017,2,8,2017/10/03,44,5,11.0,15,4,29.5,9.0,0,656296,57.0,2,1600,3,103.7,41.3,499,-3,1,0,0,0,0,0,0,0.0
56,2009110017,2,8,2017/08/06,10,5,11.0,13,9,76.9,12.0,0,1115,54.0,1,2000,4,121.1,38.3,502,12,0,0,0,0,0,0,0,0.0
0,2008102895,3,9,2017/12/29,44,6,10.0,16,14,774.3,16.0,0,5553,57.0,2,2000,4,131.9,42.6,453,-9,1,0,0,0,1,0,0,0.0
1,2008102895,3,9,2017/12/20,42,6,10.0,12,6,377.9,11.0,0,5553,58.0,2,1400,3,90.3,38.7,462,11,0,0,0,0,0,0,0,0.0
2,2008102895,3,9,2017/11/28,44,5,11.0,11,2,177.0,11.0,0,5553,57.0,2,1200,3,74.7,38.4,451,2,1,0,0,0,0,0,0,0.0
3,2008102895,3,9,2017/11/03,44,6,9.0,13,11,710.6,12.0,0,5553,57.0,2,2000,2,131.0,41.9,449,-10,1,0,0,0,1,0,0,0.0
4,2008102895,3,9,2017/10/18,42,5,11.0,11,1,139.2,10.0,0,5553,58.0,2,1900,2,128.4,44.3,459,9,0,0,0,0,0,0,0,0.0
