,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
25,2013104055,3,4,2017/06/28,44,5,11.0,16,3,8.2,6.0,1,1014,57.0,2,2000,2,124.4,36.5,504,0,1,0,0,0,1,0,0,6000.0
26,2013104055,3,4,2017/05/20,8,6,11.0,16,16,8.4,4.0,0,1014,58.0,2,1900,4,116.5,38.8,504,2,0,0,0,0,0,0,0,360.0
27,2013104055,3,4,2017/03/30,48,6,11.0,9,5,4.5,3.0,1,1014,58.0,2,1900,4,122.5,40.5,502,4,0,0,0,0,0,0,0,2100.0
28,2013104055,3,4,2017/02/19,5,6,11.0,16,15,44.1,11.0,0,732,57.0,2,1600,4,95.6,36.3,498,7,0,0,0,0,1,0,0,0.0
29,2013104055,3,4,2017/02/01,45,6,11.0,12,8,3.3,2.0,0,666,56.0,2,2100,4,135.5,38.7,491,-10,0,0,0,0,1,0,0,300.0
3,2010104098,3,7,2017/06/28,44,5,11.0,16,10,8.1,5,0,5386,57,2,2000,2,124.7,37.9,500,-4,1,0,0,0,1,0,0,2100.0
4,2010104098,3,7,2017/05/20,8,6,11.0,16,4,16.7,6,0,666,58,2,1900,4,116.4,36.3,504,-2,0,0,0,0,0,0,0,1416.4
5,2010104098,3,7,2017/03/15,43,5,11.0,14,3,1.6,1,1,666,56,2,2400,2,157.8,41.3,506,3,0,0,0,0,0,1,1,3200.0
6,2010104098,3,6,2016/11/22,42,6,10.0,11,9,6.0,3,0,5525,58,2,2000,2,127.7,39.6,503,0,0,0,0,0,0,1,1,1225.0
7,2010104098,3,6,2016/11/03,45,6,11.0,14,11,47.5,6,0,5525,57,2,2100,2,139.4,42.5,503,0,0,0,0,0,1,0,0,0.0
