,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
11,1999107052,3,4,2003/10/13,1036,35,5,10,14,13,---,1.0,1,1,945,57.0,2,1600,1,95.4,,458,0,0,0,0,0,1,0,0,6000.0
12,1999107052,3,4,2003/09/06,998,1,6,11,13,10,2.7,1.0,1,1,945,59.0,2,1700,4,103.8,36.4,458,10,0,0,0,0,0,0,0,4249.7
13,1999107052,3,4,2003/02/23,798,6,5,11,16,16,3.7,2.0,0,0,705,56.0,2,1800,3,113.5,39.3,448,-6,0,0,0,0,1,0,0,0.0
14,1999107052,3,3,2002/11/23,705,6,5,11,16,2,2.2,1.0,0,1,705,55.0,2,1800,4,112.4,38.6,454,3,0,0,0,0,1,0,0,3352.8
15,1999107052,3,3,2002/11/04,686,35,5,9,14,2,---,2.0,1,1,705,55.0,2,2000,4,125.6,,451,-5,0,0,0,0,1,0,0,10000.0
20,1999110010,3,4,2003/10/13,1036,35,5,10,14,6,---,3.0,0,1,666,57.0,2,1600,1,96.2,,478,3,0,0,0,0,1,0,0,1020.0
21,1999110010,3,4,2003/09/15,1007,43,6,10,14,14,---,2.0,1,1,666,56.0,2,1800,4,111.4,36.8,475,-2,0,0,0,0,0,1,1,4000.0
22,1999110010,3,4,2003/08/15,976,35,4,10,14,11,---,1.0,0,1,666,56.0,2,1200,4,71.0,,477,-5,0,0,0,0,0,0,0,900.0
23,1999110010,3,4,2003/06/22,921,9,5,11,16,6,5.4,2.0,0,0,1031,56.0,2,1400,4,84.0,37.5,482,4,0,0,0,0,0,0,0,0.0
24,1999110010,3,4,2003/05/31,899,5,3,11,16,2,4.2,1.0,1,1,1031,55.0,2,1400,1,83.8,36.6,478,0,0,0,0,0,0,0,0,2435.7
28,1997106891,3,6,2003/10/13,1036,35,5,10,14,8,---,6.0,0,1,422,57.0,2,1600,1,96.0,,484,5,0,0,0,0,1,0,0,1800.0
29,1997106891,3,6,2003/07/30,960,44,5,9,15,14,---,2.0,1,1,422,57.0,2,1590,1,98.5,38.6,479,-4,1,0,0,0,0,0,0,2000.0
30,1997106891,3,6,2003/04/24,861,44,5,10,11,3,---,1.0,0,1,422,57.0,2,1590,4,100.5,40.0,483,-1,1,0,0,0,0,0,0,900.0
31,1997106891,3,6,2003/03/05,811,44,6,10,12,9,---,3.0,1,1,422,55.5,2,2000,2,125.5,37.8,484,3,1,0,0,0,0,0,0,3000.0
