,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
7,2015102374,3,7,2022/01/03,7815,45,6,11,13,14,22.7,8.0,0,5549,58.0,2,2100,4,135.4,39.5,481,13,0,0,0,0,0,0,0,400.0
8,2015102374,3,6,2021/11/07,7757,9,6,11,16,2,164.1,15.0,0,1034,56.0,2,1800,4,112.3,37.4,468,2,0,0,0,0,0,0,0,0.0
9,2015102374,3,6,2021/08/08,7665,2,5,11,14,12,98.8,13.0,0,1095,56.0,2,1700,4,105.9,38.2,466,-4,0,0,0,0,0,0,0,0.0
10,2015102374,3,6,2021/07/10,7636,2,4,11,14,11,16.0,6.0,0,1093,57.0,2,1700,3,104.6,38.2,470,0,0,0,0,0,0,0,0,0.0
11,2015102374,3,6,2021/04/18,7551,9,6,11,16,12,47.1,13.0,0,5203,56.0,2,1800,2,110.0,37.4,470,-8,0,0,0,0,0,0,0,0.0
