,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
4,2017101010,3,5,2022/06/29,7996,44,6,11.0,9,8,1.5,1.0,0,0,1126,57.0,2,2000,4,124.4,38.4,495,-5,1,0,0,0,1,0,0,800.0
5,2017101010,3,5,2022/05/21,7957,7,5,11.0,16,4,1.8,1.0,1,1,1126,59.0,2,1900,4,117.0,35.9,500,0,0,0,0,0,0,0,0,3856.7
6,2017101010,3,4,2021/12/05,7786,7,5,11.0,16,6,3.3,1.0,1,1,1126,57.0,2,1800,4,109.7,35.5,498,6,0,0,0,0,1,0,0,10340.2
7,2017101010,3,4,2021/11/03,7753,46,6,10.0,12,4,2.2,1.0,0,0,1126,57.0,2,2100,4,133.5,36.0,492,-5,0,0,0,0,1,0,0,800.0
8,2017101010,3,4,2021/06/30,7625,44,5,11.0,13,4,7.4,4.0,1,1,1126,57.0,2,2000,2,122.7,36.8,497,3,1,0,0,0,1,0,0,7000.0
3,2019104678,3,3,2022/09/28,8088,43,6,11.0,13,6,5.1,3.0,0,1,1014,54.0,2,1800,4,113.1,39.3,502,0,0,0,0,0,0,1,1,1225.0
4,2019104678,3,3,2022/02/20,7863,5,5,9.0,14,9,4.5,3.0,0,0,5212,56.0,2,1600,2,95.8,35.6,498,10,0,0,0,0,0,0,0,0.0
5,2019104678,3,2,2021/11/07,7757,9,6,9.0,13,13,7.2,4.0,1,1,732,55.0,2,1800,4,113.5,38.3,488,-6,0,0,0,0,0,0,0,1038.0
6,2019104678,3,2,2021/10/03,7722,7,6,4.0,10,3,9.3,5.0,1,1,732,55.0,2,1800,4,115.3,38.7,494,0,0,0,0,0,0,0,0,700.0
6,2019104245,3,3,2022/09/28,8088,43,6,11.0,13,12,2.2,1.0,0,0,1179,53.0,2,1800,4,113.7,39.1,491,3,0,0,0,0,0,1,1,350.0
