,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
8,2009100921,3,6,2015/01/28,5236,45,6,11.0,12,5,1.0,1,1,732,57,2,2100,2,136.9,39.4,507,6,0,0,0,0,1,0,0,6000.0
9,2009100921,3,5,2014/12/29,5206,44,5,10.0,16,6,1.7,1,1,732,57,2,2000,2,123.0,36.9,501,-7,1,0,0,0,1,0,0,7000.0
10,2009100921,3,5,2014/12/07,5184,7,6,11.0,16,8,5.9,2,1,732,57,2,1800,4,111.0,36.4,508,2,0,0,0,0,1,0,0,9740.2
11,2009100921,0,0,2014/11/03,5149,0,5,10.0,16,7,0,0,0,0,0,2,2000,2,0,36.3,0,0,0,0,0,0,1,0,0,720.0
12,2009100921,3,5,2014/02/23,4890,5,6,11.0,16,15,3.6,2,0,732,57,2,1600,4,96.1,35.1,506,0,0,0,0,0,1,0,0,3897.2
15,2010104098,3,5,2015/05/05,5337,43,6,11.0,10,5,3.7,3,0,666,57,2,1600,4,98.8,38.4,492,-2,0,0,0,0,1,0,0,600.0
16,2010104098,3,5,2015/03/11,5281,43,6,11.0,12,4,2.8,2,1,666,56,2,2400,1,153.6,39.5,494,11,0,0,0,0,0,1,1,3200.0
17,2010104098,3,4,2014/12/29,5206,44,5,10.0,16,2,14.0,5,0,5386,57,2,2000,2,125.2,38.7,483,-15,1,0,0,0,1,0,0,0.0
18,2010104098,3,4,2014/12/07,5184,7,6,11.0,16,3,12.1,6,0,5495,57,2,1800,4,112.9,38.1,498,5,0,0,0,0,1,0,0,0.0
19,2010104098,0,0,2014/11/03,5149,0,5,10.0,16,6,0,0,0,0,0,2,2000,2,0,35.7,0,0,0,0,0,0,1,0,0,1840.0
20,2011102947,3,4,2015/05/05,5337,43,6,11.0,10,6,19.8,5,0,5089,57,2,1600,4,97.9,37.7,525,-1,0,0,0,0,1,0,0,1200.0
21,2011102947,3,4,2015/02/22,5261,5,5,11.0,16,6,27.9,8,0,5299,57,2,1600,4,96.9,36.2,526,0,0,0,0,0,1,0,0,0.0
22,2011102947,3,4,2015/01/28,5236,45,6,11.0,12,1,13.5,2,0,5299,56,2,2100,2,138.2,40.6,526,-2,0,0,0,0,1,0,0,600.0
23,2011102947,3,3,2014/12/29,5206,44,5,10.0,16,12,43.0,6,0,5299,55,2,2000,2,124.4,37.7,528,-2,1,0,0,0,1,0,0,700.0
24,2011102947,3,3,2014/11/26,5172,44,3,11.0,15,1,1.3,1,0,5299,56,2,1800,1,113.7,40.0,530,6,1,0,0,0,0,0,0,65.0
25,2009105650,2,6,2015/05/20,5352,44,6,11.0,15,2,13.2,5.0,0,5299,57.0,2,2000,4,126.1,38.9,548,3,1,0,0,0,0,0,0,770.0
26,2009105650,2,6,2015/04/30,5331,47,6,10.0,10,2,1.4,1.0,0,5299,56.0,2,2500,4,166.3,38.7,545,6,0,0,0,0,0,0,0,0.0
