,horse_id,sex,age,date,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
12,2016103957,3,5,2021/12/29,44,6,9.0,15,13,225.1,12.0,0,1179,57.0,2,2000,4,126.3,39.2,502,0,1,0,0,0,1,0,0,0.0
13,2016103957,3,5,2021/08/08,2,5,11.0,14,14,124.9,14.0,0,5203,57.0,2,1700,4,106.7,38.7,502,1,0,0,0,0,0,0,0,0.0
14,2016103957,3,5,2021/07/20,35,6,10.0,13,11,5.5,3.0,0,5203,57.0,2,2000,4,127.8,39.4,501,-3,0,0,0,0,0,0,0,230.0
15,2016103957,3,5,2021/05/22,7,5,11.0,16,4,145.1,15.0,0,5203,57.0,2,1900,2,116.4,37.4,504,-2,0,0,0,0,0,0,0,0.0
6,2015102374,3,7,2022/02/02,45,6,11.0,13,8,141.9,10.0,0,5404,57.0,2,2100,4,137.9,41.1,480,-1,0,0,0,0,1,0,0,0.0
7,2015102374,3,7,2022/01/03,45,6,11.0,13,14,22.7,8.0,0,5549,58.0,2,2100,4,135.4,39.5,481,13,0,0,0,0,0,0,0,400.0
8,2015102374,3,6,2021/11/07,9,6,11.0,16,2,164.1,15.0,0,1034,56.0,2,1800,4,112.3,37.4,468,2,0,0,0,0,0,0,0,0.0
9,2015102374,3,6,2021/08/08,2,5,11.0,14,12,98.8,13.0,0,1095,56.0,2,1700,4,105.9,38.2,466,-4,0,0,0,0,0,0,0,0.0
10,2015102374,3,6,2021/07/10,2,4,11.0,14,11,16.0,6.0,0,1093,57.0,2,1700,3,104.6,38.2,470,0,0,0,0,0,0,0,0,0.0
9,2014109171,1,8,2022/02/02,45,6,11.0,13,12,23.7,5.0,0,5380,55.0,2,2100,4,138.1,42.1,525,1,0,0,0,0,1,0,0,0.0
10,2014109171,1,7,2021/12/01,43,6,11.0,14,4,2.7,1.0,0,5380,56.5,2,1800,1,111.5,39.4,524,3,0,0,0,0,0,0,0,735.0
11,2014109171,1,7,2021/11/03,46,5,8.0,12,2,4.3,3.0,0,5380,55.0,2,1500,4,93.9,38.7,521,-8,0,0,0,0,1,0,0,0.0
12,2014109171,1,7,2021/09/29,43,5,11.0,11,10,5.4,2.0,1,5380,54.0,2,1800,4,113.5,40.0,529,3,0,0,0,0,0,1,1,3200.0
13,2014109171,1,7,2021/08/31,45,5,11.0,13,2,1.6,1.0,1,5380,56.0,2,1600,4,100.3,38.1,526,4,0,0,0,0,0,0,0,1400.0
4,2014104332,3,8,2022/02/02,45,6,11.0,13,13,554.5,12.0,0,5399,57.0,2,2100,4,138.3,41.0,478,11,0,0,0,0,1,0,0,0.0
5,2014104332,3,7,2021/12/23,48,6,11.0,11,1,65.4,8.0,0,5328,56.0,2,2500,3,166.9,40.7,467,-20,0,0,0,0,0,1,1,384.0
6,2014104332,3,7,2021/10/11,45,6,11.0,12,12,6.3,4.0,0,5420,57.0,2,2100,4,138.1,40.0,487,-6,0,0,0,0,0,0,0,150.0
7,2014104332,3,7,2021/09/08,44,3,11.0,16,2,19.9,7.0,0,5420,56.0,2,2400,2,157.6,40.4,493,7,1,0,0,0,0,0,0,0.0
8,2014104332,3,7,2021/07/20,35,6,10.0,13,13,67.3,8.0,0,5559,54.0,2,2000,4,129.2,41.6,486,8,0,0,0,0,0,0,0,0.0
1,2013104055,3,9,2022/02/02,45,6,11.0,13,5,55.0,8.0,0,5524,57.0,2,2100,4,138.6,41.6,537,11,0,0,0,0,1,0,0,0.0
2,2013104055,3,8,2021/12/05,7,5,11.0,16,10,216.9,16.0,0,422,57.0,2,1800,4,112.1,37.4,526,3,0,0,0,0,1,0,0,0.0
3,2013104055,3,8,2021/11/03,46,6,10.0,12,8,47.3,7.0,0,422,57.0,2,2100,4,134.3,37.1,523,1,0,0,0,0,1,0,0,400.0
4,2013104055,3,8,2021/10/02,7,6,11.0,16,9,29.1,10.0,0,422,58.5,2,1900,4,119.5,39.3,522,-6,0,0,0,0,0,0,0,0.0
5,2013104055,3,8,2021/08/08,2,5,11.0,14,2,42.8,12.0,0,1180,58.0,2,1700,4,105.2,38.3,528,8,0,0,0,0,0,0,0,0.0
9,2015102249,3,7,2022/02/02,45,6,11.0,13,4,705.3,13.0,0,5001,57.0,2,2100,4,138.9,41.3,496,-9,0,0,0,0,1,0,0,0.0
10,2015102249,3,6,2021/09/20,44,6,8.0,8,5,72.1,6.0,0,655992,56.0,2,1800,3,116.2,39.1,505,0,1,0,0,0,0,0,0,0.0
11,2015102249,3,6,2021/09/09,44,5,11.0,13,9,137.0,13.0,0,5230,57.0,2,1800,1,117.4,40.6,505,2,1,0,0,0,0,0,0,0.0
12,2015102249,3,6,2021/08/20,44,6,11.0,13,9,182.0,13.0,0,5230,57.0,2,2000,3,128.8,39.2,503,0,1,0,0,0,0,0,0,0.0
13,2015102249,3,6,2021/08/04,44,6,11.0,12,6,94.4,12.0,0,5230,55.0,2,2400,4,157.9,40.3,503,3,1,0,0,0,0,0,0,0.0
