,horse_id,sex,age,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,horse_weight
17,2013109025,1,6,42,6,10.0,11,4,33.8,5.0,0,5299,57.0,2,2000,2,127.1,513
26,2015105608,1,4,42,6,10.0,11,11,43.9,7.0,0,5524,57.0,2,2000,2,127.7,460
23,2015102374,1,4,42,6,10.0,11,9,7.4,3.0,0,1093,57.0,2,2000,2,128.4,465
3,2014106448,2,5,42,6,10.0,11,7,15.9,4.0,0,1126,55.0,2,2000,2,128.6,502
4,2011104326,1,8,42,6,10.0,11,1,100.0,9.0,0,817,57.0,2,2000,2,130.0,472
2,2016104458,1,4,44,5,10.0,15,5,1.3,1.0,1,1088,57.0,2,2000,3,122.5,542
8,2015104273,1,5,44,5,10.0,15,1,4.9,2.0,1,5212,57.0,2,2000,3,123.0,453
6,2015104879,1,5,44,5,10.0,15,14,8.0,3.0,1,5339,57.0,2,2000,3,123.4,483
13,2016100981,1,4,44,5,10.0,15,11,109.1,9.0,0,5404,57.0,2,2000,3,124.0,468
18,2017105292,1,3,44,5,10.0,15,6,26.4,5.0,0,1163,55.0,2,2000,3,124.0,527
20,2016103957,1,4,44,5,10.0,15,13,35.1,6.0,0,5386,57.0,2,2000,3,124.2,497
10,2015102390,1,5,44,5,10.0,15,3,21.5,4.0,0,666,57.0,2,2000,3,124.3,510
18,2015105868,1,5,44,5,10.0,15,7,127.9,10.0,0,1116,57.0,2,2000,3,124.3,467
3,2010102446,3,10,44,5,10.0,15,8,73.6,8.0,0,5342,57.0,2,2000,3,124.3,477
9,2012104314,3,8,44,5,10.0,15,10,56.6,7.0,0,5524,57.0,2,2000,3,124.7,446
4,2012104019,1,8,44,5,10.0,15,12,705.6,14.0,0,5230,57.0,2,2000,3,125.3,535
11,2013104755,1,7,44,5,10.0,15,4,686.2,12.0,0,656087,57.0,2,2000,3,125.4,500
28,2015102946,1,5,44,5,10.0,15,15,691.3,13.0,0,817,57.0,2,2000,3,125.8,475
15,2012100627,1,8,44,5,10.0,15,2,234.4,11.0,0,1014,57.0,2,2000,3,126.1,489
34,2012104678,1,8,44,5,10.0,15,9,813.3,15.0,0,5443,57.0,2,2000,3,128.8,536
5,2016100981,1,5,46,6,10.0,12,7,13.9,6.0,1,5299,57.0,2,2100,4,133.1,460
4,2015104273,1,6,46,6,10.0,12,3,4.7,2.0,1,5212,57.0,2,2100,4,133.2,462
3,2015104879,1,6,46,6,10.0,12,1,5.6,3.0,1,5386,57.0,2,2100,4,133.4,484
7,2017101010,1,4,46,6,10.0,12,4,2.2,1.0,0,1126,57.0,2,2100,4,133.5,492
3,2013104055,1,8,46,6,10.0,12,8,47.3,7.0,0,422,57.0,2,2100,4,134.3,523
9,2016104163,1,5,46,6,10.0,12,9,6.7,5.0,0,5549,57.0,2,2100,4,134.5,536
11,2017105292,1,4,46,6,10.0,12,5,6.0,4.0,0,1170,57.0,2,2100,4,135.0,540
10,2015100122,1,6,46,6,10.0,12,11,168.8,8.0,0,5127,57.0,2,2100,4,135.1,506
7,2015103370,1,6,46,6,10.0,12,10,622.9,12.0,0,5560,57.0,2,2100,4,136.3,517
13,2017106443,1,4,46,6,10.0,12,6,368.2,9.0,0,655568,57.0,2,2100,4,136.7,550
15,2016101955,1,5,46,6,10.0,12,2,575.4,10.0,0,656120,57.0,2,2100,4,136.7,459
29,2017105956,1,4,46,6,10.0,12,12,595.0,11.0,0,655866,57.0,2,2100,4,137.4,486
3,2017101010,1,5,35,4,12.0,15,13,1.8,1.0,1,1126,57.0,2,2000,4,122.1,501
2,2019104678,1,3,35,4,12.0,15,4,4.4,2.0,1,1014,55.0,2,2000,4,122.5,501
5,2019104245,1,3,35,4,12.0,15,8,12.8,4.0,1,1179,55.0,2,2000,4,122.7,496
3,2018101012,1,4,35,4,12.0,15,9,36.3,8.0,0,666,57.0,2,2000,4,123.0,490
4,2017106404,1,5,35,4,12.0,15,6,5.7,3.0,0,1115,57.0,2,2000,4,123.3,504
7,2016101455,1,6,35,4,12.0,15,12,13.7,6.0,0,1088,57.0,2,2000,4,123.3,476
7,2019105656,1,3,35,4,12.0,15,11,13.3,5.0,0,1163,55.0,2,2000,4,123.7,537
7,2018104033,1,4,35,4,12.0,15,5,174.8,10.0,0,5399,57.0,2,2000,4,124.1,475
7,2018106265,1,4,35,4,12.0,15,1,154.1,9.0,0,5443,57.0,2,2000,4,124.2,526
6,2017102025,1,5,35,4,12.0,15,3,387.6,11.0,0,5294,57.0,2,2000,4,124.2,495
0,2014104735,1,8,35,4,12.0,15,7,24.0,7.0,0,5488,57.0,2,2000,4,124.6,536
12,2013101965,1,9,35,4,12.0,15,14,781.0,14.0,0,5380,57.0,2,2000,4,125.3,483
8,2016105316,1,6,35,4,12.0,15,2,487.4,12.0,0,5299,57.0,2,2000,4,126.1,463
9,2016103323,1,6,35,4,12.0,15,15,877.2,15.0,0,5490,57.0,2,2000,4,126.3,493
14,2017102571,2,5,35,4,12.0,15,10,775.5,13.0,0,655866,55.0,2,2000,4,128.1,477
14,2009100921,1,4,44,6,10.0,9,5,1.6,1.0,1,732,57.0,2,2000,4,126.6,501
12,2006106794,1,7,44,6,10.0,9,4,3.7,2.0,1,666,57.0,2,2000,4,126.9,514
15,2007100191,1,6,44,6,10.0,9,6,3.8,3.0,1,1034,57.0,2,2000,4,127.4,535
38,2010110052,1,3,44,6,10.0,9,9,48.4,5.0,0,1043,55.0,2,2000,4,127.7,537
18,2006106201,1,7,44,6,10.0,9,2,305.9,9.0,0,5443,57.0,2,2000,4,129.5,433
11,2008102944,1,5,44,6,10.0,9,7,8.1,4.0,0,5203,57.0,2,2000,4,129.6,503
14,2009102405,1,4,44,6,10.0,9,10,128.6,6.0,0,5488,57.0,2,2000,4,130.0,465
28,2006100953,2,7,44,6,10.0,9,1,212.9,8.0,0,5432,55.0,2,2000,4,130.2,452
2,2006103167,1,7,44,6,10.0,9,8,187.7,7.0,0,655845,57.0,2,2000,4,130.6,503
9,2009100921,1,5,44,5,10.0,16,6,1.7,1.0,1,732,57.0,2,2000,2,123.0,501
19,2010106548,1,4,44,5,10.0,16,7,4.1,2.0,1,1075,57.0,2,2000,2,123.8,527
12,2008101041,1,6,44,5,10.0,16,13,63.9,8.0,1,5352,57.0,2,2000,2,124.1,558
23,2011102947,1,3,44,5,10.0,16,12,43.0,6.0,0,5299,55.0,2,2000,2,124.4,528
8,2008102944,1,6,44,5,10.0,16,16,6.8,4.0,0,5203,57.0,2,2000,2,124.7,501
18,2007103394,1,7,44,5,10.0,16,9,526.6,14.0,0,426,57.0,2,2000,2,124.8,478
6,2006106794,1,8,44,5,10.0,16,14,6.6,3.0,0,666,57.0,2,2000,2,124.9,516
17,2010104098,1,4,44,5,10.0,16,2,14.0,5.0,0,5386,57.0,2,2000,2,125.2,483
9,2009102405,1,5,44,5,10.0,16,15,770.6,16.0,0,5488,57.0,2,2000,2,125.8,461
10,2005103453,1,9,44,5,10.0,16,8,604.3,15.0,0,5380,57.0,2,2000,2,126.0,536
2,2006106156,1,8,44,5,10.0,16,11,451.3,12.0,0,5411,57.0,2,2000,2,126.6,493
12,2008105433,1,6,44,5,10.0,16,5,153.0,9.0,0,1015,57.0,2,2000,2,126.7,526
12,2010103370,1,4,44,5,10.0,16,4,395.0,11.0,0,5199,57.0,2,2000,2,127.2,544
1,2006100953,2,8,44,5,10.0,16,3,522.5,13.0,0,655992,55.0,2,2000,2,127.6,449
97,2010100898,1,4,44,5,10.0,16,1,383.8,10.0,0,5089,57.0,2,2000,2,127.9,516
36,2010102446,3,5,44,6,10.0,14.0,5,3.9,3.0,1,1096,57.0,2,2000,4,123.0,473
4,2009100921,1,6,44,6,10.0,14.0,13,2.3,1.0,1,732,57.0,2,2000,4,123.3,502
0,2006106794,1,9,44,6,10.0,14.0,4,27.2,6.0,1,1018,57.0,2,2000,4,124.5,509
13,2010106548,1,5,44,6,10.0,14.0,11,2.7,2.0,0,666,57.0,2,2000,4,124.5,532
7,2009102179,1,6,44,6,10.0,14.0,1,19.2,5.0,0,1019,57.0,2,2000,4,124.6,530
15,2011102947,1,4,44,6,10.0,14.0,6,15.8,4.0,0,5089,57.0,2,2000,4,124.9,532
2,2007103864,1,8,44,6,10.0,14.0,10,133.9,8.0,0,5203,57.0,2,2000,4,125.0,495
5,2008101041,1,7,44,6,10.0,14.0,7,72.6,7.0,0,5352,57.0,2,2000,4,125.5,561
15,2010104996,1,5,44,6,10.0,14.0,8,193.5,10.0,0,5420,57.0,2,2000,4,125.6,578
19,2009105650,3,6,44,6,10.0,14.0,12,207.1,11.0,0,5299,57.0,2,2000,4,125.8,542
2,2009102405,1,6,44,6,10.0,14.0,2,144.5,9.0,0,5488,57.0,2,2000,4,126.2,466
4,2009103308,1,6,44,6,10.0,14.0,9,212.7,12.0,0,5540,57.0,2,2000,4,126.4,483
53,2009103120,2,6,44,6,10.0,14.0,14,471.0,14.0,0,5001,55.0,2,2000,4,129.4,432
5,2010100266,2,5,44,6,10.0,14.0,3,428.6,13.0,0,655992,55.0,2,2000,4,132.3,441
17,2012110098,1,4,44,6,10.0,14,11,16.3,5.0,1,422,57.0,2,2000,2,125.8,565
6,2010110078,1,6,44,6,10.0,14,8,1.6,1.0,1,666,57.0,2,2000,2,126.1,511
29,2010102446,3,6,44,6,10.0,14,14,4.0,2.0,1,1096,57.0,2,2000,2,126.1,475
29,2012104314,3,4,44,6,10.0,14,5,8.8,4.0,0,5339,57.0,2,2000,2,126.9,444
6,2010106548,1,6,44,6,10.0,14,2,5.4,3.0,0,5386,57.0,2,2000,2,127.5,545
14,2012101974,1,4,44,6,10.0,14,4,95.1,7.0,0,1075,57.0,2,2000,2,127.7,480
16,2011102128,1,5,44,6,10.0,14,9,94.3,6.0,0,1088,57.0,2,2000,2,127.9,459
10,2011102947,1,5,44,6,10.0,14,6,189.2,8.0,0,5299,57.0,2,2000,2,128.1,537
63,2013105190,1,3,44,6,10.0,14,7,410.7,9.0,0,5380,55.0,2,2000,2,130.4,511
12,2009104054,1,7,44,6,10.0,14,3,535.6,10.0,0,817,57.0,2,2000,2,130.6,541
10,2012106362,1,4,44,6,10.0,14,13,664.2,12.0,0,5352,57.0,2,2000,2,130.6,491
55,2008102828,3,8,44,6,10.0,14,10,703.9,14.0,0,5347,57.0,2,2000,2,131.3,444
10,2011102186,1,5,44,6,10.0,14,12,689.6,13.0,0,5074,57.0,2,2000,2,131.9,513
18,2010104087,3,6,44,6,10.0,14,1,551.7,11.0,0,5248,57.0,2,2000,2,135.4,511
0,2010106548,1,7,44,6,10.0,16,13,4.7,3.0,1,1075,57.0,2,2000,4,124.2,539
22,2010102446,3,7,44,6,10.0,16,3,4.0,2.0,1,1096,57.0,2,2000,4,124.8,479
21,2013104055,1,4,44,6,10.0,16,12,3.5,1.0,1,1014,57.0,2,2000,4,125.3,511
13,2012110098,1,5,44,6,10.0,16,5,12.6,6.0,0,422,57.0,2,2000,4,125.5,572
11,2013101999,1,4,44,6,10.0,16,15,22.9,8.0,0,5203,57.0,2,2000,4,125.6,512
18,2012101502,1,5,44,6,10.0,16,1,7.1,5.0,0,5212,57.0,2,2000,4,125.8,471
5,2010104916,1,7,44,6,10.0,16,10,5.9,4.0,0,1122,57.0,2,2000,4,125.9,507
28,2014104453,1,3,44,6,10.0,16,8,17.6,7.0,0,5342,55.0,2,2000,4,126.0,469
27,2013105053,1,4,44,6,10.0,16,2,199.1,9.0,0,5299,57.0,2,2000,4,126.8,531
40,2013104755,1,4,44,6,10.0,16,4,365.7,10.0,0,5399,57.0,2,2000,4,127.5,506
30,2013100291,1,4,44,6,10.0,16,7,544.6,11.0,0,5074,57.0,2,2000,4,128.0,493
3,2014106418,1,3,44,6,10.0,16,16,550.1,12.0,0,5199,55.0,2,2000,4,128.1,508
48,2013105190,1,4,44,6,10.0,16,9,611.7,13.0,0,5420,57.0,2,2000,4,128.6,511
15,2013101922,1,4,44,6,10.0,16,6,731.5,15.0,0,655967,57.0,2,2000,4,129.8,488
52,2009110017,3,8,44,6,10.0,16,11,700.4,14.0,0,5542,57.0,2,2000,4,129.9,497
0,2008102895,1,9,44,6,10.0,16,14,774.3,16.0,0,5553,57.0,2,2000,4,131.9,453
17,2015104273,1,3,44,6,10.0,16,5,3.7,3.0,1,5212,55.0,2,2000,4,125.9,448
8,2013106119,1,5,44,6,10.0,16,13,2.2,1.0,1,5339,57.0,2,2000,4,126.0,514
13,2013104055,1,5,44,6,10.0,16,2,2.8,2.0,1,1014,57.0,2,2000,4,126.3,514
16,2010102446,3,8,44,6,10.0,16,7,18.6,4.0,0,5404,57.0,2,2000,4,126.6,478
27,2015102979,1,3,44,6,10.0,16,6,19.4,5.0,0,5203,55.0,2,2000,4,126.6,459
8,2014104469,1,4,44,6,10.0,16,3,60.7,9.0,0,5492,57.0,2,2000,4,126.7,502
36,2015105608,1,3,44,6,10.0,16,12,603.2,11.0,0,5420,55.0,2,2000,4,127.1,458
9,2011102464,1,7,44,6,10.0,16,10,351.6,10.0,0,1085,57.0,2,2000,4,127.2,517
19,2015105676,1,3,44,6,10.0,16,4,47.5,7.0,0,5269,55.0,2,2000,4,128.1,504
5,2012110098,1,6,44,6,10.0,16,16,59.0,8.0,0,5575,57.0,2,2000,4,128.4,574
0,2010104098,1,8,44,6,10.0,16,11,32.9,6.0,0,5386,57.0,2,2000,4,129.3,498
47,2015102249,1,3,44,6,10.0,16,9,772.7,14.0,0,5522,55.0,2,2000,4,129.4,491
12,2011102489,1,7,44,6,10.0,16,15,999.9,15.0,0,5380,57.0,2,2000,4,129.6,540
69,2010105981,1,8,44,6,10.0,16,1,767.5,13.0,0,655845,57.0,2,2000,4,130.4,474
0,2014100688,1,4,44,6,10.0,16,14,999.9,16.0,0,655991,57.0,2,2000,4,137.3,483
11,2015104273,1,4,44,6,10.0,13,9,2.8,2.0,1,5212,57.0,2,2000,3,124.9,451
13,2012104314,3,7,44,6,10.0,13,10,29.8,5.0,1,5420,57.0,2,2000,3,125.1,443
14,2015105676,1,4,44,6,10.0,13,5,16.4,4.0,1,5269,57.0,2,2000,3,125.5,519
3,2013106119,1,6,44,6,10.0,13,12,2.3,1.0,0,5339,57.0,2,2000,3,125.6,523
21,2015102374,1,4,44,6,10.0,13,13,35.3,6.0,0,1088,57.0,2,2000,3,126.2,465
46,2014103477,1,5,44,6,10.0,13,6,381.0,9.0,0,1025,57.0,2,2000,3,126.7,481
9,2013100291,1,6,44,6,10.0,13,8,491.3,10.0,0,5524,57.0,2,2000,3,127.3,502
10,2013104055,1,6,44,6,10.0,13,2,3.4,3.0,0,5404,57.0,2,2000,3,128.1,520
23,2015110103,1,4,44,6,10.0,13,1,37.8,7.0,0,666,57.0,2,2000,3,128.3,506
21,2013105190,1,6,44,6,10.0,13,4,513.6,11.0,0,5342,57.0,2,2000,3,129.0,515
3,2013109093,1,6,44,6,10.0,13,3,523.4,12.0,0,5507,57.0,2,2000,3,129.7,505
7,2008200010,1,11,44,6,10.0,13,11,650.0,13.0,0,655967,57.0,2,2000,3,131.1,500
0,2013101999,1,6,44,6,10.0,13,7,74.7,8.0,0,5203,57.0,2,2000,3,132.3,519
7,2015104273,1,5,44,6,10.0,16,7,1.3,1.0,1,5212,57.0,2,2000,4,126.9,457
14,2016104163,1,4,44,6,10.0,16,14,38.3,9.0,1,5549,57.0,2,2000,4,126.9,541
6,2012104882,3,8,44,6,10.0,16,9,8.1,3.0,1,1093,57.0,2,2000,4,127.0,480
21,2014102787,1,6,44,6,10.0,16,4,84.3,11.0,0,1102,57.0,2,2000,4,127.0,534
12,2016100981,1,4,44,6,10.0,16,16,32.7,7.0,0,5404,57.0,2,2000,4,127.1,468
11,2017101010,1,3,44,6,10.0,16,1,18.2,4.0,0,1126,55.0,2,2000,4,127.1,490
6,2013103324,1,7,44,6,10.0,16,10,30.9,6.0,0,1163,57.0,2,2000,4,127.2,461
18,2016103957,1,4,44,6,10.0,16,2,68.9,10.0,0,5386,57.0,2,2000,4,127.3,503
8,2015105676,1,5,44,6,10.0,16,3,27.9,5.0,0,5269,57.0,2,2000,4,127.8,511
20,2015105608,1,5,44,6,10.0,16,6,90.6,12.0,0,5524,57.0,2,2000,4,127.8,473
7,2012104314,3,8,44,6,10.0,16,8,35.8,8.0,0,5380,57.0,2,2000,4,127.8,447
16,2017105292,1,3,44,6,10.0,16,5,7.0,2.0,0,1088,55.0,2,2000,4,128.4,530
25,2014100629,1,6,44,6,10.0,16,11,697.1,15.0,0,5286,57.0,2,2000,4,128.6,529
25,2015100106,1,5,44,6,10.0,16,12,518.0,13.0,0,5455,57.0,2,2000,4,128.7,465
18,2013105471,1,7,44,6,10.0,16,13,634.9,14.0,0,655991,57.0,2,2000,4,131.2,470
40,2014103284,1,6,44,6,10.0,16,15,779.7,16.0,0,655911,57.0,2,2000,4,132.1,469
3,2015104273,1,6,44,6,9.0,15,9,1.8,1.0,1,5212,57.0,2,2000,4,124.1,458
4,2014100656,1,7,44,6,9.0,15,12,5.7,3.0,1,1088,57.0,2,2000,4,124.2,483
1,2012104882,3,9,44,6,9.0,15,5,31.3,7.0,1,1093,57.0,2,2000,4,124.6,479
4,2016100981,1,5,44,6,9.0,15,11,5.6,2.0,0,5404,57.0,2,2000,4,124.6,466
3,2016102276,1,5,44,6,9.0,15,1,6.9,4.0,0,1163,57.0,2,2000,4,124.7,496
11,2014104259,3,7,44,6,9.0,15,3,12.3,5.0,0,1126,57.0,2,2000,4,124.7,479
3,2013105053,1,8,44,6,9.0,15,2,72.3,10.0,0,5524,57.0,2,2000,4,125.0,534
6,2014106474,1,7,44,6,9.0,15,15,48.0,8.0,0,1154,57.0,2,2000,4,125.9,527
12,2016103957,1,5,44,6,9.0,15,13,225.1,12.0,0,1179,57.0,2,2000,4,126.3,502
3,2012104314,3,9,44,6,9.0,15,8,27.6,6.0,0,5420,57.0,2,2000,4,126.4,454
18,2018105679,1,3,44,6,9.0,15,10,161.3,11.0,0,5549,55.0,2,2000,4,126.6,533
14,2014100629,1,7,44,6,9.0,15,14,478.8,15.0,0,5380,57.0,2,2000,4,126.9,533
14,2018103898,1,3,44,6,9.0,15,4,67.0,9.0,0,5618,55.0,2,2000,4,127.7,449
21,2014103284,1,7,44,6,9.0,15,7,357.1,14.0,0,5559,57.0,2,2000,4,131.8,482
5,2015103370,1,6,44,6,9.0,15,6,353.2,13.0,0,5560,57.0,2,2000,4,132.7,521
2,2017103843,1,5,44,6,9.0,14,6,4.3,2.0,1,1140,57.0,2,2000,4,125.0,523
4,2019101623,1,3,44,6,9.0,14,2,7.1,4.0,1,666,55.0,2,2000,4,125.3,516
3,2017106404,1,5,44,6,9.0,14,5,2.3,1.0,1,1115,57.0,2,2000,4,125.8,502
5,2017100988,1,5,44,6,9.0,14,10,5.2,3.0,0,732,57.0,2,2000,4,126.0,539
4,2017105395,1,5,44,6,9.0,14,3,17.4,6.0,0,5380,57.0,2,2000,4,126.1,491
1,2017100024,2,5,44,6,9.0,14,8,15.0,5.0,0,1170,55.0,2,2000,4,126.3,484
6,2018104021,1,4,44,6,9.0,14,14,32.5,8.0,0,5328,57.0,2,2000,4,126.5,509
3,2017103602,1,5,44,6,9.0,14,1,283.1,14.0,0,5365,57.0,2,2000,4,126.8,497
4,2019103502,1,3,44,6,9.0,14,11,135.3,11.0,0,5230,55.0,2,2000,4,126.8,512
3,2016104163,1,6,44,6,9.0,14,9,22.9,7.0,0,5404,57.0,2,2000,4,127.1,534
5,2017109038,1,5,44,6,9.0,14,4,215.3,13.0,0,5455,57.0,2,2000,4,127.4,486
1,2015104417,1,7,44,6,9.0,14,13,36.5,9.0,0,5203,57.0,2,2000,4,127.6,520
5,2016106602,1,6,44,6,9.0,14,7,168.9,12.0,0,655967,57.0,2,2000,4,127.7,511
2,2016105093,1,6,44,6,9.0,14,12,54.9,10.0,0,5488,57.0,2,2000,4,128.0,487
13,2016104163,1,5,45,5,11.0,10,1,6.4,4.0,1,5549,57.0,2,2100,2,134.9,541
6,2015104273,1,6,45,5,11.0,10,8,1.9,1.0,1,5212,57.0,2,2100,2,135.5,455
15,2017105292,1,4,45,5,11.0,10,4,5.0,3.0,1,1088,56.0,2,2100,2,135.6,529
8,2013105053,1,8,45,5,11.0,10,3,35.4,7.0,0,5524,57.0,2,2100,2,135.7,539
11,2016100981,1,5,45,5,11.0,10,6,16.5,5.0,0,5404,57.0,2,2100,2,136.1,469
9,2016102276,1,5,45,5,11.0,10,9,4.7,2.0,0,5339,57.0,2,2100,2,136.1,504
17,2016103957,1,5,45,5,11.0,10,7,36.1,8.0,0,1095,57.0,2,2100,2,137.8,509
5,2013103324,1,8,45,5,11.0,10,2,22.4,6.0,0,1163,57.0,2,2100,2,138.0,465
22,2010106550,3,11,45,5,11.0,10,5,616.9,10.0,0,655867,57.0,2,2100,2,142.5,477
1,2015104879,1,7,45,6,11.0,13,3,1.2,1.0,1,1088,57.0,2,2100,4,134.9,488
10,2014105850,3,8,45,6,11.0,13,1,85.1,9.0,1,5443,57.0,2,2100,4,135.8,505
7,2017105356,1,5,45,6,11.0,13,6,7.8,3.0,1,1170,57.0,2,2100,4,135.8,519
9,2018104059,1,4,45,6,11.0,13,2,40.3,7.0,0,1093,56.0,2,2100,4,135.9,508
7,2016104163,1,6,45,6,11.0,13,9,7.7,2.0,0,5549,57.0,2,2100,4,136.2,545
6,2017104867,1,5,45,6,11.0,13,10,17.7,4.0,0,5212,57.0,2,2100,4,137.0,494
11,2016103957,1,6,45,6,11.0,13,11,188.9,11.0,0,1179,57.0,2,2100,4,137.1,507
6,2015102374,1,7,45,6,11.0,13,8,141.9,10.0,0,5404,57.0,2,2100,4,137.9,480
9,2014109171,2,8,45,6,11.0,13,12,23.7,5.0,0,5380,55.0,2,2100,4,138.1,525
4,2014104332,1,8,45,6,11.0,13,13,554.5,12.0,0,5399,57.0,2,2100,4,138.3,478
1,2013104055,1,9,45,6,11.0,13,5,55.0,8.0,0,5524,57.0,2,2100,4,138.6,537
9,2015102249,1,7,45,6,11.0,13,4,705.3,13.0,0,5001,57.0,2,2100,4,138.9,496
1,2017103843,1,6,45,6,11.0,10,5,2.6,2.0,1,1140,57.0,2,2100,4,136.0,523
1,2017101010,1,6,45,6,11.0,10,3,2.0,1.0,1,1126,57.0,2,2100,4,136.1,493
4,2016105885,1,7,45,6,11.0,10,1,14.0,5.0,1,1152,57.0,2,2100,4,136.9,490
6,2017103942,2,6,45,6,11.0,10,7,50.2,7.0,0,689,55.0,2,2100,4,137.1,455
3,2017105395,1,6,45,6,11.0,10,10,39.8,6.0,0,5380,57.0,2,2100,4,138.0,490
5,2015104526,1,8,45,6,11.0,10,2,170.4,9.0,0,5230,57.0,2,2100,4,138.9,503
3,2019104245,1,4,45,6,11.0,10,4,6.3,3.0,0,1179,56.0,2,2100,4,139.0,502
3,2019101623,1,4,45,6,11.0,10,6,11.7,4.0,0,666,56.0,2,2100,4,139.3,522
3,2014105850,3,9,45,6,11.0,10,8,88.4,8.0,0,5443,57.0,2,2100,4,139.5,513
12,2018103756,1,5,45,6,11.0,10,9,374.1,10.0,0,5455,57.0,2,2100,4,140.5,546
