,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
0,2017103550,3,6,2023/07/12,8382,44,5,10,11,9,147.8,10.0,0,5630,55,2,1400,4,88.7,37.2,480,-1,1,0,0,0,0,0,0,0.0
1,2017103550,3,6,2023/06/27,8366,44,5,9,8,1,95.6,8.0,0,5630,55,2,1600,4,102.0,38.2,481,0,1,0,0,0,0,0,0,0.0
2,2017103550,3,6,2023/06/06,8345,44,3,10,15,7,54.1,9.0,0,5630,56,2,2000,2,129.8,38.9,481,2,1,0,0,0,0,0,0,0.0
3,2017103550,3,6,2023/05/22,8330,44,5,12,15,7,113.2,12.0,0,5630,56,2,1600,3,102.8,38.2,479,-2,1,0,0,0,0,0,0,0.0
4,2017103550,3,6,2023/05/08,8316,44,5,12,14,3,101.6,14.0,0,5630,56,2,1400,1,87.1,38.0,481,0,1,0,0,0,0,0,0,0.0
5,2017103550,3,6,2023/04/17,8294,44,6,11,15,15,166.5,14.0,0,5630,56,2,2000,2,130.4,42.2,481,-1,1,0,0,0,0,0,0,0.0
6,2017103550,3,6,2023/03/29,8275,44,3,12,12,5,139.2,12.0,0,5549,56,2,1200,2,73.6,37.9,482,-5,1,0,0,0,0,0,0,0.0
7,2017103550,3,6,2023/03/09,8255,44,6,12,16,2,225.2,16.0,0,656088,57,2,1800,4,117.0,39.5,487,-6,1,0,0,0,0,0,0,0.0
8,2017103550,3,6,2023/02/20,8235,44,6,11,11,1,100.8,11.0,0,5549,55,2,2000,4,132.0,38.3,493,-1,1,0,0,0,0,0,0,0.0
9,2017103550,3,6,2023/01/23,8207,44,5,12,14,13,63.8,12.0,0,5549,57,2,1800,4,116.6,40.5,494,3,1,0,0,0,0,0,0,0.0
10,2017103550,3,5,2022/12/29,8182,44,6,10,16,9,230.9,13.0,0,5559,55,2,1600,4,102.6,38.6,491,-3,1,0,0,0,0,0,0,0.0
11,2017103550,3,5,2022/12/07,8160,44,6,11,10,8,99.1,8.0,0,5399,56,2,1600,1,102.9,39.2,494,-3,1,0,0,0,0,0,0,0.0
12,2017103550,3,5,2022/11/18,8140,44,6,12,12,10,39.6,8.0,0,5399,57,2,1650,4,106.2,40.4,497,3,1,0,0,0,0,0,0,0.0
13,2017103550,3,5,2022/11/04,8126,44,6,10,12,3,40.2,8.0,0,5455,56,2,1600,4,102.1,40.2,494,-5,1,0,0,0,0,0,0,0.0
14,2017103550,3,5,2022/10/07,8098,44,3,10,13,12,30.0,8.0,0,5488,57,2,1600,1,103.6,40.8,499,26,1,0,0,0,0,0,0,0.0
