,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,アンティキティラ,牝3,54,多田羅誠,1:35.1,,4.9,2.0,495(-10),[地] 別府真司
1,2,2,2,コンビーノ,牝3,54,塚本征吾,1:35.4,1.1/2,8.7,5.0,437(+1),[地] 竹下直人
2,3,5,5,エコロクラージュ,牡3,56,吉村智洋,1:35.4,アタマ,1.9,1.0,476(+1),[地] 保利良平
3,4,8,12,ヒストリックノヴァ,牝3,54,渡辺竜也,1:35.9,2.1/2,7.2,4.0,491(-3),[地] 渡辺和雄
4,5,6,7,リンクスターツ,牡3,56,今井貴大,1:36.1,1,45.9,7.0,424(+8),[地] 榎屋充
5,6,8,11,サトミン,牝3,54,岡部誠,1:36.9,4,15.4,6.0,412(-7),[地] 角田輝也
6,7,1,1,レイジーウォリアー,牝3,54,丸野勝虎,1:37.2,1.1/2,46.3,8.0,463(+4),[地] 塚田隆男
7,8,7,9,バウチェイサー,牡3,56,笹田知宏,1:37.6,2,6.8,3.0,490(-5),[地] 新子雅司
8,9,6,8,スモークウォーター,セ3,56,藤原幹生,1:38.1,2.1/2,199.8,10.0,474(-1),[地] 角田輝也
9,10,7,10,パピタ,牡3,56,丹羽克輝,1:38.6,2.1/2,206.7,11.0,486(-2),[地] 錦見勇夫
10,11,3,3,ヘイシリン,牡3,56,加藤聡一,1:41.5,大,70.5,9.0,500(-3),[地] 坂口義幸
11,取,5,6,エムティアンジェ,牝3,54,栗原大河,,,---,,計不,[地] 佐藤茂
