,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,ドラゴンカントリー,牡7,56,町田直希,1:42.7,,14.5,6,515(+8),[地] 松浦裕之
1,2,5,8,シビックハート,牝4,54,笹川翼,1:43.2,2.1/2,3.1,1,443(+4),[地] 米田英世
2,3,8,14,ウマノジョー,牡3,55,矢野貴之,1:43.4,1.1/4,10.7,4,493(+3),[地] 渡辺和雄
3,4,5,9,ポッドシルビア,牝3,53,増田充宏,1:43.6,1,56.1,14,445(0),[地] 朝倉実
4,5,6,11,ドラゴンブラック,牡6,56,真島大輔,1:43.6,ハナ,5.9,3,479(+4),[地] 月岡健二
5,6,4,6,モンサンデューン,牡6,56,吉原寛人,1:43.7,クビ,14.4,5,475(-4),[地] 宗形竹見
6,7,1,1,レノン,牡5,56,本村直樹,1:44.0,1.1/2,40.4,11,452(-11),[地] 高岩孝敏
7,8,6,10,デルマサンダユウ,牡4,56,有年淳,1:44.1,1/2,44.1,12,480(-3),[地] 鈴木啓之
8,9,4,7,レイズユアハンズ,牡4,56,楢崎功祐,1:44.1,クビ,53.8,13,526(-10),[地] 井上弘之
9,10,2,2,ハーフブロード,牡6,54,保園翔也,1:44.2,1/2,26.7,10,474(-8),[地] 渡辺和雄
10,11,3,4,マラドーナスピン,牝3,53,山崎誠士,1:44.2,アタマ,18.2,8,502(+1),[地] 渡辺和雄
11,12,7,13,クートネイ,牝4,54,森泰斗,1:44.3,クビ,4.1,2,489(+1),[地] 久保田信
12,13,8,15,ミスアシング,牝5,54,坂井英光,1:44.4,1/2,15.4,7,460(+12),[地] 堀千亜樹
13,14,2,3,ファンタズミック,牡8,56,瀧川寿希,1:44.8,2,101.3,15,510(-12),[地] 福永敏
14,15,7,12,リコーマノア,セ5,56,赤岡修次,1:45.4,3,22.0,9,458(+1),[地] 荒山勝徳
