,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,セイントコレクター,牡3,56,坂井英光,1:34.5,,2.7,2,477(-20),[地] 八木仁
1,2,6,6,インフォーマー,牡3,56,拜原靖之,1:34.6,クビ,2.3,1,514(+4),[地] 深野塁
2,3,3,3,ディーエスソウル,牡3,56,郷間勇太,1:35.5,4,37.6,11,475(-10),[地] 高月賢一
3,4,8,10,ユメカイドウ,牡3,56,的場文男,1:36.4,4,16.8,6,454(-1),[地] 八木正喜
4,5,7,8,ヴィクトリーマイ,牝3,54,佐藤博紀,1:36.6,1,15.3,5,453(-2),[地] 田島寿一
5,6,2,2,リュボヴィ,牡3,56,本橋孝太,1:36.7,クビ,20.3,7,388(+2),[地] 内田勝義
6,7,1,1,リコーアイナハイナ,牝3,54,町田直希,1:36.9,1,10.0,4,430(-5),[地] 久保秀男
7,8,5,5,ドリームサミット,牡3,56,笹川翼,1:37.9,5,27.9,9,477(0),[地] 佐々木仁
8,9,6,7,ルヴェルテュール,牝3,54,金子正彦,1:38.0,1/2,22.3,8,473(+6),[地] 栗林信文
9,10,7,9,サーブルデエース,牝3,54,山崎誠士,1:38.5,2.1/2,9.1,3,450(-5),[地] 内田勝義
10,11,8,11,ブルーシャンハイ,牡3,56,藤江渉,1:39.5,5,29.7,10,508(-1),[地] 武井和実
