,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,ホウライエイブル,牡4,56,岡部誠,1:58.6,,1.1,1,416(0),[地] 藤ヶ崎一
1,2,2,2,ワイティタッチ,牡6,55,山本茜,2:00.1,7,12.6,4,440(+4),[地] 桜井今朝
2,3,5,5,マジックポー,牡7,56,安部幸夫,2:00.2,3/4,31.7,5,457(-12),[地] 今津博之
3,4,7,9,シーグランジャー,牡8,56,兒島真二,2:00.6,2,9.8,2,509(+4),[地] 斉藤弘光
4,5,5,6,モエレダンスクイン,牝6,53,阪野学,2:00.8,1,53.7,7,457(-14),[地] 山本功
5,6,6,8,ヴァーツラフ,セ7,56,加藤誓二,2:01.5,3,9.8,2,488(+5),[地] 原口次夫
6,7,8,11,イーストローレル,牡8,56,竹田吉秀,2:01.7,3/4,187.9,10,482(-2),[地] 塚田隆男
7,8,7,10,テラノハイトップ,牡8,56,宇都英樹,2:02.0,1.1/2,39.9,6,489(-1),[地] 荒巻透
8,9,4,4,ハクシンフリーダム,牡7,56,戸部尚実,2:03.6,8,77.4,8,460(-1),[地] 瀬戸口悟
9,10,8,12,ナリタバクシン,牡8,55,持原大志,2:03.9,1.1/2,263.1,12,496(+3),[地] 竹口勝利
10,11,1,1,ウイニングアーク,牡7,55,友森翔太,2:04.3,2,202.4,11,483(+4),[地] 安部弘一
11,12,3,3,ニシノクイック,牡6,56,柴田直樹,2:10.0,大,79.8,9,477(+3),[地] 坂口義幸
