,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,マヤノクレド,牡7,55,今井貴大,2:02.5,,1.7,1,503(-7),[地] 川西毅
1,2,1,1,ノゾミダイヤ,牡4,56,大畑雅章,2:02.8,1.1/2,7.2,3,495(+1),[地] 錦見勇夫
2,3,7,8,メモリージルバ,牡6,55,藤原良一,2:02.9,1/2,43.7,6,466(-9),[地] 塚田隆男
3,4,5,5,アップアンカー,牡5,56,安部幸夫,2:03.1,1.1/2,26.5,5,514(-4),[地] 原口次夫
4,5,3,3,ヤマニンシュワイエ,牝4,52,吉井友彦,2:03.2,1/2,9.2,4,500(+9),[地] 森山英雄
5,6,8,10,クワイアーソウル,牡7,54,佐藤友則,2:03.3,クビ,3.0,2,509(+1),[地] 尾島徹
6,7,4,4,トミシノドラゴン,牡6,54,東川公則,2:04.4,5,102.7,9,491(0),[地] 田口輝彦
7,8,8,9,ブルータンザナイト,牡6,54,花本正三,2:04.4,アタマ,100.2,8,557(-1),[地] 伊藤強一
8,9,7,7,ジャーサンプラーン,牝4,53,筒井勇介,2:04.4,クビ,53.3,7,440(+1),[地] 伊藤強一
9,10,6,6,ダノンミル,セ7,54,藤原幹生,2:05.3,4,127.6,10,475(+5),[地] 笹野博司
