,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ポリゴンウェイヴ,牡3,57,山口達弥,1:44.5,,3.1,1,475(-4),[地] 小久保智
1,2,7,10,ナイトオブバンド,牡3,57,森泰斗,1:44.7,3/4,19.1,6,506(-1),[地] 米谷康秀
2,3,2,2,ハセノゴールド,牡3,55,張田昂,1:44.8,1/2,5.0,3,490(+2),[地] 張田京
3,4,5,6,ライズゾーン,牡3,55,山崎誠士,1:45.0,3/4,75.8,10,452(+2),[地] 山崎尋美
4,5,4,5,チェルカトローヴァ,牡3,55,木間塚龍,1:45.5,2.1/2,11.5,5,485(+4),[地] 矢野義幸
5,6,1,1,オーマイグッネス,牡3,55,矢野貴之,1:45.7,1,5.1,4,456(-7),[地] 山田信大
6,7,6,8,ナガタエース,牡3,55,町田直希,1:45.7,クビ,57.8,9,483(-13),[地] 岩本洋
7,8,7,11,スカイアクロス,牡3,55,増田充宏,1:45.9,3/4,79.2,11,445(+6),[地] 山崎裕也
8,9,3,3,サムタイムアゴー,牡3,55,西啓太,1:46.8,4,99.9,12,442(-5),[地] 小久保智
9,10,5,7,コンプラドール,牡3,55,和田譲治,1:46.9,1/2,46.9,8,499(-19),[地] 鈴木義久
10,11,8,12,ハーピーレックス,牡3,55,藤本現暉,1:47.0,3/4,184.8,13,460(+8),[地] 武井和実
11,12,8,13,ゴールドラッドマン,牡3,55,笹川翼,1:48.2,6,3.4,2,534(+3),[地] 内田勝義
12,13,6,9,ブルグミューラー,牡3,55,本橋孝太,1:49.0,4,33.0,7,465(-3),[地] 小久保智
