,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ウォータープライド,牝3,54,兒島真二,1:43.0,,4.5,3,438(+12),[地] 塚田隆男
1,2,8,11,ピッチシフター,牝3,54,阪野学,1:43.6,3,2.2,1,428(+10),[地] 川西毅
2,3,5,6,アラマサシャープ,牝3,54,赤岡修次,1:44.0,2,25.2,6,397(-2),[地] 別府真司
3,4,2,2,ユーセイクインサー,牝3,54,今井貴大,1:44.5,2.1/2,2.4,2,438(+2),[地] 倉地学
4,5,8,12,エガオデコタエテ,牝3,54,岡部誠,1:45.2,3,16.3,4,423(+3),[地] 宮本仁
5,6,6,8,ハイパーエンジェル,牝3,54,吉田晃浩,1:45.4,1.1/2,217.1,12,427(+5),[地] 佐藤茂
6,7,4,4,ラブミージェームス,牝3,54,戸部尚実,1:45.6,1,32.9,7,461(+8),[地] 川西毅
7,8,7,9,ナデシコウイン,牝3,54,佐藤友則,1:45.7,3/4,41.9,8,432(+10),[地] 笹野博司
8,9,6,7,ホウライブルー,牝3,54,柿原翔,1:46.0,1.1/2,109.7,9,421(+6),[地] 藤ヶ崎一
9,10,3,3,アイビスティ,牝3,54,小山信行,1:46.6,3,20.4,5,431(+4),[地] 瀬戸口悟
10,11,5,5,アンデス,牝3,54,丸野勝虎,1:47.7,5,196.6,11,421(+7),[地] 倉地学
11,12,7,10,ニシキオンファイア,牝3,54,大畑雅章,1:48.7,5,182.8,10,432(+1),[地] 錦見勇夫
