,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,ナイキアディライト,牡7,58,内田博幸,1:26.9,,1.1,1,472(+2),[地] 川島正行
1,2,5,5,ブルーローレンス,牡6,58,戸崎圭太,1:27.0,3/4,11.6,3,496(0),[地] 足立勝久
2,3,8,10,シルヴァーゼット,牡6,58,的場直之,1:27.1,クビ,10.7,2,498(0),[地] 高橋三郎
3,4,6,7,ノムラリューオー,牡8,58,坂井英光,1:27.9,4,130.3,9,527(+3),[地] 石井勝男
4,5,4,4,マルカカイゼル,牡8,58,金子正彦,1:27.9,アタマ,182.7,10,455(-3),[地] 冨田藤男
5,6,2,2,モエレフェニックス,牡5,54,森下博,1:28.0,3/4,36.0,7,458(-1),[地] 河津裕昭
6,7,1,1,ネイティヴハート,牡9,58,今野忠成,1:28.2,1.1/2,63.1,8,501(0),[地] 坂本昇
7,8,6,6,フォースキック,牡9,58,山口竜一,1:28.7,2.1/2,29.5,6,510(+3),[地] 玉井昇
8,9,8,11,ナイトスクール,牡5,56,山田信大,1:28.7,ハナ,28.3,5,508(+8),[地] 坂本昇
9,10,7,9,メイホウホップ,牡4,56,繁田健一,1:28.7,ハナ,20.2,4,493(+10),[地] 森勇
10,11,3,3,メンタルシャウト,牡8,54,本多正賢,1:28.8,1/2,189.8,11,496(0),[地] 宮下貴明
