,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,コスモリーディング,牡3,53,松永幹夫,1:12.6,,3.3,2,426(0),[西] 中村均
1,2,5,5,トーセンエキコ,牝3,53,岡部幸雄,1:13.0,2.1/2,15.3,5,454(0),[東] 勢司和浩
2,3,6,7,ユウワンダンサー,牝3,53,吉田豊,1:13.6,3.1/2,11.2,4,478(-10),[東] 高橋裕
3,4,5,6,ナナコフレスコ,牝3,53,千田輝彦,1:13.9,1.3/4,37.4,7,464(-6),[東] 栗田博憲
4,5,8,11,マイネアウローラ,牝3,53,岩部純二,1:14.3,2.1/2,28.2,6,432(-4),[東] 上原博之
5,6,2,2,ファーストドウター,牝3,53,青木芳之,1:14.6,2,96.5,10,436(+6),[東] 中野栄治
6,7,4,4,トウショウダンディ,牡3,53,上村洋行,1:14.6,クビ,120.1,11,470(+6),[西] 鶴留明雄
7,8,6,8,オレンジブロッサム,牝3,53,横山典弘,1:14.7,1/2,1.8,1,426(+16),[西] 伊藤雄二
8,9,7,10,アイドルソング,牝3,50,小林慎一,1:14.8,クビ,123.4,12,422(+6),[西] 浜田光正
9,10,8,12,ネオプロスペクター,牡3,53,小池隆生,1:15.2,2.1/2,83.1,9,458(-4),[西] 大根田裕
10,11,1,1,ムガムチュウ,牡3,53,藤田伸二,1:15.2,ハナ,76.1,8,500(-10),[西] 清水出美
11,12,3,3,マイネルレガリア,牡3,53,木幡初広,1:16.3,7,8.1,3,470(+4),[東] 矢野進
