,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ロードロックスター,牡3,56,幸英明,1:48.0,,4.9,3,492(+6),[西] 池江泰郎
1,2,6,9,スリーロールス,牡3,56,浜中俊,1:48.2,1.1/2,2.9,1,490(-6),[西] 武宏平
2,3,6,8,トップゾーン,牡3,56,藤岡佑介,1:48.6,2.1/2,12.1,5,454(0),[西] 境直行
3,4,8,13,ラルーチェ,牝3,54,秋山真一,1:48.6,アタマ,17.7,8,486(+6),[西] 平田修
4,5,3,3,プルシアンオリーブ,牡3,56,鮫島良太,1:48.8,1.1/2,8.4,4,490(-2),[西] 松田国英
5,6,7,11,フェイズシフト,牝3,54,和田竜二,1:49.1,1.3/4,4.5,2,444(+4),[西] 服部利之
6,7,4,5,テスタマッタ,牡3,56,上村洋行,1:49.1,アタマ,13.6,6,496(+8),[西] 村山明
7,8,2,2,ナムラタイシ,牡3,56,田中克典,1:49.2,3/4,96.9,11,432(0),[西] 松永昌博
8,9,7,10,アドマイヤアゲイン,牡3,56,小牧太,1:49.4,1.1/4,22.8,9,468(+8),[西] 松田博資
9,10,1,1,ジャングルストーン,牡3,56,池添謙一,1:49.5,1/2,16.0,7,448(+6),[西] 崎山博樹
10,11,8,12,トキノヤマトボシ,牡3,56,柴原央明,1:49.7,1.1/4,47.7,10,460(+4),[西] 昆貢
11,12,5,6,ギガブレイク,牡3,56,熊沢重文,1:49.9,1.1/2,146.5,12,510(0),[西] 北出成人
12,13,5,7,トウホクビジン,牝3,54,安部幸夫,1:51.1,7,169.6,13,418(-3),[地] 山中輝久
