,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,ロンドンアイ,牡5,57,御神本訓,1:39.6,,2.0,2,542(+4),[地] 長谷川茂
1,2,7,11,メイショウパーシー,牡5,55,町田直希,1:39.6,クビ,10.1,3,493(-2),[地] 鈴木義久
2,3,7,12,アメイジア,牡4,57,和田譲治,1:39.7,1/2,160.2,13,532(-7),[地] 坂本昇
3,4,4,5,エスケイロード,牡4,55,張田京,1:40.0,1.1/2,32.4,6,483(-2),[地] 山浦武
4,5,8,13,ビクトリースガ,牡7,57,伊藤裕人,1:40.0,ハナ,24.8,5,510(-2),[地] 秋山重美
5,6,6,9,ハバナマティーニ,牡6,55,杉村一樹,1:40.1,1/2,119.5,12,509(-2),[地] 池田孝
6,7,6,10,イーサンヘイロー,牡4,55,山崎誠士,1:40.2,3/4,22.5,4,497(-6),[地] 川島正行
7,8,8,14,シツジツゴウケン,牡8,57,繁田健一,1:40.5,1.1/2,201.5,14,503(-3),[地] 内田勝義
8,9,5,7,ウインペンタゴン,牡8,57,丹内祐次,1:40.7,3/4,49.3,8,495(+4),[地] 河津裕昭
9,10,3,3,キタサンオーゴン,牡4,55,石崎駿,1:40.8,1/2,108.2,11,461(+1),[地] 佐藤賢二
10,11,4,6,ドラゴンキラリ,牡7,57,森泰斗,1:40.9,クビ,102.2,9,499(-6),[地] 柿本政男
11,12,1,1,ポイントプラス,牡5,55,左海誠二,1:41.9,5,1.9,1,507(-1),[地] 林正人
12,13,2,2,シャイニングアワー,牡9,57,坂井英光,1:42.2,1.1/2,45.2,7,493(-1),[地] 福永敏
13,14,5,8,コテキタイ,牝5,55,本橋孝太,1:42.4,1,107.4,10,471(+7),[地] 内田勝義
