,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,タイガーチャージ,牡9,55,中越豊光,1:47.9,,---,1,471(-6),[地] 川野勇馬
1,2,6,7,セノエタイヨー,牡9,55,中西達也,1:47.9,ハナ,---,2,466(0),[地] 細川忠義
2,3,1,1,ジョイフライト,牡7,55,古川文貴,1:48.7,4,---,3,496(0),[地] 雑賀秀介
3,4,6,6,キングカイザー,牡7,55,西川敏弘,1:49.1,2,---,5,496(+4),[地] 谷力
4,5,8,11,ゲイリージェミニ,セ8,55,上田将司,1:49.1,クビ,---,8,414(-2),[地] 国沢輝幸
5,6,8,10,アンダーレインボー,牡8,55,明神繁正,1:49.3,1,---,7,462(-5),[地] 別府真司
6,7,3,3,シャーペンアイル,牡10,55,倉兼育康,1:49.8,2.1/2,---,4,470(0),[地] 松下博昭
7,8,5,5,ボーリングマシン,牡5,55,西内忍,1:49.9,1/2,---,8,469(-1),[地] 田中譲二
8,9,4,4,マサシンゲキ,牡7,55,鷹野宏史,1:50.0,クビ,---,10,464(-2),[地] 工藤英嗣
9,10,7,9,ジョウシュウダイナ,牡8,55,緒方洋介,1:51.6,8,---,6,466(-3),[地] 雑賀正光
10,11,7,8,ユキジョウ,牝6,54,宮川実,1:52.6,5,---,10,478(+7),[地] 平和人
