,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,12,ウエノマルクン,牡5,56,鈴木啓之,1:52.9,,---,4,447(+4),[地] 岡部盛雄
1,2,3,5,ストロングゲット,牡6,56,柏木健宏,1:53.2,1.1/2,---,7,474(+4),[地] 赤嶺本浩
2,3,8,15,シルクビート,牡3,54,的場文男,1:53.2,クビ,---,3,458(+6),[地] 矢作和人
3,4,4,6,マルカカイゼル,牡5,54,真島大輔,1:53.4,1,---,9,464(-3),[地] 田中康弘
4,5,6,11,ファイブビーンズ,牡7,56,左海誠二,1:53.5,クビ,---,5,515(+11),[地] 熊坂光広
5,6,6,10,ブルーオオマサ,牡6,56,山田信大,1:53.6,3/4,---,10,502(-1),[地] 大山一男
6,7,5,9,スピニングアロー,牡6,56,張田京,1:53.6,アタマ,---,11,498(+2),[地] 三坂盛雄
7,8,1,1,マキノヒット,牡6,54,戸崎圭太,1:54.0,2,---,6,502(0),[地] 香取和孝
8,9,2,2,イシノプライマシー,牡5,54,内田博幸,1:54.1,1/2,---,1,451(-5),[地] 村上頼章
9,10,2,3,バトルウインロード,牡7,54,石崎駿,1:54.1,アタマ,---,8,447(+2),[地] 栗田泰昌
10,11,5,8,リワードゲイン,牡6,56,石崎隆之,1:54.2,3/4,---,2,553(+2),[地] 太田進
11,12,4,7,パワーズフォンテン,牡8,56,御神本訓,1:54.6,2,---,14,490(-8),[地] 山田秀太
12,13,3,4,コマノブリザード,牡6,54,酒井忍,1:54.8,1,---,15,503(-6),[地] 辻野豊
13,14,7,13,ダイワボンバー,牡5,56,今野忠成,1:55.1,1.1/2,---,12,512(+6),[地] 佐藤寿
14,15,8,14,アルスパルパドー,牡5,54,桑島孝春,1:56.7,8,---,13,492(+1),[地] 飯野文明
