,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,トーホウサターン,牡5,56,安部幸夫,1:30.8,,2.9,1,491(-2),[地] 原口次夫
1,2,3,3,レッドフェアリー,牡5,56,柿原翔,1:30.8,ハナ,5.0,4,486(+7),[地] 藤ヶ崎一
2,3,8,11,ハヌルソンムル,牡5,54,木之前葵,1:31.1,1.1/2,3.0,2,452(+2),[地] 錦見勇夫
3,4,8,10,ナムラガンリュウ,牡5,56,大畑雅章,1:32.1,5,5.0,3,516(-1),[地] 今津勝之
4,5,2,2,ユーセイクインサー,牝4,54,今井貴大,1:32.4,1.1/2,105.7,8,421(+1),[地] 倉地学
5,6,6,7,ナムラシンシン,牝5,54,山田祥雄,1:32.8,2,45.3,6,450(-2),[地] 藤ヶ崎一
6,7,7,9,タケデンザビエル,牝5,54,横井将人,1:32.9,3/4,140.9,10,487(-7),[地] 新山広道
7,8,6,6,アイビスティ,牝4,54,小山信行,1:33.0,クビ,5.2,5,433(+1),[地] 瀬戸口悟
8,9,1,1,ミスグロリアス,牝6,52,山下雅之,1:33.7,3,105.7,8,430(+1),[地] 安部弘一
9,10,5,5,ジュウワンブライト,牝5,54,友森翔太,1:34.0,1.1/2,140.9,10,427(0),[地] 安部弘一
10,11,4,4,ファーストベット,牡7,56,島崎和也,1:34.6,3,101.5,7,499(-7),[地] 小森勝政
