,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,トーセンウォーリア,牡2,54,左海誠二,1:30.5,,4.2,2,498(+4),[地] 小久保智
1,2,2,2,ジョエル,牡2,54,張田昂,1:32.1,8,1.4,1,506(+2),[地] 張田京
2,3,5,5,シナノキンタロー,牡2,54,山崎誠士,1:33.2,5,32.4,6,450(-10),[地] 鈴木義久
3,4,8,11,トーセンダーウィン,牡2,54,藤本現暉,1:33.5,1.1/2,43.5,7,479(-3),[地] 高野毅
4,5,6,6,ホウヨウクリスタル,牡2,54,楢崎功祐,1:33.5,クビ,22.4,4,494(+8),[地] 藤原智行
5,6,4,4,レコパントモチャン,牝2,54,内田利雄,1:34.8,6,89.8,8,503(+1),[地] 箕輪武
6,7,8,10,コンモートフーガ,牡2,54,森泰斗,1:34.9,1/2,5.9,3,478(-1),[地] 斉藤敏
7,8,7,9,クマサンニデアッタ,牝2,54,繁田健一,1:36.0,5,23.9,5,451(+7),[地] 宇野木博
8,9,7,8,シェヴン,牝2,51,篠谷葵,1:36.1,1/2,213.5,10,435(+3),[地] 武井和実
9,10,6,7,ベアレディ,牝2,54,町田直希,1:37.1,5,148.8,9,484(+10),[地] 鈴木義久
10,11,3,3,サーファーガール,牝2,51,古岡勇樹,1:39.6,大,302.3,11,407(+3),[地] 田島寿一
