,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,ナムラアンカー,牡4,56,中川雅之,1:35.5,,9.4,2.0,503(+4),[地] 菅原欣也
1,2,7,8,クレイアートビュン,牡7,58,吉田晃浩,1:35.9,2,17.1,4.0,463(+1),[地] 佐藤茂
2,3,4,4,ホーリーカップ,牡6,56,平瀬城久,1:36.2,1.1/2,26.0,6.0,468(+2),[地] 黒木豊
3,4,6,7,ゴールデンライフ,牡4,56,米倉知,1:36.3,1/2,24.7,5.0,476(-4),[地] 宗綱泰彦
4,5,1,1,マイネルトラヴェル,牡8,56,吉原寛人,1:36.5,1,1.0,1.0,506(0),[地] 金田一昌
5,6,6,6,ゲイリーアイトーン,セ9,56,藤田弘治,1:37.5,5,78.0,7.0,550(+3),[地] 高橋俊之
6,7,2,2,サムソンリンリン,牡11,56,畑中信司,1:37.6,1/2,233.8,9.0,444(0),[地] 金田一昌
7,8,5,5,ゴールデンミション,牡7,56,加藤和義,1:37.6,ハナ,14.7,3.0,527(+1),[地] 鷹尾雄治
8,9,3,3,ストロングアクシス,セ6,56,堀場裕充,1:38.5,4,311.7,10.0,496(+2),[地] 加藤和宏
9,10,7,9,ハートフルボディ,牝4,54,松戸政也,1:38.7,1,116.9,8.0,474(-4),[地] 田嶋弘幸
10,除,8,10,キタイセユニバース,牡5,56,桑野等,,,---,,430(+2),[地] 鈴木正也
