,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,4,アベニンプレジャー,牡4,57,坂井英光,1:54.2,,1.7,1,513(+1),[地] 荒山勝徳
1,2,3,6,ブレットザキング,牡5,55,石崎駿,1:54.2,クビ,11.7,5,512(+1),[地] 久保與造
2,3,4,8,ネコイッチョクセン,牡3,55,和田譲治,1:54.5,1.1/2,6.9,2,508(0),[地] 寺田新太
3,4,7,13,ヴェリーハード,牡7,57,本橋孝太,1:54.5,クビ,8.4,4,507(+2),[地] 秋吉和美
4,5,4,7,ダイヤモンドダンス,牡4,57,森泰斗,1:54.7,1.1/4,12.9,6,500(+5),[地] 堀千亜樹
5,6,7,14,ハブアストロール,牡3,55,真島大輔,1:54.7,アタマ,99.7,14,521(+1),[地] 森下淳平
6,7,2,3,テープカット,牡6,56,笹川翼,1:54.9,3/4,67.3,10,468(-1),[地] 辻野豊
7,8,1,2,ブラックワード,牡3,55,楢崎功祐,1:55.4,2.1/2,76.6,11,520(-3),[地] 沢佳宏
8,9,5,9,ボスイモン,牡5,57,町田直希,1:55.9,2.1/2,18.1,7,471(0),[地] 栗田泰昌
9,10,5,10,コスモナダル,牡7,57,山崎誠士,1:56.0,1/2,47.9,9,471(-1),[地] 高月賢一
10,11,3,5,カムリ,牡4,57,柏木健宏,1:56.1,1/2,91.1,12,511(0),[地] 高岩孝敏
11,12,6,12,コスモマハトマ,牡6,57,今野忠成,1:56.3,3/4,26.5,8,494(-2),[地] 宗形竹見
12,13,8,16,トーセンパワフル,牡3,57,張田京,1:56.4,1/2,7.5,3,518(+2),[地] 橋本和馬
13,14,8,15,カシマリュウジン,牡6,57,左海誠二,1:57.2,4,94.2,13,490(-9),[地] 沢佳宏
14,15,6,11,ジョーシンドバッド,牡7,57,見沢譲治,1:57.7,2.1/2,196.2,16,502(-3),[地] 小久保智
15,16,1,1,ツヨガリ,牡8,57,達城龍次,1:58.6,4,133.1,15,502(-3),[地] 米田英世
