,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,デスペハード,牡4,55,安部幸夫,1:58.0,,---,2,529(+12),[地] 角田輝也
1,2,3,3,ウイニングウインド,牡4,52,山本茜,1:58.7,3,---,3,491(0),[地] 原口次夫
2,3,5,5,コーリンヴァリウス,牡3,55,大畑雅章,1:58.8,1/2,---,1,474(+7),[地] 錦見勇夫
3,4,8,10,フジセレージャ,牝5,53,兒島真二,1:59.0,1,---,6,483(0),[地] 塚田隆男
4,5,7,7,イッコートレジャー,牡3,55,竹下太,1:59.1,1/2,---,9,495(+7),[地] 岩田幸一
5,6,1,1,ナンゴクタイヨウ,牡5,55,浜口楠彦,1:59.7,3,---,5,486(0),[地] 井手上慎
6,7,4,4,ノボリダイナミック,牡4,55,宇都英樹,2:00.3,3,---,7,484(0),[地] 瀬戸口悟
7,8,7,8,バラシング,牝5,53,丸野勝虎,2:01.7,7,---,4,513(+5),[地] 瀬戸口悟
8,9,8,9,ライブリエンジェル,牝5,53,柴田直樹,2:02.1,2,---,8,440(+1),[地] 山内和明
9,10,2,2,ウォーターディーバ,牝6,53,清家義徳,2:02.7,3,---,10,447(+1),[地] 塚田隆男
