,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ビックトップラン,牡3,54,佐藤隆,1:42.1,,---,12,482(+9),[地] 柿本政義
1,2,5,6,ツガルワールド,牡3,54,張田京,1:42.1,クビ,---,4,450(-4),[地] 阿井正雄
2,3,7,10,パイ,牡3,55,野崎武司,1:42.4,1.1/2,---,7,429(-1),[地] 中村護
3,4,8,11,ピーエムウェーヴ,牡3,54,佐藤祐樹,1:42.6,1,---,6,517(-2),[地] 波多野高
4,5,1,1,ベルモントオリーブ,牝3,54,石崎隆之,1:42.6,ハナ,---,2,493(+8),[地] 出川克己
5,6,3,3,ロイヤルサンデー,牡3,54,桑島孝春,1:42.7,1/2,---,1,505(-15),[地] 鈴木敏一
6,7,6,7,スローンブラン,牡3,56,鈴木啓之,1:42.8,1/2,---,5,502(+1),[地] 高橋三郎
7,8,6,8,タツノパラダイス,牝3,54,Ｋ．デザ,1:42.9,3/4,---,3,462(+8),[地] 川島正行
8,9,2,2,ノーザンチャンプ,牡3,54,内田博幸,1:42.9,アタマ,---,8,438(-2),[地] 中村護
9,10,7,9,カミカゼアミー,牡3,54,山中尊徳,1:43.6,3,---,11,508(-1),[地] 金沢豊
10,11,8,12,エンデバー,牡3,54,石井勝男,1:43.7,クビ,---,9,460(-4),[地] 函館喜弘
11,12,5,5,トサノケントー,牡3,55,的場文男,1:46.2,大,---,10,458(+1),[地] 田中美義
