,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ネクサスエッジ,牝3,53,柴田勇真,1:50.6,,3.5,2,473(-2),[地] 中川雅之
1,2,4,4,サノノカガヤキ,牡7,56,米倉知,1:51.2,3,1.8,1,504(+5),[地] 加藤和宏
2,3,3,3,シップーコウライ,牡8,54,兼子千央,1:51.2,アタマ,67.1,7,500(0),[地] 鈴木正也
3,4,7,7,キングワールド,牡3,55,松戸政也,1:51.4,1,17.7,5,461(+6),[地] 金田一昌
4,5,1,1,サンドプラチナ,牡7,56,吉原寛人,1:51.4,ハナ,5.7,3,514(-6),[地] 金田一昌
5,6,8,10,デルマシャンティ,牡4,56,中島龍也,1:51.4,クビ,18.8,6,528(-1),[地] 金田一昌
6,7,7,8,エイシンクウカイ,牡6,56,藤田弘治,1:52.8,7,73.0,8,469(-2),[地] 高橋俊之
7,8,2,2,マイネルリボーン,牡10,56,吉田晃浩,1:53.6,4,278.3,10,480(+3),[地] 高橋俊之
8,9,5,5,オーミサルーテ,牡4,56,青柳正義,1:53.6,クビ,9.4,4,508(+7),[地] 鈴木正也
9,10,6,6,コチョウジュニア,牡4,56,田知弘久,1:54.3,3,155.3,9,457(-6),[地] 加藤和義
