,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,クリスザブレイヴ,牡7,57,吉田豊,2:00.3,,1.5,1,444(0),[東] 秋山雅一
1,2,1,1,ビッグバイキング,牡5,55,ペリエ,2:00.6,2,6.2,2,466(-4),[西] 白井寿昭
2,3,4,4,サクラナミキオー,牡6,56,田中剛,2:00.6,ハナ,11.3,4,498(-2),[東] 小島太
3,4,7,8,アメリカンボス,牡6,57,江田照男,2:00.7,3/4,18.0,7,486(+14),[東] 田子冬樹
4,5,6,6,サクセスエナジー,牡5,55,石崎隆之,2:01.2,3,17.2,6,470(-4),[西] 山内研二
5,6,8,10,マリアジュダムール,牡7,56,柴田善臣,2:01.4,1.1/4,7.5,3,474(+2),[東] 畠山重則
6,7,3,3,マイネエルザ,牝6,54,岡部幸雄,2:01.4,クビ,12.7,5,418(0),[西] 中村均
7,8,2,2,カネトシガバナー,牡6,58,的場均,2:01.4,ハナ,62.6,9,494(0),[西] 野村彰彦
8,9,7,9,ミラクルタイム,牡6,57,後藤浩輝,2:01.6,1,52.8,8,456(-12),[東] 前田禎
9,10,8,11,ニシノダイオー,牡9,57,横山典弘,2:02.4,5,102.3,10,540(-14),[西] 松田正弘
10,11,5,5,アールニセイ,牡8,56,横山義行,2:03.1,4,342.6,11,508(-4),[東] 大久保洋
