,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,15,ノースソルジャー,牡5,57,繁田健一,1:41.3,,5.5,3,502(+7),[地] 米田英世
1,2,6,12,シラヤマヒメ,牝5,55,坂井英光,1:41.5,1.1/4,31.8,11,514(-3),[地] 鷹見浩
2,3,7,13,ヴェリーハード,牡8,57,矢野貴之,1:41.5,クビ,17.1,6,512(+4),[地] 秋吉和美
3,4,3,5,ハッピーウェーブ,牝5,53,本田正重,1:41.5,クビ,9.0,4,482(-6),[地] 出川克己
4,5,2,3,グラスグローリー,牡7,55,的場文男,1:41.6,クビ,28.2,9,448(0),[地] 高橋三郎
5,6,5,10,チョコ,牡4,55,橋本直哉,1:41.7,1/2,104.3,15,493(-6),[地] 寺田新太
6,7,1,2,ダイリンウィーク,牡5,57,藤江渉,1:41.7,アタマ,3.8,2,514(+6),[地] 佐々木功
7,8,6,11,シンボリプロント,セ5,55,本橋孝太,1:41.8,クビ,30.8,10,454(+2),[地] 石井勝男
8,9,4,8,カシマリュウジン,牡7,57,笹川翼,1:41.9,1/2,71.3,13,499(-4),[地] 沢佳宏
9,10,5,9,アクロスジャパン,牡8,57,柏木健宏,1:42.3,2,111.2,16,536(-4),[地] 渡辺和雄
10,11,1,1,ジャルディーノ,牡5,57,真島大輔,1:42.7,2,3.3,1,471(+6),[地] 荒山勝徳
11,12,4,7,シャドウエミネンス,牡6,55,御神本訓,1:42.8,1/2,27.9,8,483(+19),[地] 蛯名雄太
12,13,2,4,ブラックサンダー,牡6,57,楢崎功祐,1:42.9,1/2,9.7,5,508(-1),[地] 沢佳宏
13,14,7,14,アザヤカサクラ,牝6,50,西啓太,1:42.9,アタマ,87.5,14,451(-1),[地] 荒井朋弘
14,15,8,16,ラインプライド,牡4,57,山崎誠士,1:43.4,2.1/2,24.3,7,470(+5),[地] 鷹見浩
15,16,3,6,ネコイッチョクセン,牡4,57,左海誠二,1:44.6,6,45.4,12,539(+2),[地] 寺田新太
