,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,スワンボート,牡4,57,丸野勝虎,1:27.3,,2.4,1,445(-13),[東] 岩戸孝樹
1,2,8,10,キョウワアーサー,牡4,57,岡部誠,1:27.5,1.1/2,3.3,2,456(-16),[西] 五十嵐忠
2,3,7,8,ヤマニンノベリスト,牝10,55,吉井友彦,1:27.6,3/4,7.7,5,470(-2),[地] 森山英雄
3,4,6,6,コパノカチーノ,牡8,57,高木健,1:27.9,1.1/2,30.3,6,537(+7),[地] 柳江仁
4,5,8,9,タッチデュール,牝5,55,山崎良,1:28.0,1/2,52.0,8,440(+16),[地] 笹野博司
5,6,4,4,スリーアメニティー,牝5,55,東川公則,1:28.1,3/4,30.6,7,455(-7),[西] 武宏平
6,7,2,2,エイシンダッシュ,牡8,57,花本正三,1:28.2,クビ,224.1,10,478(+3),[地] 伊藤強一
7,8,7,7,オンライン,牡4,57,佐藤友則,1:28.3,1/2,5.7,4,472(-6),[東] 佐藤吉勝
8,9,1,1,サチヒメ,牝4,55,尾島徹,1:28.4,1/2,4.7,3,437(-3),[西] 日吉正和
9,10,5,5,エーシンブラン,牡6,57,筒井勇介,1:29.5,5,166.7,9,463(-26),[地] 伊藤強一
