,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,サクラリボルバー,牡5,56,吉留孝司,1:27.1,,3.3,2,495(-3),[地] 高田豊治
1,2,6,8,マンオブパーサー,牡8,56,山口勲,1:27.4,1.1/2,1.5,1,507(+6),[地] 九日俊光
2,3,8,11,エフケーフィル,牡7,56,山下貴光,1:28.8,7,34.2,6,475(-1),[地] 浜田一夫
3,4,1,1,ステルスグリーン,牡8,56,杉村一樹,1:28.9,3/4,111.1,9,444(-4),[地] 東美義
4,5,8,12,カミノチカラ,牡8,56,吉田順治,1:29.1,1,15.2,5,475(+20),[地] 吉田昭
5,6,7,9,エアワルツ,牝6,54,長田進仁,1:29.4,1.1/2,148.1,12,445(+3),[地] 川田孝好
6,7,3,3,イシノゼフィルス,牡10,56,真島正徳,1:29.4,クビ,121.1,10,454(-13),[地] 真島元徳
7,8,7,10,オリオンザドンペリ,牡7,56,鮫島克也,1:29.5,1/2,8.9,3,480(0),[地] 西岡龍三
8,9,5,6,クリムゾンベガ,牡7,56,牧野孝光,1:29.6,1/2,9.7,4,470(-17),[地] 九日俊光
9,10,6,7,シアワセノレシピ,牝5,54,竹吉徹,1:30.7,6,121.1,10,400(-12),[地] 岩本正清
10,11,4,4,カレンパパ,セ10,56,倉富隆一,1:31.1,2,102.5,8,461(-1),[地] 川田孝好
11,12,5,5,フリートアピール,牡9,56,山下裕貴,1:31.4,1.1/2,47.6,7,523(0),[地] 九日俊光
