,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,クライオジェニック,牡2,54,安藤洋一,1:27.7,,4.0,2,544(0),[地] 藤田輝信
1,2,5,5,エーピーアロー,牡2,54,矢野貴之,1:29.7,10,4.1,3,472(0),[地] 中道啓二
2,3,1,1,ギルドン,牡2,54,高野誠毅,1:30.4,3.1/2,22.5,7,455(0),[地] 高岩孝敏
3,4,7,8,エスポワールガイ,牡2,54,笹川翼,1:30.4,クビ,6.7,4,474(0),[地] 市村誠
4,5,2,2,バルストライク,牡2,54,的場文男,1:30.6,1,9.5,5,537(0),[地] 高野毅
5,6,4,4,マイラシャーン,牝2,54,和田譲治,1:32.5,9,13.6,6,427(0),[地] 宗形竹見
6,7,6,6,ユウユウルーチェ,牝2,54,江里口裕,1:33.4,4,77.1,9,420(0),[地] 大宮和也
7,8,8,9,ジュキシ,牡2,54,藤本現暉,1:33.6,1,3.0,1,455(0),[地] 阪本一栄
8,9,8,10,マルヨスカーレット,牝2,54,千田洋,1:34.2,3,85.8,10,428(0),[地] 赤嶺本浩
9,10,3,3,パーガトリー,牝2,54,横川怜央,1:34.4,1,25.0,8,416(0),[地] 鷹見浩
