,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,スカイアクロス,牡3,56,増田充宏,1:38.8,,10.4,6,442(-2),[地] 山崎裕也
1,2,6,6,ネロディセッピア,牡3,56,笹川翼,1:39.1,1.1/2,6.2,2,539(+6),[地] 山崎裕也
2,3,8,10,スマイルフォーユウ,牡3,56,今野忠成,1:39.3,1,9.9,5,498(-3),[地] 久保秀男
3,4,4,4,ライズゾーン,牡3,56,山崎誠士,1:39.6,1.1/2,6.8,3,447(-7),[地] 山崎尋美
4,5,7,9,トワキ,牡3,56,矢野貴之,1:39.6,アタマ,2.1,1,461(+4),[地] 高月賢一
5,6,2,2,デーレーノヴァ,牡3,56,和田譲治,1:39.9,1.1/2,37.9,9,458(-2),[地] 鈴木義久
6,7,5,5,ラーテル,セ3,55,新原周馬,1:40.1,1,149.0,11,468(-1),[地] 高月賢一
7,8,3,3,ブレバ,牡3,56,藤江渉,1:40.3,1,18.1,7,488(-4),[地] 山田質
8,9,8,11,キャッスルバジオウ,牡3,56,篠谷葵,1:41.2,4,20.9,8,456(+6),[地] 渋谷信博
9,10,6,7,シンキングキャロル,牝3,54,町田直希,1:41.6,2,6.9,4,442(-5),[地] 内田勝義
10,11,1,1,プリンセスツッキー,牝3,54,櫻井光輔,1:43.1,7,88.1,10,455(0),[地] 山崎裕也
