,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,6,ケニアブラック,牡4,57,蛯名正義,1:33.7,,2.8,1,456(+4),[東] 勢司和浩
1,2,8,13,フラッパーウィング,牝3,53,田中勝春,1:34.0,2,9.1,5,444(-4),[西] 長浜博之
2,3,3,4,ディオーサ,牝3,53,松岡正海,1:34.4,2.1/2,5.5,3,470(+6),[東] 手塚貴久
3,4,8,14,ロードカイザー,牡4,57,伊藤工真,1:34.5,1/2,31.5,9,460(0),[東] 河野通文
4,5,7,11,ワクワク,セ3,55,吉田豊,1:34.7,1.1/4,21.8,6,440(+10),[東] 田中清隆
5,6,6,10,シンボリカージナル,牡4,57,江田照男,1:34.7,クビ,58.3,12,480(-8),[東] 高橋祥泰
6,7,6,9,トーセンポセイドン,牡3,55,丸田恭介,1:34.8,1/2,8.7,4,434(+4),[東] 中川公成
7,8,5,8,ケージーカチボシ,牡4,57,西田雄一,1:34.9,1/2,37.1,10,536(+4),[東] 高市圭二
8,9,2,2,ショウナンアルディ,牡4,57,柴田善臣,1:35.0,クビ,24.5,7,470(+8),[東] 上原博之
9,10,1,1,アンプレショニスト,牝4,55,北村宏司,1:35.0,アタマ,26.8,8,470(+10),[東] 畠山吉宏
10,11,4,5,ドリームバスケット,牡3,55,後藤浩輝,1:35.0,ハナ,3.8,2,460(+4),[東] 阿部新生
11,12,3,3,ユウキサンオーラ,牝3,53,郷原洋司,1:35.2,1.1/4,171.9,13,428(+18),[東] 郷原洋行
12,13,5,7,デプラータ,牡3,55,岩部純二,1:37.4,大,303.6,14,484(+2),[東] 萱野浩二
13,14,7,12,ツクバキング,セ3,55,内田博幸,1:37.6,1.1/2,49.8,11,474(+8),[東] 戸田博文
