,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,12,ブルーアワー,牝5,54,森泰斗,1:28.0,,12.6,6,466(-3),[地] 橋本和馬
1,2,6,11,シンタロウ,牡3,56,達城龍次,1:28.1,3/4,4.3,1,517(+4),[地] 大宮和也
2,3,5,10,サンドスピーダー,牡6,56,張田昂,1:28.1,アタマ,31.4,9,464(+3),[地] 田中正人
3,4,3,5,タツノフレア,牝3,54,笹川翼,1:28.4,1.1/2,4.3,2,465(+6),[地] 鷹見浩
4,5,4,8,ラペルシェール,牡3,56,矢野貴之,1:28.4,アタマ,6.9,4,475(+9),[地] 佐野謙二
5,6,3,6,マイネルロッシュ,牡5,56,和田譲治,1:28.6,3/4,4.9,3,482(+2),[地] 宗形竹見
6,7,1,2,キラカイドウ,セ3,56,左海誠二,1:28.6,クビ,36.1,10,401(-2),[地] 上杉昌宏
7,8,1,1,レディグレイ,牝5,54,西啓太,1:28.7,クビ,16.5,7,476(-2),[地] 三坂盛雄
8,9,8,15,リアンメイ,牡4,56,中村尚平,1:28.7,クビ,65.3,12,472(+1),[地] 久保田信
9,10,2,3,マイミッション,牡5,56,笠野雄大,1:29.0,1.1/2,19.7,8,484(0),[地] 山中尊徳
10,11,5,9,ジュニエーブル,牡7,56,藤本現暉,1:29.0,ハナ,108.3,14,444(+7),[地] 村上頼章
11,12,8,16,コンボルブルス,牡5,56,本橋孝太,1:29.6,3,66.2,13,439(-5),[地] 福永敏
12,13,4,7,プレストルーチェ,セ4,56,本田正重,1:30.0,2,43.5,11,495(-6),[地] 福永敏
13,14,7,14,アルマライル,牡6,56,伊藤裕人,1:30.3,1.1/2,150.1,15,497(-7),[地] 鈴木義久
14,15,7,13,ウィーンソナタ,牝4,54,松崎正泰,1:30.5,1,312.8,16,504(+3),[地] 佐藤壽
15,16,2,4,ケイアイタカプナ,セ4,56,的場文男,1:30.7,1.1/4,8.3,5,464(+1),[地] 高野毅
