,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,エクストラトーン,牡6,56,佐原秀泰,1:33.1,,1.3,1,496(+1),[地] 那俄性哲
1,2,7,9,リワードランフォス,セ5,56,西川敏弘,1:33.5,2,30.3,5,412(-2),[地] 雑賀正光
2,3,8,11,クレイアートビュン,牡11,56,永森大智,1:34.1,3,9.4,3,441(-2),[地] 雑賀正光
3,4,8,10,アドマイヤジャガー,牡8,56,宮川実,1:34.2,1/2,11.0,4,466(+2),[地] 打越勇児
4,5,1,1,リュウノガーネット,牝4,54,上田将司,1:34.5,1.1/2,248.1,8,419(+1),[地] 国沢輝幸
5,6,6,7,スペシャルファイト,牡5,56,岡村卓弥,1:34.5,クビ,47.3,6,493(0),[地] 胡本友晴
6,7,3,3,サンタンジェロ,牝7,53,下村瑠衣,1:34.8,1.1/2,263.6,9,444(-9),[地] 松木啓助
7,8,5,5,ミラクルホース,牡4,56,西山裕貴,1:34.9,クビ,210.9,7,463(+6),[地] 松木啓助
8,9,4,4,ケイアイエイト,牡5,56,赤岡修次,1:34.9,アタマ,4.1,2,494(0),[地] 目迫大輔
9,10,7,8,ウエスタンジェミー,牝7,54,西森将司,1:35.9,5,324.4,11,430(-7),[地] 別府真司
10,11,2,2,ワイルドビート,牡7,53,松木大地,1:37.8,9,281.2,10,499(+9),[地] 雑賀秀介
