,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,12,セイクリムズン,牡5,59,幸英明,1:22.9,,5.9,3,520(+6),[西] 服部利之
1,2,8,15,インペリアルマーチ,牡4,56,福永祐一,1:23.1,1,2.0,1,554(+6),[西] 音無秀孝
2,3,4,8,ナムラタイタン,牡5,56,熊沢重文,1:23.3,1.1/2,3.8,2,510(-12),[西] 大橋勇樹
3,4,4,7,ティアップワイルド,牡5,58,石橋脩,1:23.4,3/4,13.0,5,536(+6),[西] 西浦勝一
4,5,1,1,タガノクリスエス,牝6,54,岩田康誠,1:23.6,1,45.7,9,494(0),[西] 松田博資
5,6,6,11,ガブリン,牡9,57,池添謙一,1:23.6,ハナ,510.3,15,468(+4),[西] 森秀行
6,7,2,4,ブライトアイザック,牡5,56,江田照男,1:23.7,3/4,117.7,12,486(-8),[東] 菅原泰夫
7,8,1,2,エーシンクールディ,牝5,53,和田竜二,1:23.8,3/4,21.2,6,496(+8),[西] 大久保龍
8,9,2,3,シルクフォーチュン,牡5,56,安藤勝己,1:24.0,3/4,11.8,4,464(+4),[西] 藤沢則雄
9,10,5,10,ビクトリーテツニー,牡7,58,武豊,1:24.3,1.3/4,115.3,11,490(+10),[西] 森秀行
10,11,5,9,トーホウオルビス,牡6,56,柴山雄一,1:24.4,クビ,467.4,14,520(+4),[西] 谷潔
11,12,7,14,スターボード,牡4,56,内田博幸,1:24.5,3/4,40.9,7,500(-10),[東] 矢野英一
12,13,8,16,アドバンスウェイ,牡5,55,小牧太,1:24.5,ハナ,64.6,10,490(-8),[東] 武藤善則
13,14,3,6,ダイワマックワン,牡6,56,北村宏司,1:24.7,1.1/2,430.0,13,462(-4),[東] 鹿戸雄一
14,15,7,13,エアアドニス,牡9,56,武士沢友,1:24.8,3/4,777.4,16,492(-6),[東] 伊藤正徳
15,16,3,5,インオラリオ,牡6,56,三浦皇成,1:24.9,クビ,41.4,8,516(-2),[西] 池江泰寿
