,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,クレイアートビュン,牡9,57,永島太郎,1:18.2,,9.4,3,454(+3),[地] 住吉朝男
1,2,3,3,ホクセツライン,牡4,57,吉村智洋,1:18.2,クビ,38.3,10,477(+6),[地] 田中範雄
2,3,5,5,マイネルジョイフル,牡6,55,鴨宮祥行,1:18.2,ハナ,24.1,8,502(-2),[地] 高馬元紘
3,4,1,1,エリモシード,セ7,57,下原理,1:18.4,3/4,3.8,2,504(0),[地] 小村正也
4,5,8,11,マルカンタイショウ,牡5,57,川原正一,1:18.5,1/2,1.7,1,496(-3),[地] 三宅直之
5,6,4,4,オペラパシコム,牡6,57,田中学,1:18.6,1/2,24.3,9,468(-1),[地] 平松徳彦
6,7,7,8,マイネプルメリア,牝5,55,大山真吾,1:18.8,1.1/2,16.6,5,452(+2),[地] 保利良次
7,8,6,7,アンジェリークダダ,牝6,55,坂本和也,1:19.2,2.1/2,17.8,6,457(+3),[地] 盛本信春
8,9,6,6,エリモマーヴェラス,牝6,55,田野豊三,1:19.5,2,127.5,11,416(+3),[地] 尾林幸二
9,10,8,10,アスカタン,牝6,55,笹田知宏,1:19.9,2.1/2,19.6,7,457(-1),[地] 重畠勝利
10,11,2,2,ピルケンハンマー,牡5,55,木村健,1:19.9,ハナ,11.5,4,506(0),[地] 中塚猛
