,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,12,ソリタリーキング,牡4,57,川田将雅,2:10.3,,3.3,1,458(-8),[西] 石坂正
1,2,4,8,トーセンアレス,牡4,57,横山典弘,2:10.6,2,8.7,4,476(+8),[東] 鈴木康弘
2,3,8,15,リバティバランス,牡4,57,ベリー,2:10.7,3/4,5.3,3,548(+4),[東] 堀宣行
3,4,4,7,タナトス,牡3,55,小牧太,2:10.8,クビ,16.7,7,446(-6),[西] 森秀行
4,5,2,3,ゴールデンチケット,牡5,57,後藤浩輝,2:11.1,1.3/4,3.5,2,498(+4),[東] 畠山吉宏
5,6,5,9,ドットコム,牡6,57,蛯名正義,2:11.2,1/2,34.6,9,482(+2),[東] 戸田博文
6,7,1,2,ベルモントガリバー,牡5,57,田中勝春,2:11.3,1/2,363.7,16,518(+2),[東] 古賀史生
7,8,1,1,チュウワブロッサム,牝4,55,松岡正海,2:11.4,クビ,15.1,6,472(-2),[西] 大久保龍
8,9,7,13,エナージバイオ,牡6,57,大庭和弥,2:11.6,1.1/2,221.3,15,460(-8),[西] 梅田智之
9,10,6,11,アストレーション,牡5,57,柴田善臣,2:11.8,1.1/2,9.7,5,498(-2),[東] 二ノ宮敬
10,11,2,4,インフィニットエア,セ5,57,三浦皇成,2:12.2,2.1/2,34.1,8,488(+4),[東] 萩原清
11,12,3,5,ヒシパーフェクト,牡5,57,浜中俊,2:12.4,1.1/4,123.4,13,476(+4),[東] 久保田貴
12,13,8,16,ドリームリバイバル,牡6,57,中谷雄太,2:12.6,1,37.5,10,480(-2),[東] 畠山重則
13,14,3,6,エジソン,牡5,57,石橋脩,2:13.2,3.1/2,78.7,11,528(-10),[東] 鹿戸雄一
14,15,5,10,ワーズワース,牡5,57,田辺裕信,2:13.4,1.1/2,151.1,14,492(+8),[東] 大竹正博
15,16,7,14,レッドアイ,セ5,57,丸山元気,2:14.6,7,106.1,12,476(+18),[西] 安田隆行
